 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
24/03/2023,sleet, west ,spring,Fahrenheit,BBC,amber,-999,OVERCAST,NW,extreme,HAIL,COMFORTABLE,moderate,DUDLEY,day,11300," 5,763",9416,"14,432",9883,10107,18415,5029,7740," 6,002"
NaN,missing,midlands,AUTUMN,kelvin,,Yellow,evening,CLEAR,N,low,HAIL,HUMID,excellent,franklin,night," 2,704",13447,£8316,,£8778,   189," 9,690",17773,"16,719",-999
29/04/2022,sleet,west,SPRING,CELSIUS,metOffice,RED,afternoon,overcast,Nw,VERY HIGH,Snow,comfortable,EXCELLENT,Corrie,night," 7,118",6913,3211,,"12,655",12782,,NA,"17,469"," 3,528"
08/02/2023,sunny,south,autumn,CELSIUS,metOffice,Yellow,Night,mostly cloudy,n,low,none,comfortable,poor, franklin ,night,10881," 2,172",3692,9668,£3694,11790,"13,528",5041,9379,"14,449"
04/09/2024,STORMY,MIDLANDS,SPRING,celsius,missing,yellow,Night,CLEAR,n, HIGH ,none,oppressive,very_poor,dudley,NaN,missing,,NaN,7818,NaN,£14251,   608,11465,missing,NA
12/09/2023,Snowy,south,spring,missing,bbc,yellow,afternoon,Clear,s,EXTREME,hail, humid ,,corrie,NIGHT,-999,£13917,   927,16876,,£15462,£82,4209,£67,7454
15/02/2021,,Inland,autumn,,WEATHER.COM,red,morning,Clear,w,MODERATE,rain,oppressive,very poor,,day,4690,18887,"15,626",£9814,"17,935","12,798",18707,18282,19810,"19,797"
10/08/2022,snowy,midlands, summer , KELVIN ,Bbc, AMBER ,morning,clear,ne,Extreme,,dry,poor,arwen,,16632,2169,5317," 3,028",,11698,"13,090",£18292,£19058,13135
26/11/2022,windy,West,summer,Kelvin, noaa ,red,Night,Partly Cloudy,n, very high ,None,comfortable,moderate,Barra,Day,1862,1339,NA,£9331,13860,,NaN,£16583,13352,10135
04/10/2022,NaN,inland, summer ,kelvin,MET OFFICE,red,AFTERNOON,partly cloudy,se,moderate,hail,dry,excellent,arwen,NA,NA,NaN,3912,8089,missing,8672," 4,254",£4336,11654,£10099
16/12/2022,-999,West,AUTUMN,Fahrenheit,Noaa,Red,afternoon,mostlyCloudy,W,Very High,None,Humid,good,ARWEN,day,,NaN,5368,13133,15106,12070,14921,NA,19860,729
2022-03-15, SUNNY ,Coastal,SUMMER,-999,metOffice,yellow,NIGHT,partlyCloudy,e,extreme,snow,COMFORTABLE,good,arwen,night,11660,19379,17822,£931,18648," 6,875","19,772",11416,14931,10930
2022-03-24,-999,coastal,winter,NA,Noaa,red,evening,,N,high,none,HUMID,poor, corrie ,day,4377," 6,607",14962,1908,6486,16297,1223," 3,140",15856,13523
NaN, stormy ,Inland,Summer,fahrenheit,met_office, none ,night,clear,w,veryHigh,rain,DRY,MODERATE,Dudley,Day,17880,£5733,5384,   989,12791,10459,£9186,2430,missing,"15,363"
2021-10-16,SUNNY,NaN,spring,-999,bbc,NA,afternoon,NaN,n,-999,missing,humid,poor,arwen,night,£2600,14784," 6,818",£14320,"15,595",4022,9260,NaN,8260,9840
12/01/2023,Sunny, East , Summer ,NaN,NOAA,yellow,night,missing,nw,HIGH,,NA,very poor,Corrie,day,10844," 6,122",19492,13845,"10,177",4408," 4,550",1485,£14267,
2023-06-22,cloudy, east , SPRING ,Fahrenheit,Noaa,NA,NaN,mostly cloudy,Nw,low,none,humid,excellent,eunice,night,NA," 2,998"," 3,334",3541,16639," 7,349",,NaN,£6337,18666
2023-05-14,snowy,NA,summer,celsius,Noaa,amber,AFTERNOON,Clear,s,very high,rain, OPPRESSIVE ,NaN,arwen,Night,10340,15540,£10076,£5717,£16198,"12,177",1183,£5230,,£762
2021-03-25,windy,coastal,NA,Fahrenheit,weather.com,Amber,afternoon,Clear,sw,high,sleet,Comfortable,moderate,franklin,DAY,16943,6510,2212,15836,2019,19494,"12,618",1040,13064,19429
07/03/2023,RAINY,,Autumn,fahrenheit,WEATHER.COM,Red,missing,clear,se,low,hail,dry,excellent,franklin,NaN,2885,9528,19665,8115,6416,£16042,17863,15682,646,14683
07/10/2024,sleet,Inland,autumn,KELVIN,bbc,YELLOW,EVENING,missing,S,low,Sleet,comfortable,Poor,missing,night,14631,NaN,"14,309",5624,£9733,2531,6960,4738,1573,11877
10/04/2024,CLOUDY,East,winter,KELVIN,BBC,None,AFTERNOON,CLEAR,sw, veryHigh ,Snow,Dry, poor ,NaN,NA,missing,3926,missing," 4,068",19363,2003,10715,14761,1305,19132
missing, Snowy ,midlands,Spring, fahrenheit ,metOffice,red,afternoon,Overcast,Sw,very high,sleet,humid,Moderate,dudley,Day," 1,889",   517,12627,£18034,18295,4931,7372,16144,11667,86
"Dec 07, 2023",foggy,east,WINTER,Kelvin,noaa,Yellow,afternoon,CLEAR, sw ,high,NONE,DRY,Good,eunice,-999,£4465,£2911,7954," 1,426",19054,5226,4864,£1915,£7916,19420
15/12/2022,foggy, midlands ,AUTUMN,KELVIN,NA,Yellow, NIGHT ,Partly Cloudy,w,extreme,, OPPRESSIVE ,good,eunice,day,5029,NaN,NaN,"15,477",15337,14799,9500,,£6793,
02/02/2023,Rainy,missing,,Fahrenheit,MET OFFICE,none,EVENING,PARTLY CLOUDY,ne,,NA,dry,NA,arwen,Day,17300,£3422,15994,-999,13198,   228,£19195,NaN,6964,4007
27/03/2022,cloudy,Inland,SUMMER,kelvin,Weather.com,yellow,evening,CLEAR,E, low ,none, comfortable ,very_poor,-999,DAY,14573,16593,88,18320,NA,160,"17,885",14184,15791,"14,270"
,SNOWY,North,autumn,NaN,weather.com,none,Morning,mostly cloudy,Se,-999,Rain,humid,moderate,franklin, day ,2401,£13839,"19,396",11216,18215,6682,8493,"15,797",6430,£19414
-999,stormy,midlands,autumn,celsius,ACCUWEATHER,amber,afternoon,mostly_cloudy,n,High,Rain,Humid,MODERATE,Arwen,day,16888,16032,2717," 5,688",4772,16947,16974,9728,£12041,13570
19/02/2022,SNOWY,West,NA,Fahrenheit,bbc,red,morning,mostly cloudy,E,Moderate,sleet,dry,poor,barra,day,17982,missing,8602,19025,10536,"10,632",13591,14518,1293,5509
"Nov 10, 2021",Rainy,west,Spring,Celsius,ACCUWEATHER,none, evening ,clear,SE,extreme,hail,Dry,excellent,EUNICE,day,£7833,16546,,9846,£3575,£11965,£13709," 2,071",11895,18222
2024-12-08,sunny,NA,winter,fahrenheit,weather.com,Yellow, Night , MOSTLY CLOUDY ,SE,extreme,SNOW,oppressive,very poor,EUNICE,Day,missing,5446,5678,£18835," 9,001","16,412",18853,,18581,4338
2023-08-06,-999,North,summer,,weather.com,NA,EVENING,clear,Se,very high,none,humid,good,DUDLEY,day,NA,NaN,12232,2465,5327,17820,,,-999,19183
2024-06-03,Sleet,-999,summer,FAHRENHEIT,noaa,none,NIGHT,OVERCAST,nw,VERY HIGH,hail,COMFORTABLE,-999,franklin,day,missing,14559,18506,10194,£19240,7518,6546,2994,5560,"18,468"
"Dec 17, 2022",snowy,midlands,NA,NaN,noaa,NA,NIGHT,clear,w,veryHigh,NA,dry, moderate ,Arwen,NIGHT,8350,18739,16850,443,5091," 4,891"," 7,030",1487,2631,7845
2024-02-10,cloudy,East,,Fahrenheit,noaa,amber,afternoon,clear,w,very_high,rain,comfortable,very poor,arwen,DAY,15058,£16284,,£11193,18646,"15,011",10401,2081,4935,16124
"Sep 06, 2024",sunny,South,Summer,kelvin,accuweather,red,morning,mostly_cloudy,ne,HIGH,hail,humid,moderate,franklin,night,6015,-999,17136,£7929,582,missing,6123,9446,£9315,7408
"Mar 16, 2024",cloudy,north,autumn,Fahrenheit,Met Office,-999,night,NaN,N,moderate,rain,Oppressive,MODERATE,-999,night,NA,£14825,10200,£9715,2154,10904,14967,NaN,6744,4573
2022-11-04,SUNNY,COASTAL,spring,fahrenheit,bbc,red,Afternoon,clear, se ,very high,sleet,oppressive,Good,Franklin,night,11594,16384,11371,£15698,1008,147,15680,£8007,£14490,18025
2024-01-25,FOGGY,north,SPRING,fahrenheit,NOAA,yellow,MORNING,mostly cloudy,Nw,high,Rain,HUMID,NaN,Eunice, NIGHT ,3836,18997,£18982,£14308,7371,£222,2,11584,3184,£512
02/11/2022,snowy,coastal,Winter, KELVIN ,metOffice,red,EVENING,mostlyCloudy, nw ,low,Hail,comfortable,very_poor,NA,missing,18659,"18,060"," 6,941",14076,12109,£18067,NA,15368,£10815,17938
18/11/2022,,SOUTH,autumn,-999, noaa ,Red,Evening,Partly Cloudy,missing,high,rain,NA,excellent,ARWEN,NIGHT,14885,14650,18805,11483,NaN,,£17244,"10,872","14,690",10758
06/09/2021,sunny,west, Spring ,kelvin,Weather.com,NONE,Afternoon,Partly Cloudy,E,Moderate,RAIN,oppressive,good,DUDLEY,night,£10236,14955,"17,114","12,282",NaN,£7703,19815,17983,7946,7003
15/11/2021,windy,midlands,autumn,kelvin,noaa, None ,Night,PARTLY CLOUDY,nw,moderate,sleet,comfortable,moderate, BARRA ,night,9139,£558,13309,19368,5123," 6,113",£7655,8929,NA,4993
2021-01-07,sunny,north,Autumn,celsius,WEATHER.COM,red,AFTERNOON,Partly Cloudy,W,very high,HAIL,comfortable,GOOD,NA,,13083,"10,823",137," 2,792",6612,13772,18909,16152,£14427,10342
2024-04-04,Snowy,south,autumn,fahrenheit,ACCUWEATHER,none,NIGHT,NA,ne,,NONE,humid,veryPoor,Dudley,Day,16227,5188,3586,NaN," 9,542",17769,18625,18792,"16,092"," 9,778"
2023-04-14,,coastal, spring ,Fahrenheit,WEATHER.COM,-999,evening,overcast,s,very high,sleet,Humid,good,corrie,DAY,missing,7344,8500,12684,2136,£18515,19276,16414,3172,-999
30/06/2024,windy,midlands,autumn,kelvin,Weather.com,yellow,night,MOSTLY CLOUDY,ne,, Rain ,oppressive, moderate ,corrie,,missing,7928,,3314,2142,£11244,5820,533,18849,8549
NaN,,Coastal,WINTER,celsius, Met Office ,amber,night,Partly Cloudy,se,low, rain ,humid,veryPoor,FRANKLIN,DAY,14145,210,4819,4319,5698,"19,747",11180,11484,11696,13816
,sleet,North,autumn,kelvin,metOffice,RED,Morning,Partly Cloudy,N,moderate,hail,Comfortable,good,arwen,DAY,3324,14142,13822,12927,missing,   168,£1278,NA,15464,£16368
26/06/2022,snowy,north,WINTER,fahrenheit,accuweather,NONE,NIGHT,Overcast,NW,EXTREME,Rain,COMFORTABLE,excellent,barra,day,19805,missing,2801,"19,860",   136,-999,15039,8886,£18892,17780
2021-10-04,FOGGY, south ,winter,celsius,MET OFFICE,AMBER,night,missing,s,low,NONE,HUMID,good,barra, DAY ,10543,£5383,5050,53,8502," 8,316",£2670,4383," 2,417",   502
2022-03-04,Stormy,north,winter,KELVIN,accuweather,red,EVENING,partly cloudy,S,Moderate,sleet,humid, Moderate ,corrie,day,10913,2774,4376,16484,10042,"14,778"," 2,739",NA,15417,6160
06/01/2024,foggy,South,Winter,,accuweather,none,evening,MOSTLY CLOUDY,w,-999,SLEET,comfortable,EXCELLENT,dudley,night,£12728,5943,-999,11507,£8118," 7,220",3249,£3868,11040,15478
2022-05-19,SNOWY,NORTH,spring,fahrenheit,WEATHER.COM,none,EVENING,Clear,E,extreme,hail,dry,poor,NaN,day,19193,NaN,£3165,7835,9340,£3569,2684,missing,7965,£6478
08/03/2024,Rainy,coastal,autumn,NA,NOAA,yellow,NIGHT,Partly Cloudy,n,high,none,-999, moderate ,NA, day ,"17,932",1103," 3,782",5719,NaN," 2,997",£10508,missing,13899,£14184
2023-09-25,stormy,coastal,Autumn,celsius,Met Office, yellow ,AFTERNOON,Overcast,se,,Hail, humid ,excellent,dudley,day,12121,13391,," 6,806",10900,,"17,692",14827,NA,£14598
2022-04-06,Cloudy,midlands,winter,fahrenheit,accuweather,NONE,afternoon,clear,-999,extreme,RAIN,humid,-999, Franklin ,DAY,£9917,NaN,£19079,19908," 5,140",£4232,1175,1649,19452,£4990
13/11/2023,snowy,NaN,winter,FAHRENHEIT,Met Office,YELLOW,EVENING,partly_cloudy,se,high,SLEET,Humid,GOOD,DUDLEY,NaN," 8,890","12,229",NaN,16473,-999,16011,missing,7907,4990,11023
2022-11-25,rainy,Midlands,autumn, fahrenheit ,BBC,yellow,afternoon,partly cloudy,missing,-999,,oppressive,MODERATE,NA,NIGHT,9462,19340," 6,296",2432,3065,"14,630",NaN,"16,263",missing,£11175
"Jul 13, 2024",rainy,WEST,Autumn,kelvin, noaa ,none,Evening,mostly cloudy,w,moderate, hail ,oppressive,GOOD,barra,night,£3721,10459,£10622,£8227,£19517,5842,16597,3831,914,£19662
missing,stormy, north ,summer,KELVIN,weather.com,red,afternoon,clear,N,Extreme, snow ,comfortable,excellent,Eunice,-999,£7070,5948,£12886,5770,NA,12912,1778,16674,2085,£12736
2023-06-08,snowy,inland,summer,Fahrenheit,metOffice,missing,evening,OVERCAST,s, HIGH ,NA,dry,excellent,arwen,NIGHT,16195,NA,£19938,6613,-999,16113,9515,6063,1960,2565
08/03/2021,CLOUDY,north,summer,kelvin,met_office,none,Afternoon,mostly cloudy,nw,EXTREME,none,oppressive,NaN,barra,night,£713,8516,2324,14087,"11,847",5729,-999,7146,11370,NaN
22/02/2022,windy,NaN,winter,kelvin,Weather.com,Amber,NA,clear,SW,HIGH,none,comfortable,Moderate,dudley,NaN,5967,£7945,£3396,2614," 1,670",810,£16791," 9,301",3925,12482
25/02/2021,sleet,Coastal,Summer,Celsius,Noaa,None,night,NA,,extreme,Rain,NaN,MODERATE,barra,NIGHT,"10,350",7393,£10897,13771,8554,£8819,£11953,£6570,5227,12342
20/06/2021,sleet,south,winter,CELSIUS,Weather.com,YELLOW,morning,overcast,w,MODERATE,sleet,-999,Excellent,BARRA,NA,NaN,11669,10616,13220,NA,missing," 3,607",9009,9041,25
06/09/2023,cloudy,East,spring,KELVIN,Weather.com,red,evening,mostly cloudy,n,LOW,NA,comfortable,moderate,franklin,day,NA,,1605,11271,£10384,£16767,"18,394",£16180,missing,496
2023-03-21,cloudy, Midlands ,summer, kelvin ,weather.com,YELLOW,morning,Mostly Cloudy,sw,very_high, hail ,missing,Poor,corrie,night,   342,NA,11048,NA,3490,7477,7575,15511,12157,"16,956"
2023-11-30,Windy,inland,Winter,kelvin,weather.com,Red,MORNING,NA,w,,None,Dry,NA,barra,Day,£13140,14347,7387," 6,216",,14800,£19565,£11930,5097,£14516
2021-10-11,windy,INLAND,WINTER,FAHRENHEIT,NA,yellow,NaN,-999, N ,Low,none,oppressive,moderate,FRANKLIN,night,,"10,607",£12455," 9,833",10102,14083,,1682,19638,1430
"Nov 17, 2022",stormy,inland, autumn ,FAHRENHEIT,Weather.com,red,morning,overcast, nw ,Very High,NONE,,moderate,DUDLEY,NIGHT,16882,£11629,£10140,£4865,16295,£15095,£10964,2367,"12,630",15820
11/09/2024,cloudy,missing,spring,NaN,Met Office,-999,AFTERNOON,Mostly Cloudy,-999,extreme,sleet,COMFORTABLE,NaN,franklin,day,3265,missing,14518,18756,£10177,8216,16274,2221,17691," 3,721"
NA,Sleet,north,winter,Celsius,ACCUWEATHER,Amber,Afternoon,overcast,NA,EXTREME,RAIN,humid,excellent,eunice,missing,14469,£14400,£11080,1013,"10,826",6441,19496,16575,4766,£8631
-999,missing,,NA,kelvin,bbc, none ,evening,partlyCloudy,SE,,-999, OPPRESSIVE ,EXCELLENT, Dudley ,night,14018,15686,5380,"19,655",935,£1629,13180,6038,408,768
24/10/2023,windy,,spring,fahrenheit,Noaa,none,Evening,Partly Cloudy,w,high,missing,,Poor,barra,Night,15188,7908,1759,19222,12687,NaN," 1,928",NA,-999,17392
2021-06-20,stormy,south,-999,celsius,bbc,YELLOW,morning,mostly_cloudy,ne,Extreme,none,comfortable,excellent,Eunice, night ,-999,"19,376",14762,7694,12387,"17,208",   936,   219,"15,645",   801
2023-02-08,CLOUDY,east,NA,Kelvin,metOffice, NONE ,morning,NaN,sw,missing,sleet,Oppressive,EXCELLENT,franklin, NIGHT ," 3,347",5146,,£13169,8599,18853,missing,9953,6311,17871
09/08/2024,sunny,COASTAL,missing,FAHRENHEIT,accuweather,red,night,clear, n ,EXTREME,None,DRY,excellent,Eunice,day,7150,£9794,£13019,£19251,7460,   866,2602,£16571,16920,7485
10/12/2023,SUNNY,east,Autumn,,Met Office, none ,night,Overcast,NaN,moderate,none,Oppressive,GOOD,dudley,,11124,10732,13836,11348,8018,19985,£2849,£3514,£5814,2246
2024-01-20,rainy,coastal,spring,-999,-999,amber,NA,mostlyCloudy,E, Very High ,HAIL,COMFORTABLE,-999,BARRA,NIGHT,5236,889," 9,457",   281,"13,996",£14400,£17258,8996,NA,6217
23/10/2023,SLEET,Coastal,summer,CELSIUS,missing, RED ,Afternoon,NA,,missing,Snow,COMFORTABLE,Good,arwen,day,14418,NA,£18205,16050,8683,10671,19765,14968,1024,8097
2022-01-21,sleet,South,winter,CELSIUS,bbc,none,evening,OVERCAST,w,Moderate,RAIN,Comfortable,veryPoor,missing, day ,£19078,7879,missing,18640,£4265,NA,NaN,£2563,-999,£18410
"Sep 08, 2023",Snowy,north,summer,kelvin,weather.com,red,night,OVERCAST,ne,extreme,hail,dry,good, barra ,NIGHT,£14240,missing,3827,£7254,12457,NA,£13555,"13,966",£17940,"18,054"
22/08/2021,CLOUDY,east,Spring,kelvin,bbc,red,MORNING,overcast,missing,-999,hail,oppressive,NaN,DUDLEY, night ,-999,NaN,£2864," 9,195",13598,11975,6012,NA,2783,5083
23/11/2021,missing,East,AUTUMN,Celsius,bbc,Red,NaN,clear,SW,veryHigh,missing,comfortable,NA,arwen,day,NA,584,9596,"17,127",19655,"16,564",,3623,5105,13118
2023-07-05,sleet,south,summer,Fahrenheit,met office,none,Evening,clear,ne,high,none,dry, VERY POOR ,franklin,DAY," 4,175",£15524," 2,755",2916,"12,608",NaN,6456," 4,524",17294,-999
24/12/2023,NaN,west,winter,celsius,MET OFFICE,NaN,Morning, partly cloudy ,n,moderate,snow,OPPRESSIVE,POOR,Dudley,day,9612,19514,£17009,19268,15476,15051,missing,7450,"14,328",£14701
29/07/2023, cloudy ,MIDLANDS,spring,fahrenheit,,red,Morning,MOSTLY CLOUDY,W,moderate,None,dry,excellent,Dudley,Day,£926,5408,£11027,NaN,£3326,"12,671"," 9,830",4396,"17,692",£12364
19/04/2022,windy,Midlands,WINTER,fahrenheit,accuweather,None,MORNING,mostly_cloudy,w,very high,NONE,OPPRESSIVE,good,eunice,Night,20000,6419,£5438,16331,"16,410",11316,£17404,£8186,,17878
20/10/2023,sunny,Midlands,summer,celsius,NA,yellow,,missing,-999,extreme,NA,COMFORTABLE,moderate,Arwen,Day," 8,105"," 5,525",5618,"10,516",£18009,"17,666",2899,14751,,2866
2021-01-30, stormy ,midlands,Winter,fahrenheit,bbc, yellow , Evening ,PARTLY CLOUDY,E,Extreme, Snow ,dry,very_poor,Arwen,day,12911,14093,2784,5390,13581,£16198,5799,missing,6197,9112
"Feb 21, 2021", Cloudy ,MIDLANDS,NaN, KELVIN ,Bbc,RED,MORNING,mostly cloudy,S,very high,snow, COMFORTABLE ,Poor,franklin,night,17214,18716,7631,10954,NA,12375,NA,7414,3762,6477
2024-05-24,rainy,west,summer,CELSIUS,NA,RED,evening,clear,NW,high,rain,Comfortable,good,Franklin,day,11326,19885,£17015,"11,261","19,623",12979,"12,935",2787,£15337,missing
2022-06-27,SUNNY,east,,FAHRENHEIT,noaa,red,EVENING,overcast,n, Low ,HAIL,comfortable,veryPoor,dudley,night,£2529,2881,7660,NaN,5768,NaN,10894,17466,NaN,£16229
-999,sunny,West,Winter,kelvin,met_office,RED,afternoon,-999,w,VERY HIGH,RAIN,NA,Excellent, Eunice ,Night,£5357,7012,13542,4132,3411,3508,3450,NaN,18239,missing
16/03/2021,sunny,midlands,SPRING,celsius,missing,yellow,AFTERNOON,mostly cloudy,nw,moderate,none,dry,POOR,-999,NIGHT,10757,10776,4221," 5,138","10,252",10317,£943,12104,17250,
03/05/2021,sleet,inland, SUMMER ,Fahrenheit,noaa,none,Morning,overcast,n,extreme,Rain,comfortable,very_poor,EUNICE,DAY,£16282,9437,19334,6274,2768,£1724,£15124,18135,£1692,17631
,sleet,NORTH,winter,fahrenheit,weather.com,YELLOW,afternoon,Clear,s,moderate,HAIL,Oppressive, POOR , arwen ,Day," 8,180",missing,£18160,missing,£7343,8710," 6,826",12310,19193,5457
18/02/2022, foggy ,north,autumn,Kelvin,Met Office,NONE,NaN,overcast,, high ,hail, comfortable ,NA,eunice,-999,"10,970"," 6,937",£4191,3960,£13570,13957,4453,£10422,6307,£4406
"Feb 16, 2024",RAINY,south,summer,kelvin,BBC,NaN,missing,partlyCloudy, W ,high,Sleet,-999,Very Poor, barra ,missing,10543,11923,8648,NaN,£18765,15998,£2983,5694,NaN,£10483
missing,Stormy,EAST,AUTUMN,Fahrenheit,Noaa,NaN,AFTERNOON,CLEAR,S,-999,hail,comfortable,,franklin,missing,missing,"19,945",12299,£3088,£14095,10082,6647,£14064,"11,244",11882
2021-07-19,Foggy, north ,summer,celsius,MET OFFICE,YELLOW,Afternoon,clear,sw,LOW,sleet,dry,VERY POOR,franklin,night,£2559,8581,"15,014",NaN,12184,14129,10861,£5364,16336,£8922
18/12/2021,stormy,coastal,-999,fahrenheit,bbc,NA,afternoon,Clear,NaN,LOW,HAIL,comfortable,missing,dudley,day,4380," 3,897",£17776,7823,£8203,NA,£18364,missing,£7035,8852
2021-06-09,cloudy,COASTAL,winter,celsius, met_office ,none,-999,overcast, Sw ,extreme,SLEET,oppressive,good,Barra,night,2027,£8716," 8,303",3038,,138,3091,£17808,13864,2898
27/01/2023,sunny,INLAND,spring,celsius,bbc,RED,missing,clear,missing,high,NaN,-999,good,Eunice,night,2685," 6,499",9560,2053,5792,NA,,£5826,missing,15422
2023-06-06,foggy,NaN,spring,CELSIUS,weather.com,amber,morning,MOSTLY CLOUDY,se,low,SNOW,dry,excellent,CORRIE,day,12109,16866,missing,£15833,19441,13596,8409,6599,,2439
05/07/2023,stormy,coastal,summer,Fahrenheit,Accuweather,Red,night,overcast,e,Low,HAIL,dry,good,Franklin,Day,NaN," 5,295","15,916",398,17547,9265,15679," 2,519",17449," 9,066"
missing,SUNNY,east,WINTER,celsius,MET OFFICE, red ,Morning,overcast,-999,high,hail, humid ,poor,NaN,day,3590," 5,878",7564," 1,120",19576," 6,221",£8146,18075,17870,£17900
2021-12-25, Cloudy ,West,spring,NA,ACCUWEATHER,red,evening,CLEAR,Ne,high,snow,DRY,very poor, Corrie ,day,£9861,16322,missing,2194," 9,154",3977,NA,£118,13522,954
2021-06-07,windy,east, winter ,NaN,ACCUWEATHER,none,,Partly Cloudy, ne ,MODERATE,Rain,humid,missing,missing,NIGHT,missing,11728,£18687,8591,1706,NA,6401,£19628,£2129,7205
10/05/2023,WINDY,East,winter,KELVIN,metOffice,red,AFTERNOON,partlyCloudy,w, moderate ,none,Humid,excellent,corrie,Day,7805,8089,5286,1654,£14956,18022,NA,10532,4095,"10,715"
11/08/2022,cloudy,east,Winter,Fahrenheit,WEATHER.COM,none, NIGHT , mostlyCloudy ,se,high,snow,dry,veryPoor,arwen,day,,7049,£18930,12257,missing,19516,3875,6361,£9368," 1,297"
2022-10-17,SNOWY,Coastal,winter,kelvin,bbc,Amber,Morning,mostlyCloudy,Sw, High ,none,oppressive,EXCELLENT,,NIGHT,19915," 8,253",213,"10,951",-999,NA,£16497,2963,"13,110","12,422"
"Jan 03, 2021",SNOWY,coastal,AUTUMN,CELSIUS,WEATHER.COM, NONE ,afternoon,Partly Cloudy,sw,moderate,Hail,Humid,veryPoor,NaN,NaN,15413,14200,NaN," 8,402",,"18,704",19280,NaN,"12,744",NA
2021-08-31,Windy,inland,autumn,kelvin,weather.com,Amber,morning,Overcast,missing, Low ,SLEET,dry,good,arwen,missing,missing,missing,NA,12355,5436," 7,468"," 6,777",15695,17802,9491
"Feb 11, 2022",WINDY,missing, Winter ,fahrenheit,bbc,missing,evening,OVERCAST,nw,extreme, rain ,dry,VERY POOR,corrie,night,NaN,16743,£713,18257,9150,£3422,£9819,NaN,19849,£9445
16/12/2021,NA,NaN,winter,fahrenheit, noaa ,NONE,-999,overcast,NE,moderate,none,dry,-999,Barra,," 6,618",£1683," 4,782",£8632,16416,9052,2147,NA,16411,"17,516"
23/01/2023,rainy,coastal,WINTER,Celsius,bbc,yellow,night,overcast,se,Moderate,sleet,HUMID,MODERATE,barra,,£1480,£7955,8398,£5068,1849," 3,071","19,910",5751,"11,736",16504
06/11/2023,sunny,MIDLANDS,NaN,celsius,WEATHER.COM,none,evening,CLEAR,W,Low,none,-999, good ,EUNICE,day,£16944,£17898,7227,4227,"17,419",4284,6393,19042,8581," 2,490"
2022-07-21,Snowy,INLAND,NA,Kelvin,noaa, none ,night,Overcast,nw,very_high,Hail,humid,Moderate,eunice,day,10245," 4,067",NaN,18552,NA,12477,18281,£14002,missing,-999
2022-02-23,windy,midlands,autumn,Kelvin,Weather.com,yellow,NA,mostlyCloudy,missing,extreme,snow,oppressive,Moderate,ARWEN,day,16604,13971,4681,12698,-999,11396," 4,572",2231,"18,072"," 9,027"
17/03/2023,foggy, south ,Summer,Fahrenheit,weather.com,NONE,Evening,missing,missing,extreme,-999,humid,veryPoor,franklin,-999,7801,missing,575,15976,2921,6625,"11,456",NA,938,8605
23/02/2021,rainy,North,missing,kelvin,Weather.com,AMBER,evening,partly_cloudy,ne,extreme,NONE,humid,good,barra,NA,10552,4023,£10168,NaN," 1,359",NaN,19690,missing,18855,19645
08/09/2023,Snowy,Inland, winter ,-999,noaa,amber,Evening,overcast,nw,veryHigh, Hail ,comfortable,very_poor,corrie,day,3907,9300,29,-999,£18967,£18262,   185,,13198,14295
08/11/2023,FOGGY,WEST,autumn,Fahrenheit,WEATHER.COM,none, afternoon ,clear,Sw,high,hail,humid,MODERATE,CORRIE,Day,NaN,£4360,6513,4013,£15206,NaN,NaN,£5861,906," 2,596"
2022-07-31,foggy,midlands,missing,kelvin,met office,NA,morning,PARTLY CLOUDY,N,LOW,sleet,humid,poor,ARWEN,day,6378,"15,457",19551,2685,£1474,NaN,£6157,4548,£11592,10656
28/01/2021,foggy,EAST,NaN,FAHRENHEIT, bbc ,yellow,missing,MOSTLY CLOUDY,S,low,snow,dry,very poor,EUNICE,missing,"16,272","19,518",19433,£16734,7894,NA,18789,"10,460",10763,NaN
03/06/2022, stormy ,south,WINTER, CELSIUS ,Weather.com,Amber,Night,-999,n,low,,OPPRESSIVE,EXCELLENT,dudley,Day,£17936," 4,449",2453,842,18442,6622,missing,3,,£2411
28/11/2022, cloudy ,-999,AUTUMN,celsius,metOffice,YELLOW,morning,clear,,missing,Snow,comfortable,poor,ARWEN,night," 6,503",7322,"10,978",NaN,1481,missing,"11,887",£13020,,missing
07/06/2023,sleet,EAST,summer,celsius, Accuweather ,missing,morning,partlyCloudy, sw ,missing,-999,humid, Poor ,dudley,Day,"14,371",£1012,£19211,4917,£17602,12071,£13379,18557,NA,13686
2021-03-17,stormy, west ,NA, FAHRENHEIT , met office , RED ,afternoon,Partly Cloudy,missing,LOW, RAIN ,missing,missing,dudley,Day,11185,£16863,11642,1659,5900,16072,-999,3061,8109,1712
"Sep 17, 2023",Sunny,coastal,autumn,Fahrenheit,met office,None,morning,PARTLY CLOUDY, NW ,very_high,sleet,comfortable,Excellent, dudley ,day,NA,NA," 3,154",NaN,6650,£11806,19974,14275,6795,11987
