date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
2021-08-06,Action,r,english,missing,franchise,Paramount,winter,$50-150m,limited,yes,1-3,AUSTRALIA,-999,missing,dolby,1358,16568,11573,205,£13486,19944,5359,"17,781",13838," 8,924"
"Oct 13, 2023",Drama,15,NaN,Imax,NaN,paramount,spring,>$150m,NA,no,0,missing,Film,Newcomer,dts,£2164,NaN," 5,472",2254,7116,4192,9000,£3532,"12,465",5093
"Aug 13, 2022",action,15,Spanish,Imax,REBOOT,paramount,Spring,>$150m,CINEMA,yes,4-7,Canada,imax 70mm,b-list,ATMOS," 2,932",£19961,8125,14377,"10,393","18,061",19314,944,£12945,2156
2024-02-29,Animation,r,mandarin,imax,NA,sony,SUMMER,<$10m,cinema,NaN,0,uk,Imax 70mm,A-List,dts,18712,18117,12980,17872,NA," 4,353",18147,9257,17148,12783
16/02/2022,animation,pg,english,streaming,franchise,universal,Summer,$50-150m,direct-to-dvd,No,4-7,us,missing,,dts,6711,11942,9193,£10307,"11,183",1218,£13489,"15,221",14871,11388
2023-12-04,HORROR,NA,english, 2D ,franchise,NaN,winter,$50-150m,streaming,yes,4-7,Nz,imax_70mm,b-List,dts,NaN,6330,"18,525",17081,4483,14100,18473,16509,18189,£19876
2022-03-08,Action,pg,hindi,3d,spin-off,WARNER,spring,$50-150M,streaming,no,0,australia,digital,NA,Dolby,14963,415,6597,-999,,-999,£6810,,8461,£16223
2023-10-20,animation,pg,hindi,,missing,universal,SUMMER,<$10m,direct-to-dvd,Yes,1-3,nz,,a-list,atmos,18701,16141,£19364,NaN,10562,NA,NaN,£4519,10621,7885
2021-07-23,horror,G,-999,3d,standalone,sony,spring,<$10M,Cinema,-999,8+,Uk, imax70mm ,newcomer,dolby,16081," 4,344",NaN,879,11240," 2,925",9293,"10,251",14570,"14,154"
"May 09, 2022",drama,15,spanish,Streaming,-999, sony ,spring,$50-150m,LIMITED,yes,missing,Australia,digital,a-list,ATMOS,18470,13168,£5533,£19246,4851,12250,3461,16023,,NA
22/07/2022,comedy,R,French,streaming,franchise,disney,autumn,$50-150m,cinema,Yes,NaN,australia,digital,newcomer,DOLBY,10221,9007,NaN,13966,£18990,£8595,14384,17272,19885,19941
11/10/2023,comedy,NA,Hindi,2d,Standalone,,NaN,missing,streaming,no,8+,US,NA,NA,dts,£2190,13627,6486,13584,86,"18,000",6245,NaN,13755,6396
2024-07-03,Horror,18,hindi, imax ,standalone,paramount,spring,>$150m,streaming,no, 4-7 ,Us,film,b-list,dolby,14785,7757," 2,432",£17938,18978,£15851,"13,870",NA,£17951,6331
28/06/2023,Horror,NaN,french,-999,Standalone,warner,spring,>$150m,streaming, No ,-999,canada,digital,NEWCOMER,atmos,16542,8746,-999,14318,missing,17837,3456,14218,8260,£13083
NaN,horror,r,english,streaming,standalone,warner,SPRING,$10-50m,direct-to-dvd,NO,1-3,canada,Film,a-List,dolby,5597,19970,19966,8314,15719,15217,,9341,6152,£2380
missing,NaN,g,Spanish,3D,reboot,Universal,summer,$50-150m,direct-to-dvd,NO,-999,missing,imax 70mm, Newcomer ,Atmos," 9,044",9296,-999,9897,17352,-999,14636,,1619,10342
03/07/2023,HORROR,15,SPANISH,2d, franchise ,WARNER,NA,$50-150m,cinema, no ,8+,nz,film,B-List,atmos,11436,-999,-999,16882,2043,8828,£15717,NA,"18,265",15568
2022-03-08,documentary,12a,English,3d,reboot,paramount,SUMMER,>$150m,direct-To-Dvd,no,8+, UK ,FILM,NEWCOMER,atmos,7941,9307,£1978,18134,missing,14387,6577,£5097,15695,894
2024-11-27, documentary ,18,spanish,imax,Reboot,UNIVERSAL,spring,>$150m,direct-to-dvd,yes,1-3,missing,digital,NaN,Dolby,"15,646",11848,£13784," 5,664","18,904",427,"15,353",£7858,13401,£10663
"Aug 14, 2022",ANIMATION,pg,FRENCH,NaN,SPIN-OFF,paramount,autumn,$10-50m,streaming,yes,4-7,CANADA,imax 70mm,newcomer,atmos,£3719,4857," 2,696",NA," 2,046",2383," 1,122","10,496",5010,18704
2021-06-19,animation,12a,missing,2d,standalone,universal,Spring,$10-50m,cinema,No,0,canada,NA,NEWCOMER,atmos,19133,,7992,£17661,£4033,,4916,£14087,5308," 9,098"
10/07/2023,horror,12a,english,2d, standalone ,Warner,WINTER,$10-50M, cinema ,no,1-3,NA,-999,newcomer,atmos,6774,NaN,£4178,"12,587",3491,7919,£19282,NA,6015,2633
2021-07-31,comedy,PG,hindi,streaming,FRANCHISE,PARAMOUNT,Summer,$10-50m,CINEMA,yes,NaN,Nz,film,NaN,dolby,£13489,2510,£18559,,17301,12343,6927,missing,10598,£4469
2024-04-03,COMEDY,18,,Streaming,Spin-Off,Warner,Summer,$10-50m,-999,no,0,uk, FILM ,a-list,ATMOS,NaN,NA,£1644,NaN,9138,12608,£1696,9239,14415,"11,027"
03/07/2024, comedy ,15,french,3d,franchise,Disney,spring,>$150M,limited,No,missing, australia ,NA,newcomer,NaN,8713,8011,£15304,"18,265",16823,10686,1459,3180,£1940,"19,579"
2021-05-07,documentary,18,FRENCH,2d,standalone, universal ,spring,$50-150m,streaming,yes,4-7,Nz,digital,NaN,atmos,17289,,10447,£6748,NaN,17793,-999,£11047," 7,305",2890
missing,comedy,r,english,-999,reboot,sony,Summer,>$150m,CINEMA,no,1-3,NA,imax 70mm,b-list,dolby,2527,missing,missing,10923,NaN,19916,missing,"16,507",£12798,11559
,documentary,12a,french,2d,FRANCHISE,disney,summer, $10-50m ,DIRECT-TO-DVD,yes,0,Canada,DIGITAL,newcomer,dts,missing,2910," 3,865",-999,NaN,6654," 8,942",£6456,£3627,7100
02/07/2021, animation ,12A,French,2d,standalone,NaN, Autumn ,>$150m,direct-to-dvd,No,8+,NaN, Film ,a-List,ATMOS,3829,   999,17457,8420,10635,12553,754,2208,£11097,11653
05/01/2021,ANIMATION,12a,MANDARIN,2d,franchise,SONY,Summer,>$150m,Streaming,missing,8+,Nz,FILM,newcomer,DTS,6418,3263,,16588,£15914," 8,265",£8538,£2311,14681,£564
"Jul 05, 2022",comedy,18,Spanish,Streaming,standalone,Disney,summer,>$150m,,No, 4-7 ,us,FILM,a-list,Atmos,missing,17556,17934,7512,14063,18610," 7,643",-999,16960,£17666
"Jan 23, 2023",drama,12a, mandarin ,IMAX,franchise,universal,summer,$10-50m,Streaming,NO,8+,Us,digital,b-List,DTS,NA,18332,16228,NaN,NaN," 3,502",£8421,6446,14082,"11,463"
2023-12-14,Drama,15,spanish,2d,Franchise,WARNER,summer,$50-150m,cinema, NO ,1-3,NaN,IMAX 70MM,newcomer,-999,19123,19821,£6050,3264,11978,7393,"14,572",missing,7024,1887
2023-09-17,missing, 12a , HINDI ,3D,standalone, PARAMOUNT ,Autumn,<$10M,direct-To-Dvd,yes,-999,NZ,digital,B-LIST,DOLBY,,15208,,3533,14088,4619,£18466,£728,£15310,£366
17/10/2023,horror,R,spanish,2d, REBOOT ,sony, Spring ,>$150M,cinema,NA,1-3,canada,FILM, b-list ,atmos,11894,16752,"12,737"," 8,363","18,536",,19901,4761,16996,6300
"Apr 10, 2022",NA,r,NA,3d,spin-off,sony,winter,$10-50m,direct-to-dvd,yes,0,uk,imax_70mm,missing,Dts,13359,   620,18394,£737,15330,,15915,18383,"15,616"," 5,885"
-999,documentary,r,english,imax,reboot,Disney,spring,$50-150m,STREAMING,no,4-7,australia,,newcomer,ATMOS,missing,18197,NA,9617,17084,"10,678",£6822,10630,6445,£14736
2023-05-15,comedy, G ,Mandarin,2d, Spin-Off ,universal,SUMMER,$50-150m,limited,Yes,8+,missing,NaN,-999,DOLBY,14378,"19,571","13,680",1394,£15351,"11,757","10,900",£12241,12883,£7896
28/06/2021,drama,15,french,2d,reboot,DISNEY,spring,NA,cinema,NO,1-3,NZ,missing,newcomer,,721,NaN,15182,£512,£591,8159,7307,4739,£285,£8674
20/06/2024,Animation,R,hindi,3D,franchise,DISNEY, winter , <$10m ,limited,Yes,4-7,us, film ,b-list, atmos ," 1,366",19291,£5486,9584,£10442,£9207,£17669,NA,-999,11084
01/06/2023,horror,12a,Mandarin,missing,STANDALONE,paramount,SUMMER,$10-50m,streaming,YES,1-3,Us,digital,A-List,dts,5433,missing,2651,95,9370,"14,623",,4224,451," 4,457"
01/12/2021,COMEDY,g, FRENCH ,3d,REBOOT,sony,autumn,$10-50m,Limited,Yes,1-3,AUSTRALIA,Imax 70mm,newcomer,-999,17096," 3,721",missing,17109,19617,19052," 2,102",1696,NaN,1672
24/05/2023,action,15,NaN, Streaming ,REBOOT,disney,autumn,$50-150m,direct-to-dvd,No, 0 ,uk,NaN, a-List ,dts,-999,"12,107",5280,9412,19986,7300,missing," 2,582",9611,1673
04/07/2022,DOCUMENTARY,18,French,2d,Reboot, Sony ,spring, $10-50m ,cinema, NO ,0,Australia,DIGITAL,NaN,Dolby,8236,6788,£7857,18084,-999,"17,198",£6209,£10769,18513,5727
20/05/2023,missing,r,,3d,spin-off,UNIVERSAL,Winter,$10-50M,direct-To-Dvd,yes,0,us,Imax 70mm,Newcomer,NaN,12278,NaN," 2,792",16028,15290,"19,268",4277,£15299,4505,"10,572"
10/03/2023,horror,Pg,HINDI,Imax,NaN,paramount,spring, $50-150M ,streaming,No, 4-7 ,canada,imax70mm,Newcomer,NA,8301,10216,19871,15730,17364,£19589,15292,£9277,598,12756
missing,comedy,G,Mandarin,streaming,reboot,sony,spring, >$150m ,CINEMA,yes,1-3, Canada ,imax_70mm,newcomer,Dolby,£319,£8606,£6288,19594,10914,966,6954,12004,15093,£9678
23/03/2021,NA,12A,ENGLISH,-999,spin-off,PARAMOUNT,winter,>$150m,LIMITED,no, 1-3 ,CANADA,imax70mm,A-LIST,atmos,£16109,763,missing,£9123,7999,NA,10694,16939,NaN,£15206
"Apr 26, 2024",,15, hindi ,2d,,Paramount,-999,<$10m,cinema, Yes ,,NZ,Imax 70mm,NaN,Atmos," 6,155",11659,19503,6439,£15452,missing,NaN,£9564,£2636,9542
missing,NA,12a,spanish,3D,standalone,-999,WINTER,$10-50m,STREAMING, NO ,0,nz,Imax 70mm,newcomer,dts,£10516,11544,5202,7512,1725,10340,13448,£12006,£2013," 5,867"
2024-10-12,COMEDY,15,Hindi,3d,franchise,-999,summer,missing,Cinema,NO,NA,nz,FILM,b-list,atmos,£5711,NaN,1779,7559,6985,7029,10352,-999,£9775,£3161
07/08/2022,ANIMATION,r,english,missing,spin-off,universal,Summer,,Streaming,no,0,canada, digital ,Newcomer,Atmos,16471,missing,14949,16012,15873,4568,£278,4878,3501,£19084
2021-02-13,animation,12A,Spanish,streaming,franchise,sony,autumn,$50-150m,Limited,yes,-999,uk, Imax 70mm ,B-LIST,dolby,6571,9283,£16916,"13,171","15,321"," 7,327",16185,13352,6256," 3,504"
11/03/2022,missing,pg,MANDARIN,missing,reboot,WARNER,winter,>$150m,cinema,yes,4-7, us ,Film,missing,,,-999,19922,"15,600",£14577,£17280,15584,8665,1390,14456
09/01/2021,drama,12A,ENGLISH,STREAMING,franchise,disney,autumn,$50-150m,CINEMA,NaN,8+,Nz,film, newcomer ,atmos,15221," 1,476",NA,17431,6735,851,£1897," 2,006",19374,9779
2023-04-12,COMEDY,pg,spanish,Imax,missing,missing, autumn ,,cinema,no,8+,Nz,digital,NaN,DTS,£5257,3818,5988,3875,2168,missing,NA,£6845,17012,NaN
04/03/2022,Animation,r,ENGLISH,2D,franchise,SONY, Spring ,$50-150m,CINEMA,no,4-7,uk, Digital ,newcomer,Dolby,14763,3580," 1,143",6797,"11,726",11973,18061,missing,16574,"12,123"
07/05/2021,documentary,18,french,2D,standalone,PARAMOUNT,,$50-150m,direct-to-dvd,YES,8+,Canada,imax 70mm,NA,atmos,830,16309,3277,6769,£9321,10484,NA,missing,5858,5935
14/05/2021,DRAMA, R ,spanish,streaming,STANDALONE,sony,winter,$50-150m, streaming ,no,8+,us,digital,b-list,atmos,,£5746,10663,18943,NA,£13839,NaN,10567,"18,392",496
24/11/2024,documentary,pg,hindi,streaming,reboot,Warner,SPRING,<$10m,limited,no,-999,,digital,B-List,atmos,£10508,11916," 4,162",NaN,17578,missing,NA,£19318,NaN,"17,680"
2023-02-11, action ,NA,spanish, 2D ,standalone,universal,autumn,$50-150m,direct-To-Dvd,YES,0,Uk,film,missing,ATMOS,£19330,4222,4495,13408,£9508,18077,10160,7183," 4,310",1308
2023-09-16,DRAMA,-999,hindi,2d,Standalone,universal,,$50-150m,streaming,no,1-3,australia,NA,a-list,dolby,3096,1544,19737,2604,2918,3522,£19200,10688,9166,14002
2022-06-02,Action,15,hindi,2d,standalone,NA,winter,>$150m, CINEMA ,NO,0,CANADA,Digital,b-List,,5940," 4,452",4978,£19722,"19,223",£8276,6497,"18,302",£15670," 7,890"
31/01/2022,action,12a,English,NaN, franchise ,sony,NA,-999,LIMITED,no,8+,australia,Digital,B-LIST,Dolby," 6,837",679,NA,14517,,4225,"18,725","17,869",16691,6654
-999,horror,15,French,missing, spin-off ,Sony,autumn,$10-50m,limited,No, 0 ,NZ,DIGITAL,newcomer,dolby,8464,NaN,16741,6906,£6754,9927,NA,-999,NA,16002
2021-06-21,Comedy,g,english,3d,franchise,universal,summer,<$10M,cinema,yes, 4-7 ,CANADA,digital,a-List,DOLBY,16715," 3,376","10,563",5572,£8918,17350,4569,11495,,16660
2024-01-31,NaN,pg,spanish, streaming ,reboot,warner,Winter,$50-150M, Streaming ,yes,8+,uk,film,NA,dolby,£8228,8162,£9790,£4657,7952,£19080,7073,NA,NA,10231
2023-04-21,Drama,18,spanish,imax,Reboot,UNIVERSAL,autumn, >$150m ,cinema,-999,1-3,nz,-999, b-List , Dolby ,13731,1178,-999,10717,6198,15650,1982,6613,10112,missing
10/11/2024, HORROR ,15,spanish,2d,spin-off, universal ,SUMMER,<$10M,limited,YES,0,UK,FILM,newcomer,dolby,16854,£13221,-999,,15437,missing,£8315,7118,£11931,5786
26/12/2024,documentary,18,NA, Streaming ,spin-off,Universal,Autumn,$50-150m,LIMITED,no,NaN,NA,imax_70mm,B-LIST,atmos,19171,9936,4716,15873,10740,13433,642,17126,2214,£2100
2024-06-07,animation,12a,Mandarin,imax,-999,Warner,summer,-999,streaming,NO, 4-7 ,NZ,FILM,newcomer,Atmos,missing,7511,1061,12653," 9,052",5609,2226,"11,412",11963," 6,901"
2023-06-22,COMEDY,R, hindi ,-999,SPIN-OFF,disney,summer,<$10m,-999, no ,4-7,australia,Digital,a-List,dolby,£2038,9060,17304,4650,12778,16164,4394,4098,£16944,2095
04/09/2023,Action,-999,spanish,2d,standalone,sony,NA,$10-50m,Cinema,no,4-7,canada,DIGITAL,A-List,DTS,£9233,£12720,18181,5714,"19,729",1509,11528,£2275,2991,£17775
12/03/2024,Action,12a,english, imax ,,UNIVERSAL,spring,$50-150m,Streaming,no,8+,canada,digital,A-LIST,dolby,19680,15051,missing,NaN,12036,2484,14267,9493,£7084,18892
2022-10-14,animation,g,english,STREAMING,spin-Off,disney,Winter,<$10m,direct-To-Dvd,NO,0, canada ,imax70mm,B-List,Dolby,122,19096,8814,3253,5846,12074,-999,11866,"10,145",£578
20/10/2022,animation,,english,imax,Standalone,,spring,>$150m,Limited,no,4-7,NZ,film,A-LIST,Atmos,"10,500",5685,£19500,7878,£13353,3350,£9701,9264,10384,18668
"Apr 10, 2022",Drama,pg,hindi,missing,spin-Off,NaN,winter,$10-50m, limited ,no,4-7,uk,Imax 70mm,b-list,dts,missing,£17578,16520,"14,747",,-999,19555,10135," 7,220",14132
26/03/2021,ACTION,pg,french,Streaming,REBOOT,SONY,,<$10m,-999,no,1-3,NA,digital,B-List,Atmos,8288,5085,missing,2495,NA,£5089,£1813,3728," 1,549",£938
2022-04-23,Horror,12a,french,Imax,Reboot,,summer,>$150m,cinema,missing,8+,canada,imax 70mm,a-list,dts,15117,7935,£6702,1474," 5,632",," 7,449",1898,14031,13866
2024-03-07,animation,18, hindi ,2d,-999,Universal,summer,$50-150m,missing,YES,missing,missing,imax70mm,Newcomer,DOLBY,8137,NA,464,NA,19122," 6,449",1267,16337,5508,"10,709"
25/07/2021,comedy,12a,english,streaming,reboot,NA,spring, >$150m ,Direct-To-Dvd,NO,NaN,UK,imax_70mm,Newcomer,DTS," 9,432",18626,9689,8473,£8278," 8,740",missing,"15,431",3895," 4,259"
02/06/2023,animation,15,Mandarin,2d,FRANCHISE,Sony, autumn ,>$150m,limited,yes,8+,uk,imax_70mm,missing,Dts,,£17610,£2736,8860,15702,11662,8426,12874,£12814,NaN
30/03/2022,HORROR,18,Hindi, STREAMING ,franchise,paramount,SPRING, $50-150m ,streaming,NaN,8+,uk,imax70mm,b-List,Dts,11781,4936,16761,14812,£15992,£7352,£8571," 8,364",14046,£7533
24/02/2022,comedy,g,hindi,imax,Standalone,paramount,-999,$10-50M,LIMITED,NO,1-3,us,digital,B-List,,£4936,2482," 1,857",-999,NaN,£16725,£5675,-999,2287,-999
2024-09-18,drama,18,mandarin,2d,NA,DISNEY,autumn,<$10m, cinema ,YES,1-3,us,digital,a-List,dts,1082,-999,13175,£9357,3886,16847,£186,"14,210",9162,£19269
2024-09-07,documentary,pg,SPANISH,3d,standalone,warner,NA,$50-150m,-999,no,4-7,NA,imax70mm,NA,DTS,12906,£16327,543,"17,471",7546,14799,15870,£14050,missing,£3888
27/05/2024,comedy, g ,hindi,streaming, Franchise ,warner,spring,>$150m,LIMITED,yes,0,nz,Film,a-list,dts,18296,"16,277",,£7218,13935,7158,"14,956",5336,14196,NaN
2023-01-15,horror,15,hindi,2d,REBOOT,warner,missing,>$150m,cinema, NO ,8+,canada,NA,A-LIST,,13616,13261,5076,11273,3594," 1,568",12721,£13660,NA,18792
2022-06-29,DOCUMENTARY,NA,spanish, 3d ,reboot,PARAMOUNT,spring,$50-150m,cinema,YES,0,nz,imax_70mm,b-List,Dolby," 8,361",1327,5871,3253,1435,£11238,1867,NaN,£5238,£18859
06/04/2022,comedy,PG,French,Streaming,FRANCHISE,WARNER,autumn,$50-150m,NaN,no,NaN,missing,Imax 70mm,newcomer, Atmos ,,19831,4419,£8112,-999," 7,196",NaN,10937,7663,1085
31/10/2022,Documentary,g, hindi , streaming , reboot ,SONY,winter,$10-50m,limited,No,0,us,film, A-LIST ,dolby,6917,£15212,18210,£12424,12013,," 2,399",£11524,£19300,
2022-08-15,horror,15,Spanish,2d,Franchise, warner ,Spring,$50-150m,limited,no,0,nz,film,a-list,dolby,19676,11151,£8767,9745,   368,NaN,NaN,£13466,5241,£11482
2023-04-10,Comedy,pg,FRENCH,imax,reboot,universal,autumn,$50-150M,limited,yes,1-3,australia,imax_70mm,b-List,DOLBY,9899,"11,276",18988,"11,373",5,884,5065,£14871,8708,"17,858"
02/04/2023,comedy,r,English,2d,standalone,sony,spring,<$10M,DIRECT-TO-DVD,No,1-3,,Film,a-list,dts,£5426,£5678,NA,2583,"17,584","19,199",£14814,4416,1056,£17315
01/08/2024, Drama ,pg,french,IMAX,reboot,universal,autumn,$50-150m,cinema,-999, 4-7 ,nz,digital,A-List, dts ,12445,"19,535",10278,15697,19152,9419,NA,9147,£3728,"17,293"
10/05/2023,Comedy,missing,french,imax,NaN, sony , summer ,$10-50m,streaming,yes,4-7,UK,film,a-list,DOLBY,   470,12241,£18216,19118,19749," 1,033",16788,1354,"18,991",£17997
"May 20, 2024",NaN,missing,MANDARIN,,franchise,paramount,summer, $10-50M ,cinema,No,8+,nz,digital,A-List,Atmos,"12,871",missing," 5,581",£5280,14616,17501," 2,820",£3980,11730,£694
16/12/2023,drama,NA,french,3D,reboot,warner,spring,$10-50m,,YES,8+, Uk ,imax70mm,A-List,dts," 7,033",12010,14069,2666,17084,NaN,13495," 9,848",16020,462
"May 07, 2021",horror,G,hindi,Imax,standalone, paramount ,winter,$10-50M, Cinema , No ,8+,uk, imax 70mm ,newcomer,dts," 7,002",19743,17402,missing,17047,   581,"10,945"," 1,789",2825,3406
13/04/2024,Action,pg,NA,3D,NA,SONY,winter,<$10m,Direct-To-Dvd,NO,4-7,Uk,IMAX 70MM,B-LIST,atmos,622,12719,missing,12179,19017," 2,866","16,736",14174,,-999
22/04/2022,documentary,g,hindi,2d,spin-Off,paramount,winter,>$150m,cinema,YES,NaN,Nz,digital,B-LIST,dolby,5685,14020,-999,285,18689,"10,062",1007,11228,"12,472",10667
22/01/2023,-999, g ,mandarin, imax ,franchise,warner,Autumn,$50-150M,direct-to-dvd,missing,4-7,CANADA,imax_70mm,a-list,Atmos,15397,1660,11559,-999,18780,722,NaN,7107,missing,£16289
2022-04-15,,12a,english, 3d ,Spin-Off,WARNER,winter,>$150m,limited,NO,0,australia,missing,newcomer,dolby,£18495,7326,4043,19520,13189,2516,11112,missing,8996,£17804
2023-11-27,Drama,NaN,spanish, STREAMING ,spin-off,warner,spring, >$150m ,LIMITED,yes,missing, canada ,Digital,-999,dts,£15389,£10439,9976,,8543,£6323,7810,16966,missing,14137
27/05/2022, horror ,pg,Hindi,3D,Standalone,warner,spring,$10-50M,cinema,yes,-999,canada,digital,b-list,Dolby," 7,509",£16835,1851," 2,689","15,090",£14903,NA,"12,199","10,984",2978
2022-08-10,NaN,18,Mandarin,IMAX,spin-Off,disney,,missing,,YES,1-3, uk ,digital,NaN,atmos,15288,NaN,£19406,£5240,4308,10571,,12629,"11,894",3190
2023-11-24,NaN,12a,english,streaming,Standalone,paramount, autumn ,$10-50m,CINEMA,yes,1-3, canada ,FILM,a-List,atmos,-999,4996,4409,   923,19828,missing,3747,6409,19565,18004
10/05/2022,DOCUMENTARY,r,hindi,2d,spin-Off,warner,summer,$10-50m,NA,no, 0 ,nz,film,a-List,DTS," 7,789",£10925," 7,398",19970,18443,1079,18160,2703,£6070,580
02/01/2024,animation,Pg,FRENCH,imax,Franchise,paramount,summer,<$10m,streaming,YES,4-7,NA,NaN,B-List,atmos,"12,032",missing,-999,"18,939",," 5,573",NA,12316,"18,831",6555
2024-07-15,Comedy,r,SPANISH, 2d ,standalone,paramount,Summer,missing,cinema,YES,missing,missing,Film,b-list,dts,£19471,£5046,18098,1359,7109,"13,976",£10384,2370," 6,253",-999
2022-06-10,comedy,15,Mandarin,STREAMING,SPIN-OFF,disney,summer,$10-50m,streaming,No,4-7,us,film, B-List ,Atmos,-999,7187,15826,£11458,1325,6670,3684," 7,228",16038,18570
2024-06-05,horror,18,english,3d,spin-off,PARAMOUNT,WINTER,<$10m,limited,yes,8+, CANADA ,film,B-List,Atmos,10960,£19582,19551,missing,3520,13250,,1426,17280,1053
2022-06-06,ACTION,g,HINDI,2d,REBOOT,UNIVERSAL,winter,$50-150M, direct-to-dvd ,no,0,nz,film,b-list,dolby,£13309,5661,missing,5640,£2768,NaN,13000,15914,19377,8972
2022-07-23, horror ,18,french, imax ,standalone,sony,Spring,<$10m, streaming ,no,4-7,Nz,missing,b-List,Dolby,10283,11457,£7774,missing,17595,8411,NA,,6986,"12,005"
2021-11-04,Documentary,18,mandarin,streaming,SPIN-OFF,,NaN,>$150m,Streaming,,4-7,US,film,newcomer,DOLBY,-999,3173,292,£12951,£9302,18975,12641,7311,NaN,11277
2024-09-04,DOCUMENTARY,pg, english ,STREAMING,missing,warner,summer,>$150m,cinema,yes,NA,NA,FILM,NA,atmos,"12,117",NA,3708,£11851,3573,6413,4264,7211,129,£1466
"Oct 06, 2023",animation,12a,hindi,2d,reboot,paramount,NaN,<$10m,limited,Yes,8+,Canada,NA,A-List,NA,2390,£14893,695,18022,£2713,13972,4333,9959,8850,£7820
"May 09, 2022",action,18,MANDARIN, streaming ,missing,SONY,NaN,>$150m,direct-to-dvd,Yes,1-3,Us,FILM,newcomer,Dolby,17239,£10787,11864," 2,390","10,501",6591,14751,"15,416",6883,15594
27/07/2022,-999,18,,2d,-999,warner,spring,,direct-to-dvd,Yes,0,UK, IMAX 70MM ,B-LIST,Dolby,£19662,£4964,missing,-999,£14677,14549,15076,"10,079",NA,
2021-09-20, comedy ,NaN,mandarin,2D,standalone,disney,AUTUMN,<$10M,limited,missing,0,uk,imax_70mm,newcomer,Atmos,11860,-999,19693,"10,674",4392,NaN,NaN,£18498,13954,6778
26/12/2024,drama,r,french,2d,franchise,disney,winter,$10-50m,limited,YES, 1-3 ,australia, film ,a-list,atmos,4005,£8794,10882,7430,£7907,£7895,NA,"17,744","13,009",
"Mar 02, 2021",Documentary,pg,french,Streaming,Reboot,UNIVERSAL,autumn,$50-150M,limited,No,8+,missing,FILM,b-list,,10397,£12360,8362,"19,543",18163,18499,£15262,17584,£16925,£9097
03/06/2024,animation,r,english,-999,missing,universal,SUMMER,<$10m,cinema,no,4-7,UK,film,b-list,dts,"19,927",2657,19161,,12899,5494,6998,"16,208",£2467,£19103
04/08/2024,Documentary,12a,hindi,2d,spin-off,UNIVERSAL,summer,$10-50M, direct-To-Dvd , NO ,1-3,canada, imax 70mm ,a-List,atmos,NaN,£15571,£12400,9163,8448,17670,£19026,£260,£9117,
19/04/2022,NaN,15,spanish,STREAMING, REBOOT ,sony,SPRING,-999,streaming,yes,8+,australia,film,B-LIST,dts,missing,-999,3730,6543,"10,102","19,960"," 6,717",£1445,15727,3904
17/08/2021,Action,15,ENGLISH,streaming,franchise,disney,spring, $10-50m ,cinema,yes,missing,missing,film,newcomer,DTS,19791,5640,NaN,13030,7727,£11087,"14,590",6862,1017,£1343
17/02/2024,comedy,NA,NaN,NA,Reboot,paramount,AUTUMN,$10-50M,streaming,no,4-7,australia,digital,newcomer,DTS," 5,927",10307,10613,11096,£1468,19771," 5,718",-999,11688,£12017
08/05/2024,action,-999,English,2d,reboot,sony,SUMMER,<$10m,,yes, 4-7 ,australia,digital,B-List,Atmos,4147,"16,978",18489,£7432,,NaN,missing,17461,5086,missing
24/02/2022,comedy,R,French,2d,NA,DISNEY,autumn,$10-50m,-999,yes,1-3,australia,digital,a-List,dolby,-999,4959,£956,"12,824",16850,995,"10,681"," 4,638"," 2,077",£9747
23/11/2024,HORROR,15,spanish,imax,reboot,warner,WINTER,>$150M,streaming,No, 8+ ,australia,FILM,b-List,atmos,13226,899,4640,11103,13104,18912,missing,,4030,12097
17/07/2022,action, G ,Hindi,3d,NA,sony,spring,,Direct-To-Dvd, no ,8+,uk,Digital,newcomer,dolby,11170,2072,,15589,,1476,,4808,,12954
09/07/2023,documentary,15, spanish ,streaming,reboot,-999,Summer, >$150m ,cinema, yes ,8+,Uk,-999,b-list,NaN,£16208,1967,£18633,£18583,missing,3358,£1074,   644,£18287,17850
2022-08-31,NA,r,hindi,,Franchise,universal,SUMMER,$50-150m,direct-to-dvd,no,0,us,Digital, newcomer ,-999,5552,£4339,12600,NA,NA,-999,missing,,5585,£6881
11/07/2024,DRAMA,18,spanish,2d,spin-off,warner,spring,>$150M,STREAMING,YES,-999, Canada ,digital,B-LIST,NaN,8688,14244,£11645,£8485,-999,9506," 2,628"," 3,400",4228,17864
2024-11-05,NA,G,spanish,3d,spin-off,,spring,<$10m,streaming,NO,4-7,australia,film,B-List,,£18026,2685,19269,-999,"10,244","18,851",missing,16338,18799,7583
2022-01-26,comedy,18, spanish ,missing,franchise,DISNEY,Summer,$10-50m,limited,YES,0, uk , film ,b-list,atmos,£451,£4371,6703,18384,3935,19426,10093,£9602,18163,£4612
2023-05-21,HORROR,15,Hindi,2D,reboot,DISNEY,NaN,NaN,direct-to-dvd,no,NA,nz,FILM,b-list, DTS ,13046,10373,£7550,4756,18797,11781," 9,206","12,212"," 4,146",6614
