DATE,genre,format,language, mood ,decade, Label ,EXPLICIT, chartPosBand ,Instrument Focus,Live/Studio, GRAMMY WON ,remastered,PLAYLIST TYPE?,audienceAge,REGION POPULARITY,Streams M,salesK,LISTENERS K, peakPos , weeks charted ,Tour Gross £M,track_length_s,bpm,Key,energy%
19/03/2022,pop,vinyl, french ,HAPPY,90s,Indie,NA,TOP-40,guitar,studio,1-3,Yes,NaN, SENIORS ,NA,1629,18254,9439,16969,11962,"14,900",10796,11346,£2673,6903
08/04/2023,JAZZ,Streaming,German,energetic,missing,indie,yes,top-40, piano ,,1-3, yes ,sleep,kids,missing,missing,15056,17901,NA," 7,958",14213,16818,16496,7485,17832
19/06/2022,Edm,missing,english,SAD,70s,Indie,,TOP-10,synth,LIVE,4-7,no,WORKOUT,teens, eu ,NaN,£4253,1552,17163," 3,701",£7521,9396,101,NA,missing
2022-03-25,CLASSICAL,streaming,Korean,happy,2020s,Warner, NO ,NA,DRUMS,live,NA, YES ,Party,KIDS,Us,£875,3930,£1433,11821,£4848,-999,17948,11354," 3,081",
2024-07-01,edm,cassette,GERMAN,energetic,80s, warner ,No,Top-100,PIANO,live,0,no,focus,Adults,latam,24,18564,17102,3423,£3127,14226,18289,£14107,missing,"19,699"
2022-07-08,rock,VINYL,KOREAN,Happy,2000s,Indie,yes,uncharted,Piano,missing,1-3,yes,workout,seniors,uk,£10484,£11265,   430,,£14754,NA,£6474,2565,13253,17923
missing,classical, cassette ,french,angry,90s,INDIE,YES,top-40,Guitar,studio,0,YES, party ,adults,uk,£12295,-999,£6007,5545," 9,959",NaN,£17762," 9,912",11734,8624
22/12/2024,Jazz,Cassette, spanish ,HAPPY,2020s,INDIE,Yes,TOP-100,synth,live,NaN,yes,focus,seniors, Uk ,NaN,"14,000",£13125,13592,NA,16533,   585,,15251,15234
2021-01-06,hip-hop,streaming,korean,SAD,2020s,universal,NO,UNCHARTED,STRINGS,NaN,0, yes ,Focus,Seniors,latam,missing,3393,NA," 3,045",17777,9345,17745,NaN,8189," 4,115"
02/04/2021,rock,Live,french,NaN,2020s,warner,yes,top-40,Synth,live,missing,Yes,focus,kids,,13914,-999,3287,3334," 9,487",7331,,NaN,16647,19746
16/05/2023,classical,NA,spanish,sad,90s,warner,yes,Top-10,Piano,LIVE,0,no,sleep,adults,asia,-999,-999,"13,530",16279,6400,3098,8824,3829,"11,529","14,974"
2023-11-18,-999,live,german, Angry ,2000s,Universal,yes,uncharted,synth,studio,0,yes,workout,seniors,uk,missing,£9337,£3730,13988,6109,   302,"19,049",11027,£18042,5911
2022-05-30,edm,vinyl,korean,chill,80s,indie,missing,uncharted,GUITAR,live,1-3,No,sleep, kids , latam ,£6088,15004,11609,£9024,   969,9948,4155,-999,missing,£14456
12/11/2022,pop,live,Spanish,NA,2020s,sony, Yes ,top-100,synth,live,1-3,no,mood,adults,eu,7811,,3371,,6091," 2,521",5802,11621,£8398,£8567
,Hip-Hop,streaming, GERMAN ,angry,2000s,universal,no, top-10 ,strings, STUDIO ,1-3,NA,mood,teens,latam,15059," 1,936",17117,14176,NaN,missing,3422,19560,8647,-999
2024-11-12,Classical, Streaming , FRENCH ,angry,70s,,yes,UNCHARTED,Guitar,studio,0,no,Workout,adults,uk,812," 8,326",-999,," 8,923",5626,£9515,"16,823",2455,"17,728"
missing,rock,NaN,Korean,chill,2010s, UNIVERSAL ,no,top-10,STRINGS,studio,0,YES,mood,teens,,9546,"10,327",2371,£2606,"15,810"," 7,334","17,691",-999,"14,850",17299
2021-02-09,classical,cd,german,ENERGETIC, 70S ,indie,YES,top-100,guitar,Studio,1-3,,party,-999,latam,£8921,6066,11,£6968,,11119,7770,1129,"17,916",13161
2022-11-17,HIP-HOP,NaN,German,ENERGETIC,90s, INDIE ,YES,TOP-10, piano ,live, 8+ ,Yes,missing,kids,uk,"11,763",NA,6144,NA,1491,6354,10616,-999,8000,341
"Dec 25, 2021",-999,live,english,chill,,Warner,no,TOP-40,drums,studio,1-3,no,focus,adults,us,13041,£1486," 2,937",11721,£9351,1402,"11,519",122,   716," 5,021"
20/01/2023, JAZZ ,vinyl,SPANISH,ENERGETIC,2020s,Warner,no,-999,STRINGS,LIVE,4-7,YES,mood,teens,US,19983,6817,,13390,492,17183,13893," 4,678"," 7,861",
01/12/2023,,cd,english,NaN,90s,sony,no,TOP-100,synth,Studio,8+,yes,party,NA, asia ,£6182," 1,106",18456,9930,6782,NA,17587,£15695,"18,310",NA
2022-12-12,JAZZ,cd,english,angry,70s,indie,NaN,top-40,strings,live,1-3,,sleep,seniors, Asia ,,£16200,"18,945",9984,£12238,16138,£14778,NaN,10800,£16840
14/09/2022,EDM,STREAMING,german,NaN,80s,SONY,Yes,Top-100,SYNTH,live,8+,No,Focus,Kids,uk,6795,9212,,1839,14987,19839,7320,£15353,11834,14262
05/09/2024,jazz, live ,FRENCH,angry,2000s,Indie, yes , Top-100 ,guitar,live,0,YES,sleep,adults,us,missing,4946,£1683,15099,16588,8394,4802,6173,9513,17885
2021-11-24,, cd ,,Angry,2010s,WARNER,no,top-10,STRINGS,studio,8+,NO,mood,kids,eu,11792,-999,6655,11533,15335,11888,6540,£9871,11597,19678
18/04/2021,hip-hop,Cd,english, Chill ,2020s,universal,YES,uncharted,synth,LIVE,0,no,FOCUS,TEENS,eu,9518,8545,missing,"11,133",12111,£5510,1094,13047," 6,191","19,547"
2022-06-12,missing,live,-999,chill,70s,universal,yes, uncharted ,strings,Studio,missing,Yes,mood,Adults,uk,4291,£19015,15416,13338,17078,2251,11871,2710,NA,NA
2023-08-27,pop,Streaming,GERMAN,chill,80s,Indie,no,UNCHARTED,guitar,STUDIO,8+, NO ,mood,-999,latam,"12,203",6507,£7901,£3870,3020,£2108,NaN,missing," 9,025",11877
"Dec 26, 2023",Jazz,Live,GERMAN,sad,90s,WARNER,yes,TOP-40,Drums,Live,8+, no ,NaN,teens,Us,9047,"10,851",9182,10596,3290,£7373,1782,£5418,9323,723
24/08/2023,edm,cassette,German,Happy,2010s,indie,no,,GUITAR,, 1-3 ,yes,party,adults,ASIA,4466,£7064,1061,£16298,18160,14285,776,1981,235,12173
18/12/2024, jazz ,CD,german,angry,90s,missing,No,TOP-100,strings,NaN,4-7,no,workout,ADULTS,ASIA,17682,10810,2596,17453,19359,,15670,18253,19538,12824
11/03/2024,-999,Streaming,korean,chill,2010S,INDIE,no,top-100,Strings, live ,0,NA,SLEEP,Teens,uk,3705,17099,11678,10317," 3,769",2253,3162,-999,13139,471
26/07/2021,edm,live,korean,ENERGETIC,70s,warner,,Top-100,drums,NA,4-7,no,mood, Adults ,NaN,19000,5186,missing,15680,£12704,18894,247," 8,610",6334,10769
2023-07-22, pop ,vinyl,spanish,ENERGETIC,90s,sony,yes,NA, strings ,studio,8+,YES,focus,teens,asia,NA,2318,£5982,£7160,12912," 7,780",,5818,NA,14053
22/04/2023,Edm,CASSETTE,English,happy,70S, INDIE ,no,NA,strings,,missing,no, focus ,TEENS,Latam,546,18238,19274,5984,,£12905,11892,18334,8974,£12715
28/10/2023,classical,cd,german,Sad,90S,universal,NA,, drums ,Studio,-999,yes,focus,Seniors,uk,£16719,"19,699",7664,"17,600",12784,5888,10291,2613,9724,14704
21/05/2023,rock,missing, korean ,SAD,70s,warner,yes,-999,guitar,LIVE,0,No,WORKOUT,teens,Uk,9461,1994,"11,999",15796,NA,7581,14723,12481,10577,3304
2021-01-05,pop, cd ,-999,Energetic,2020s,warner,Yes,Top-100,piano,live, 1-3 ,no,WORKOUT,Kids,Eu,6404,"14,732",17383,12397,"13,896",   354,,10335,19728,16723
"Apr 29, 2023",-999,-999,french,-999,2020S,Indie,yes,NaN,Strings, STUDIO ,8+,NO,focus,Teens,uk,NA,8112,12389," 1,170",£8870,7442,£4418,£6209," 8,443","13,379"
06/09/2022,POP,cassette,GERMAN,Angry,2020s,Sony,yes, top-10 ,PIANO,live,1-3,no,Mood,Kids,NA,"12,928",2410,NA,,   730,£17450,NA,9356,9469,6751
2022-06-29,CLASSICAL,streaming,English,chill,2020S,Warner,NaN,TOP-10,drums,,1-3,NaN,party,kids,US,19864,13869," 4,050",3641,11511,"11,860",18746," 8,533",2254,£18880
NaN,hip-hop,Live,ENGLISH,sad,90S,Sony,Yes,TOP-100,-999,studio,1-3,no,focus,seniors,uk,17439,"12,130",17795,9602,£157,£17005,12351,13046,882,4430
"Sep 27, 2024",NaN,live,FRENCH,chill,2020s,sony,no,missing,drums,STUDIO, 1-3 ,NO,NA,Adults,eu,16110,,3458,14981,-999,£18620,12346,13797," 7,118",£6252
"Apr 04, 2021",pop,,SPANISH,HAPPY,2020S, Sony ,no,top-10,Guitar,-999,0,No, WORKOUT ,seniors,eu,9170,£16932,£14161,"10,680",17071,,   328,10991,missing,£13694
NA,edm,Cd,korean,Angry,NaN,universal,NO,top-100,strings,studio,8+,No,SLEEP,kids,us,4875,15066,3664,12056,13562,£2868,NaN,,9945,13633
"Aug 05, 2023", hip-hop ,vinyl,korean,energetic,80S,, no , TOP-40 ,guitar,live,4-7,no,party,kids,,,7684,2408," 2,664",392,"14,689",£761,," 6,139"," 9,535"
2021-03-07,Rock,CASSETTE,ENGLISH,missing,70s,warner,Yes,top-100,SYNTH,studio,missing,yes,mood,SENIORS,,"11,473",missing,£5801,3548,17349,4312,missing,2979,944,16293
2021-09-12,NaN,Cassette,SPANISH,sad,90s,indie,yes,Uncharted,strings,NaN,8+,,Party,Kids,uk,17674,19348,-999,2715,   156,"15,331",£18012,1034,8670,£17157
2022-09-09,NA,CASSETTE,english,angry,90s,sony,NaN,Top-10,guitar,Live,8+,No,party,,Uk,4465,"16,878",3902,83,12257,missing,6149,16734,19147,258
28/11/2023,rock,streaming,spanish,ANGRY,2000S,indie,No,Top-40,Guitar,studio,1-3,yes,PARTY,Kids,eu,NaN,£18033,14236,2834,NaN,missing,19707,£5825,2107,
2022-09-17,EDM,live,English,Energetic, 90s ,sony,YES,uncharted,DRUMS,live,missing,yes,NA,missing,-999,3187,£16290,14,7280,17007,9518,missing,9713,"18,436",£17433
,edm,vinyl,GERMAN,ENERGETIC,,universal,no, top-40 ,drums,Live,0,YES,party,KIDS,latam,NaN,10590,7133,missing,"18,137",-999,£19972,16127,£5314," 4,433"
2023-11-23,HIP-HOP,cd,FRENCH,NaN,90s, universal ,yes,UNCHARTED,NA,studio,,no,workout, seniors ,NaN,£3857,"15,487",19489,5627,£12750,15197,12596,5771,"11,600",£19362
16/03/2022,hip-hop,cassette,french,happy,2000s,sony,missing,top-40,drums,studio,8+, Yes ,workout,Adults,ASIA,6306,NA,£1599," 2,644",11963,13848,"15,193",17335,"17,910",£12698
2023-01-19,edm,streaming,,HAPPY,2010s,indie,yes, top-40 ,Guitar,live,4-7,no,focus,kids,Latam,missing,14161,12403,10501,1080,10679,2393," 5,258",17810,NA
15/01/2024,NaN,cassette,spanish,happy, 2010s ,indie,yes,Top-40,Piano,live, 4-7 ,NA,party,Adults,US,16353," 7,711",£14817,11284,12345,9467,-999,NaN,8671,11574
07/07/2022,classical,-999,korean,angry,80s,universal,NO,top-100,Guitar,live,4-7, YES ,party,seniors,latam,"18,457",12605,6632,£18676,14248,6387,£11561,-999,14043,19426
07/05/2021,classical,CD,SPANISH,chill,,Universal,no, TOP-10 ,Drums,STUDIO,missing,no,party,-999,LATAM,NaN,"16,414",19048,13934,£4037,14507,1340,1083,13461,2900
2022-09-28,EDM,Cd,english,sad,70s,Warner,no,TOP-100,synth,live,4-7,NO,party,seniors,Us,18345,13932,1685,9653," 2,284",8240," 7,129",missing,   996,16827
2021-07-01,EDM,VINYL,french,, 2020s ,sony,yes,Top-100,drums,NaN,4-7, no ,party,kids,,10207,14351,£8725,6569,£6010," 3,232",10982,NA,3986,£16796
missing,rock,CASSETTE,,chill,missing,sony,yes,Uncharted,strings,Studio,4-7,no,focus,KIDS,eu,7883,9015,193,16371,"13,849",£5856,"15,269",-999,2875,10064
2023-07-05,classical,streaming,spanish,chill, 2010s ,Warner,no,NaN,Synth,,0,no,party,TEENS, eu ,-999,NA,£18426,12893,14368,£6923,97,18320,4317,"13,265"
2021-05-07,hip-hop, Vinyl ,spanish,chill, 80S ,warner,yes,-999,guitar,live,0,yes, Mood ,NaN,uk,10029,1098,"14,939",12324,NaN,12172,£11119,£16659,2304,1161
"Feb 05, 2021",Hip-Hop,CD,Korean,ENERGETIC,70s, indie ,yes,top-100,piano,live,8+,yes,PARTY,Teens,eu,4487,"18,325",17432,2146,70,9849,15039,£10145,16519,
"Feb 25, 2023", rock ,cassette,French,happy,2000s,Indie,no,NaN,drums, studio ,8+,NA,workout,seniors,uk,2919,£4991,19515,"19,955",16743,"15,941",£17107,11162,£15697,14887
2024-12-09,edm,VINYL,English,happy,NA,missing,yes,TOP-40, Guitar ,studio,4-7,No,PARTY,Teens,Eu," 7,957",19164,17171,10313,6503,10442,12540,8944,4819,£10330
19/04/2024,classical,cassette, korean ,Energetic,70s,NA,No,top-40,strings,live,4-7,NA,focus,TEENS,eu,13166,"13,471",12152,£4761,3485,19458,18180,"10,265",15043,NA
07/01/2023,Jazz,live,korean,angry,2020s,indie,yes,top-100,GUITAR,studio,0,yes,Sleep,seniors,EU,£4373,NaN,£3268,3119,12520,17626,9466,NaN,-999,£3281
2023-08-02,classical,live,korean, chill ,2010s,warner,yes,-999,drums, studio ,8+,yes,focus,teens,asia," 3,081",NA,£6633,4932,£6755,£5298,10534,9156," 9,580",2407
2021-07-20,-999,NaN,English,SAD,2010S,indie,NaN,top-40,piano,live,4-7,missing,missing,KIDS,uk,1637,18152,8641,13073," 2,644",£2937,17333,1772,15127,10631
28/03/2022,pop,missing,spanish,ANGRY,2020s, universal ,no,Uncharted,guitar,Studio,-999,yes,,TEENS,,£11524,7321,7042,9526,3194,£6183,£12895,13216,£11334,-999
2024-11-17, rock ,CASSETTE,english,ENERGETIC,80s,UNIVERSAL,no,missing,Piano, STUDIO , 0 ,YES,party,Adults,NA,missing,18597,,£16475," 3,311","15,893",5213,16741,1852,16386
2023-11-05,Rock,VINYL,English,chill,2020S,Sony,NO,top-10,strings, studio ,8+,yes,focus,kids,missing,13236,"19,124",£19075,£1392,£10938,12303,"19,500",£19664,2148,£8388
29/03/2022,CLASSICAL,VINYL,french,angry,70s,INDIE,NaN,top-100,Drums,Studio,0,yes,focus, teens ,ASIA,16980,NA,4374,1368,"11,796",£18422,6746,   477,-999,£9336
19/03/2023,edm,cd,spanish,NA,2010s,Sony,YES,UNCHARTED,piano,live,1-3,Yes,workout,,Uk,5667,10736,8843,NaN," 7,703",missing,£13641,NaN,£13365," 1,259"
"Dec 13, 2022",-999,cd,english,HAPPY,90s, warner ,yes,top-100,Synth,-999,0,yes,workout,teens,asia,1028,4570,£7574,19967,NaN,17046," 8,694",11335,18462,2608
"Jan 21, 2023",hip-hop, live ,Korean,Sad,80s,universal,yes,Top-40,Strings,live,8+,NO,party,SENIORS,us,£6780,16682,£16998,missing,-999,£9433,NA,3775,1713,18789
2021-09-21,classical,,english,HAPPY,2020s,universal,yes,NA,PIANO,live,0,YES,mood,kids,UK,"12,860",13698,4377,2079,16360,4937,NA,14978,18937,£2766
18/04/2021,Pop,Cd,NaN,energetic,80s,indie, yes ,top-40,strings, studio ,1-3,yes,sleep,,latam,8058,"19,911",9742,16349,19529,NaN,17040,15758,8647,15770
2022-12-26,hip-hop, streaming ,french,angry,2020s,universal,Yes,top-40,GUITAR,Studio,,yes,sleep,Kids,latam,"18,955",£8261,NaN,8395,1472,"19,555",18223,2392,14347,£4066
07/04/2023,hip-hop,cd, KOREAN ,sad,2020s,warner,no,TOP-100,missing,studio,1-3,no,SLEEP,SENIORS,asia,14884,9305,£18721,13090,£6007,17219,10913,12204,3312,£12708
"Jul 11, 2023",Classical,VINYL,spanish,happy,2020s,Indie,No,top-40,PIANO,Live,8+,no,NA,adults,EU,1281,4973,,9809,14516,11234,£6373,17069,10453,16434
21/03/2024,hip-hop,Cassette,korean,energetic,2000s,universal,no,UNCHARTED,synth,LIVE, 1-3 ,yes,focus,seniors,asia,3101,,3191,£8127,NA,£16242,5574,"18,209",11852,£6493
2022-09-26,rock,,spanish,energetic, 90s ,Universal,yes,Uncharted,strings,studio,8+,yes,Sleep,Teens,Asia,£13699,8002,7541,17317,£18230,£7011,12142,312," 7,139",
01/08/2022,classical,streaming,spanish,angry,90s, sony ,NO, uncharted , guitar ,Studio,1-3,no,workout,SENIORS,-999,£495,13679," 8,312",10307,£1865,"17,486",7372,£3090,10620,505
08/05/2021,Jazz,CD,FRENCH,happy,2020S,WARNER,yes,Top-40,synth,studio,NA,No,Sleep, kids ,-999,9274,14916,,-999,NaN,10616,£18544,13923,18937,2864
01/04/2023,JAZZ,CD,german,NA,,universal, yes ,TOP-10,STRINGS,studio,0,yes,mood,-999,us,12789,missing,13654,"16,497",NaN,£1775,NaN,£9022,12728,13494
31/10/2024,NA,cd,spanish,happy,NA,sony,NaN,TOP-10, guitar ,live,0,yes,focus,Kids,missing,NaN,,15949,missing,2537,£2269,17658,12533,£15138,2800
2023-03-08,pop,CASSETTE,english,ANGRY, 70s ,Indie,no,-999,piano,live,4-7,yes,WORKOUT,teens,asia,missing,missing,733,2129,"11,205",2693,11464,"10,307",6019,7289
24/01/2023,hip-hop,live,KOREAN,energetic,2000s,UNIVERSAL,YES,Uncharted,guitar,NA,1-3,yes,MOOD,teens,UK,19162,4808," 2,444",2674,£18485,8585,,1551,14378,
-999,missing,vinyl,german,sad,2020s,Universal,no,,Drums,studio,8+,no,party,kids,US,NaN,5574,£10444,850,18733,17122,NaN,7247,£4748,19652
2022-12-05,pop,live,french,ENERGETIC,2010s,universal,,TOP-40,drums,missing,4-7,yes,Party, teens ,Asia,17781,598,13811,6574,-999,3443,," 4,018",1739,18020
,CLASSICAL,cassette,spanish,chill,80s,indie,no,missing,guitar,studio, 0 ,no,focus,Adults,Eu,7580,NA,15319,"19,724",2919,£6226,10835," 1,274",-999,   900
2024-12-07,,CD,GERMAN,SAD,2020s,indie,yes,Top-10,SYNTH,, 8+ ,YES,workout,seniors,LATAM,missing,7493,"16,833",757,1006,3690,7936,9503," 3,047",£9814
17/07/2024,rock,NaN,korean,-999,NA, Warner ,No,Top-40,Piano,live,8+, YES ,Focus,TEENS,eu,11205,£12254,-999,12568,1279,£18236,12637,4586," 4,907",9270
2022-10-03,NA,Vinyl,korean,SAD,80S, sony ,yes,uncharted,piano,STUDIO,1-3,NO,workout,NA,eu,NaN,£499,£14563,6355,£8425,11838,11776,15399,missing," 3,126"
NA,classical,VINYL, korean ,Chill,80s,Sony,Yes,uncharted,-999,LIVE,8+,no,Party,Teens,uk,1119,"11,988",1387,£16866,18678,707,12438,10467,,£10770
"Jun 23, 2024",jazz,Streaming,english,SAD,90S,universal,no,UNCHARTED,Guitar,studio,4-7,yes,Focus,ADULTS,ASIA,15773,"13,614"," 9,706",3944,7701,8379,£8719,16208,14563,4202
"Sep 08, 2021",Pop,live,-999,HAPPY,80S,missing,NaN,Top-40,guitar,Live,4-7,yes,missing,,uk,14814,£11912,£12431,11777,4737,£18526,15461,16245,9079,1846
2023-12-14, hip-hop ,cassette,korean,happy,2020s,indie, No ,top-40,NA,studio,8+,NO,SLEEP,adults,UK,6811,£7154,11490,-999,11385,8677," 5,179",NA,,£2160
missing,classical,vinyl,FRENCH, angry ,2010s,Sony,yes,Uncharted,SYNTH,-999,0,no, focus ,seniors,us,18121,14893,2569,14698,130,18867,"11,796",355,8178,14575
31/05/2023, Classical ,VINYL, SPANISH ,energetic,80s,universal,yes,missing,SYNTH,Studio, 1-3 ,-999,NA,kids,uk,4226,6199,£19621,19323,NA,"13,521",6593,£7164,"13,544",18516
2023-12-07,jazz,vinyl,french,chill, 70s ,Indie,NO,uncharted,guitar,studio,1-3,no,WORKOUT,,latam,16861,14379,15939,4271,£10348,-999,3875,NA,4824,17956
2024-11-29, edm ,cd,english,happy,70s,indie,yes, Top-100 ,Strings,-999,1-3,no,Party,seniors, asia ,£2267,"14,258",£10091,NaN,,£9041,13623,13066,3181,7683
2022-08-16,Pop,cassette,english,happy,-999,UNIVERSAL,NO,top-40,PIANO,live,0,NO,mood,KIDS,us,13542,10621,16491,14348,NaN," 4,683",6303,8999,5834,12958
31/12/2022,hip-hop,NaN,english,Sad,90s,universal,Yes,Uncharted,drums,NA, 1-3 ,no,workout,, latam ,4493,19414," 8,430",£18719,19164,7062,9192,"12,737",8247,£16687
05/06/2023,JAZZ,,french,sad,80s,Sony,no,-999,piano,Live,8+,No,workout,missing,Uk,"14,942",2676,,9756,18137,17015,NA,£9262,10381,£7680
24/02/2023,hip-Hop,CD,english,angry,NaN,universal,no,top-10,, STUDIO ,missing,yes,party,kids,missing,"18,422",8410,NA,16813,10779," 7,606"," 3,599"," 6,970",13849,19161
21/07/2023,pop,live,spanish, CHILL ,2020s,universal,yes,uncharted,PIANO,live,4-7,Yes,sleep,Seniors,latam,2440,17695,"17,100",6025,18349," 1,750"," 6,830",16599,£17847," 9,488"
2023-11-05,rock,vinyl,FRENCH,angry, 2010s ,indie,YES, Uncharted ,synth,Live,4-7,YES,focus,ADULTS,latam,NaN,5905,£1200,11911,£17224,2752,15290,7116,3884,399
2021-07-25,jazz,live,french,chill,2020s,indie,yes,top-40,synth,NaN,8+,no,focus,teens,latam,8705,4196,9599,NaN," 8,150",18398,16797,10414,NA,1845
09/06/2022,edm,Cd,french,chill,70s,Sony,no,Uncharted,piano,live,0,-999,mood,SENIORS,,488,6,4132,2987,15557,"11,682",8849,-999," 8,461"," 2,627"
02/05/2021,rock,live,spanish,-999,2020s,sony,yes, Uncharted ,piano,studio,8+,no,PARTY,adults,LATAM,8514,16758,297,10604,9163,16108,12214,2141,"11,124",-999
"May 18, 2022",Edm,cd,german,happy,80s,sony,no,Uncharted,guitar,STUDIO, 8+ ,no,SLEEP,NA,latam,12961,-999,9936,5822,"13,170","17,642"," 8,081",4834,10171,£2089
2023-07-31,CLASSICAL, cassette ,Korean,missing,2010s,sony,missing,-999,drums,LIVE, 1-3 ,YES,focus,kids,uk,19386,6299," 5,510",15383,£13892,£8403,11211,£17619,"17,143",£4625
2024-01-17,CLASSICAL,vinyl,english,chill,2020s,warner,yes,,PIANO,LIVE,8+,,party,ADULTS,-999,4067,1417,17162,"16,220",15703,425,"15,209",£6239,£18096,NaN
12/09/2024,hip-hop,Vinyl,spanish,chill,90s,Universal,NO,Top-40,guitar,LIVE,8+,No,workout,adults,Asia,NA,NA,17130,NA,15876,12545,18439,9845,NA,1649
2021-08-27, JAZZ ,LIVE,NA,happy,90s,Universal,missing,top-40,Drums,live,1-3,no,MOOD,seniors,eu,-999,£1164,£5664,16110,11446,missing,£3827,"15,684",£15702,£17276
2022-11-27,edm,cassette,korean,sad,90S,indie,yes,NA,Guitar,LIVE,0,yes,WORKOUT, ADULTS ,uk,6576,"19,482",4307,15635,missing,7037,17857,,996,9992
01/01/2021,JAZZ,Cd,-999,angry,NA,sony,YES,uncharted,,studio,0,yes,NA,teens,Latam,-999,6927,"17,660",14902,-999,NaN,£6255,394,£6795,"15,958"
missing,rock,Live,english,Chill,2000S,,Yes,top-100,NA,Studio,NA,-999,FOCUS,adults,eu," 5,074",6607,8010,9891,15285,9385,10381,17944,6798," 1,765"
01/10/2024,rock,streaming,NaN,energetic,70s,SONY,yes,TOP-40,NaN,LIVE,4-7, yes ,sleep,adults,us,17392," 7,378",£16201,19033,14132,15697,14803,19336,14983,£14004
27/04/2021,rock,NaN,German,angry,2000s,indie,yes,TOP-40,GUITAR,live,-999, no ,Mood,Seniors,UK,17435," 9,755",NaN,-999,9521,1469,9833,18502,7616,17557
,Rock, vinyl ,german,Energetic,90s,sony,yes,uncharted,guitar,Studio,1-3,Yes,MOOD,SENIORS,latam,813,4055,£19374,£13188,-999,missing,17812,12611,missing,7461
14/08/2024,rock,cassette,korean,happy,2020s,indie,no,uncharted,strings,Live,0,yes,party,TEENS,asia,£15154,19572,"12,065",13978,464,-999,19608,NA,9385,missing
2023-02-18,HIP-HOP,Live,english,energetic,80s,Universal,no,top-100,Guitar,studio,8+,no,MOOD,adults,us,£3913,£5307,11776,£10161,5460,£5449," 1,583",17235," 2,488",£8550
NA,Rock,Vinyl,Spanish,sad,70s,universal,no,TOP-100,drums,LIVE,4-7,yes,party,kids,Eu,3985,6022,7214,£14012,"17,969",£16446,£10336,9291,707,19687
,jazz,CASSETTE,korean,sad,2020s,Sony,YES,NaN,drums,missing,4-7,no,party,adults,US,16256,£19633,missing,19889,19827,NaN,8444,2339,7455,9720
17/12/2023,jazz,vinyl,english,energetic,2010s,Indie,NO,top-40,synth,studio,0,no,focus,missing,eu," 3,575",6678,18854,10441,-999,missing,£8369,11601,11201,17264
08/07/2022,missing,vinyl,english,sad,80s,missing,Yes,top-10,GUITAR,missing,8+,missing,MOOD,Seniors,asia," 3,029",-999,3728,10428,NaN,,£7324,14600,NaN,11773
2022-03-28,POP,vinyl,german,ANGRY, 2000s ,sony,no,TOP-10,NaN,Live,4-7, yes ,Mood,kids,uk,2565," 2,118",£5783,6122," 5,865",18650,"13,606",-999,   661,NaN
08/06/2022,jazz,live,German,Sad,80s,warner,NO, uncharted ,synth,Studio,4-7,no,Workout,ADULTS,UK,,17506,-999,9265,£3404,NA,3164,£9997,5006,
