DATE,make,model/,fuel_type?,transmission,Body Style, colour ,Drive Train,Trim Level,reg state, Emission Std ,Segment?,ownership type,insuranceGroup,warranty_status,MARKET REGION, ENGINE CC , horsepowerBhp ,TORQUE NM,co₂G/Km,Range Km,0-60 MPH S,fuelTankL,Boot L?,KERB WEIGHT KG,list_price_£?
2024-07-20,honda,Golf, Hydrogen ,MANUAL,SALOON,missing,4wd,premium,NaN,euro 4,b-supermini,hire,21,out-Of-Warranty,eu,6264,£18318,NaN,2778,12060," 5,761",3826," 6,351",NA,2119
2023-08-16,FORD,corolla,electric, dual-clutch ,Saloon,red,4wd, base ,NaN,euro6,a-city,fleet,19, in-warranty ,UK,4154,£3041,255," 3,978","15,270",11318,£6967,12507,   271,14727
2024-06-07,tesla, golf ,DIESEL,Dual-Clutch,suv,grey,4wd,SPORT,imported,Euro 5,B-SUPERMINI,hire,20,out-Of-Warranty,us,-999,£18375,£15448,NaN,17632,£5563,11659,£12778,8845,£14508
2024-05-13,VOLVO,missing,DIESEL,automatic,HATCHBACK,white,4wd,SPORT,new,EURO 6,b-supermini,hire,29,out-of-warranty,apac,£9380,16745,7899,6056,3629,-999,missing,18869,15870,
2021-09-09,honda,CIVIC,diesel,manual,SUV, blue ,rwd, sport ,USED,ulez,C-COMPACT,hire, 44 ,EXTENDED,uk,18163,£377,17011,,14994,11023,11093,10412,"10,333",NaN
19/05/2023,vw, model 3 ,hydrogen,cvt,coupe,grey,rwd,Sport,used,ulez,d-mid-size,Demo,25,Extended,Mea," 3,798",£13520,"16,077",4890,£16734,-999,563,13618,£19971,16005
"Sep 16, 2022",audi,missing,Hybrid,Cvt,HATCHBACK,white,awd,luxury,IMPORTED,Ulez,a-city,-999,15,in-Warranty,eu,,13272,19352,18032,£6620,15939," 4,253",1987,£9921,£661
19/03/2022,missing,s60,petrol,MANUAL,estate,NA,awd,Sport,EX-LEASE,euro 4,E-EXEC,PRIVATE,25,out-of-warranty,uk,£11324," 7,485",£4741,7102,,295,£14395,14786,£12504,£5502
01/02/2021,Vw,Focus,HYDROGEN,Cvt,COUPE,black, rwd ,sport,ex-lease,ulez, d-Mid-Size ,FLEET,29,extended,mea,13196,4547,"10,853",£6571,£4166,869,15379,-999,NA,2202
17/03/2022,bmw,golf,hybrid,manual,ESTATE,red,4wd,PERFORMANCE,NaN,ulez,d-mid-size,PRIVATE,16,in-warranty,eu,218,2178,£7615,5236,10901,4054,£4154,missing,,15474
2023-01-18,Tesla,model 3,PETROL,Automatic,Suv, White ,NaN,base,imported,EURO 4,NA,PRIVATE,11,IN-WARRANTY,missing,5548,,6450,4388,3683,"10,568",17979,3980," 7,093",£9195
05/01/2021,Toyota,A4,DIESEL,MANUAL,NaN,blue,rwd,missing,EX-LEASE,euro 6,c-compact,demo, 26 ,extended,apac,15111,8713,13318,5585,767,12597,8320,£5510,-999,3971
2024-12-06,ford,S60,hydrogen,cvt,missing,silver,rwd,NA,Imported,-999,e-exec,missing,20,in-warranty,eu,1286," 7,260",19959,8151,19027,13595,£8009,"12,099",862,NaN
2023-02-07,AUDI,-999,hybrid,cvt,saloon,black,AWD,NA,new,Ulez,b-Supermini,DEMO,24, extended ,Uk,18473,£1965,2105,9523,£5683,11561,13388,8068,537,10374
05/04/2023,ford, model3 ,DIESEL,Dual-Clutch,hatchback,blue,-999,Base,EX-LEASE,euro_4,b-Supermini,PRIVATE,14,Out-Of-Warranty,mea,10436,7473,"16,466",missing,17465,6252,£15974,-999,£2426,12331
21/12/2021,-999,A4,diesel,dual-clutch,hatchback, Red ,rwd,Premium,used,,C-COMPACT,Private, 10 ,in-Warranty,Uk,£8250,,3376,19865,2408,£14112,16187,£5475,"13,279",2274
2023-06-25,,s60,ELECTRIC,cvt,saloon,red,fwd,Performance, imported , Euro 6 ,,PRIVATE,NA,In-Warranty, mea ,7032,4985,16725,NaN,16717,1658,missing,"10,231","14,953",16972
2023-11-11,vw,Model 3,Hybrid,Automatic,Coupe,black,FWD,premium,ex-lease, EURO 5 ,D-MID-SIZE,demo,3,Extended,UK,£7535,"17,518",11605,17423,9665,16116,19323,9282,4531,£977
2021-03-23,bmw,a4,NaN,cvt, coupe ,BLUE,Awd,sport,NEW,euro 5,b-supermini,hire,48,In-Warranty,APAC,£553,18648," 5,830",£2757,£14693,16784,"11,689",14139,,"14,401"
NaN,vw,a4,PETROL,CVT,estate,grey,4wd,SPORT,, euro5 ,NA,private,9,out-Of-Warranty,MEA,£15744,£10434,4813,-999,15272,12148,missing,-999,19261,14066
01/08/2024,FORD,S60,hydrogen,NaN,hatchback,grey,awd,SPORT,,ulez,E-EXEC,PRIVATE,28, in-warranty ,mea,£17561,9546,"15,584",£10478,"13,670",6453," 8,177",6787,596,£11716
2023-04-17,ford,s60,HYBRID,manual,hatchback,red,Fwd,sport,imported, EURO 5 ,a-city,PRIVATE,2,IN-WARRANTY,uk,3374,£16803,4381,15239,,£8535,19543,8423,£7004," 5,014"
"May 25, 2022",tesla,focus,hybrid,cvt,NaN,NA,FWD,, imported ,euro_6,c-compact,hire,39, IN-WARRANTY ,-999,7368,"14,515",18830,£1910,£17108,,1552,11626,1285,NaN
"Dec 19, 2023",bmw,,HYBRID,NaN,hatchback,BLUE,4wd,sport,used,Euro 5,E-EXEC,hire,10,Out-Of-Warranty,Uk,£17683,13605,4248,6598,"19,821",334,,18089,11780,12444
22/04/2024,Honda,A4,Petrol, cvt ,estate, Blue ,-999,sport,EX-LEASE,EURO 6,D-Mid-Size,private,37,extended,mea,15942,£2725,,1416,17866,19709,£15939,3127,3399,£13425
08/08/2021,bmw,civic,,AUTOMATIC, COUPE ,Red,rwd,luxury,ex-lease,NaN,,PRIVATE,48,EXTENDED,eu,11614,-999,£10431,"16,765",15806,"17,981",£13114,15659,"17,377",NaN
02/09/2023,TOYOTA,civic,hydrogen,Manual, hatchback , red ,awd,Premium, imported ,euro_6,a-city, demo ,26,missing,Mea,"18,693",NA,,£14252,4273,16211,2641,missing,5604," 7,509"
2022-03-04,audi,Focus,,NA,saloon,silver,FWD,BASE,new, ulez ,a-city,demo,NaN,Out-Of-Warranty, eu ,£14308,-999,£18311,missing,   227,£165,15783,2056,2803,"13,858"
26/08/2023,TESLA,NaN,hybrid,AUTOMATIC,Coupe,white,-999, premium ,EX-LEASE,euro 5,a-City,Private,21,EXTENDED,APAC,8598,17484,4162,17413,3279,13917,"11,748",3807,3795,£14002
2022-01-30,Toyota,Civic, petrol ,NA,NaN,red,4WD,Base,ex-lease,euro_6,c-compact,NaN,13,in-Warranty,us,3113,7475,12100,10727,£18022,NA,13188,13096,7837,"13,665"
07/10/2021,ford,FOCUS,electric,NaN,Suv,blue,rwd,missing,Ex-Lease,euro 6,A-CITY, Private ,26,IN-WARRANTY, mea ," 1,260","19,640",3773,£7079,£8704,6392,8121,£2378,NaN,5648
2024-12-25,tesla,-999,diesel,Cvt,SUV,Blue,Fwd,PERFORMANCE, used ,euro4,E-Exec,Demo,15, extended ,apac,,18044,6681,15337,"18,049",£6397,2905,10575,11305,5685
"Jul 24, 2023",toyota,s60,hybrid,Manual,saloon,red,FWD,BASE,ex-Lease,euro6,d-Mid-Size,private,9,extended,us,3954,£7846,19537,"13,895",13748,£3129," 5,420",4699," 7,655",NA
"Feb 25, 2023",tesla,model 3,diesel, automatic ,Hatchback,SILVER,missing, premium ,,NaN,e-exec,demo,13,EXTENDED,us,£3526,15942,16145,13539,£9047,17556,7343,8826,£19665,13607
04/08/2023,ford,model_3,hydrogen,automatic,saloon,blue,fwd,PREMIUM,imported,euro 4,B-Supermini,private,50,out-of-warranty,APAC,-999,"16,983",£18521,£1672,17216,£16791,£19681,missing,18595,15466
2023-03-12,honda,civic,-999,cvt,SUV,White,rwd,sport,NaN,EURO 4,c-Compact,fleet,-999,NA,MEA,£3353,357,£3987,£11789,6215,£13877,"15,444",5949,NA,missing
02/04/2023,NaN,FOCUS,hydrogen, Dual-Clutch ,suv,Black,Rwd,luxury,USED,EURO 4,A-City,Private,18,OUT-OF-WARRANTY,APAC,£7,7567,14284,,10222,£4405,7825,5172,£13102,£14855
"Nov 22, 2022",NA,model3,ELECTRIC,automatic,Suv,black,fwd,performance,new,Ulez,d-mid-size,PRIVATE,17,EXTENDED,uk,NaN,10132,13298,8847,6544,-999,41,16088,missing,4844
18/07/2021,VW,NA,Hydrogen,Cvt,Coupe, Silver ,awd,premium,Ex-Lease, euro6 ,C-COMPACT, hire ,2,Extended,eu,1855,£17577,£6788,4589,£3111,13621,missing,-999,13145," 6,871"
23/12/2021,TOYOTA,model3,Hydrogen,CVT,coupe,white,4wd,performance,ex-lease,ulez,-999,hire,37,extended,Us,17540,,4004,£6027,missing,13321,8626,12257,3360,9967
05/04/2021,volvo,GOLF,ELECTRIC,manual,ESTATE,black,NaN,performance,Ex-Lease,Euro 5,b-Supermini,DEMO,32,-999,eu,-999,1285,NaN,6608,NaN,£13420,£1680,6897,-999,£58
20/11/2024,toyota,a4,diesel,dual-clutch,Saloon,WHITE, 4wd ,sport,Imported,ULEZ,e-Exec,private,46,Extended,Uk,10821,4027,15985,NA,16291,11321,7406,1179,£14329,15454
2022-09-13,honda,Focus,petrol,manual,Suv,blue,NaN,Luxury,Ex-Lease,EURO 5,b-Supermini,Private,43,out-of-warranty,missing,10986,,missing,411,4728,9557,"17,363",£8251,NaN,£19535
24/03/2024,Ford,golf, electric ,manual,, GREY ,awd,premium,used,euro 5,C-COMPACT,missing,17,in-warranty,Eu,18801,7078,NaN,,15178,,missing,4034,NA,£19514
2023-05-24,audi,corolla,hydrogen,manual,suv,-999,Fwd,NA,ex-lease,euro_5,missing,-999,NaN,NA,mea,12556,£7459,7760,NaN,10227,14495,,13963,£7498,2158
23/02/2023,bmw,320i,Diesel,NaN, Estate ,GREY,4wd,SPORT, imported ,Euro 6,B-Supermini,demo,47,NaN, Mea ,£3159,14477,£6529,NA,19860,5707,7181,9526,17219,10805
2023-11-21,vw,S60,DIESEL,Automatic,ESTATE,Blue, rwd ,base,Ex-Lease,EURO 6,a-city,Fleet,40,out-Of-Warranty,uk,18964,£15753,10938,,12427,3611,NaN,," 5,429",12530
24/04/2023,ford,s60,petrol,MANUAL,COUPE,red,Awd,premium,new, euro6 ,NaN,fleet,17,Extended,mea,£6013," 3,446",6610,18277,£13349,4952,5385," 2,129",11870,7939
26/09/2024,vw,model3,diesel, dual-Clutch ,coupe,Blue,4wd,sport,new,euro 6,e-exec,Hire,42,IN-WARRANTY,Uk,5412,16790,£16927,£6051,"11,765",8938,NA," 4,393"," 9,382",19916
24/09/2021,honda,s60,hybrid,AUTOMATIC,suv,BLACK,missing,SPORT,new,EURO 6,b-Supermini,hire,4,in-warranty,eu,£4957,-999," 2,810"," 9,272",12614,11920,11735,18614,£18669," 4,355"
"Jul 04, 2024", volvo ,civic,hybrid, manual ,suv,white,4wd,missing,new,,c-Compact, DEMO ,NA,extended,eu,1604,19706,"18,266",19976," 6,022"," 4,234",missing,13966,17795,1825
"Jun 03, 2022",ford,focus,diesel,Manual,suv,-999,fwd,premium,NaN,EURO 6,-999,Hire,NA,OUT-OF-WARRANTY,Apac,12610,15537,NA,306,9095,12709,NA,-999,17726,3817
"May 12, 2022",audi,focus,hybrid, cvt ,SUV,silver,FWD,base,-999,ULEZ,missing,hire,14,in-warranty,Uk,13490,1541,872,NA," 2,945",13317,13594,"14,746",8744,8417
2022-01-24,-999,A4,hybrid,MANUAL,suv,black,Rwd,NA,Ex-Lease,ulez,,DEMO,11,NA,,10613,£6785,8384,missing,missing,18156,19894,1949,£276,NaN
12/06/2022,audi,FOCUS,electric,dual-clutch,Hatchback,SILVER,4wd,NA,Used,Euro 5,e-Exec,demo,4,in-warranty,eu,NA,18083,19738,£12287,12697,£18574,10123," 6,630","10,608",11445
2022-09-10,AUDI,a4,,manual,-999,Silver,fwd,luxury,USED,EURO 4,d-mid-size,hire,missing,out-of-warranty,Mea,missing,," 1,696",NaN,18678," 6,068","11,294",£17467,£7186,"10,793"
2024-04-12, bmw ,320i,diesel,manual,saloon,WHITE,rwd,BASE,used,euro6,b-supermini,hire,22,Extended,NA,£6664,1420,19408,NaN,missing,7334,15440,18003,£1243,£11112
2023-03-17,TOYOTA,320i,hybrid,NA,hatchback,blue,RWD,base,NA,-999,d-Mid-Size,hire,28,EXTENDED,APAC,3007,18911,10730,9183,27,15705,6159,"19,150",19792,7193
2022-02-04,honda,focus,Diesel,Dual-Clutch,Estate,Silver,fwd,Base,ex-lease,euro_4,a-City,demo,3,missing,Apac,£1007,"14,122",£10270,£13876,£10586,5123,"15,753",-999,£16311,7997
24/07/2023,ford,focus,hybrid,automatic,hatchback,white,missing,performance,Ex-Lease,ULEZ,B-Supermini,hire,28,OUT-OF-WARRANTY, MEA ,"17,571",2965,NaN,£19478,"12,835",,12176,£4084,   671," 7,701"
2021-05-06,vw,corolla,missing,Dual-Clutch,hatchback,White,awd, base ,Imported, euro 6 ,C-COMPACT,,35,Extended,uk,19990,9668,£19953,18644,19098,1502,3399,6914,5357,16163
2024-04-02,honda,model3,electric,NaN,estate,silver, fwd ,luxury,ex-lease, Euro 6 , b-supermini ,demo,41,OUT-OF-WARRANTY,mea,499,15679,12467," 7,161",16102,,£4311,NaN,11152," 5,689"
2022-06-06,NaN,320i,HYDROGEN,missing,estate,silver,4WD,Performance,NA, EURO 6 ,a-city,missing,34,Out-Of-Warranty, apac ,231,3441,2777,£13517,396,4738,,15821,NaN,1161
2021-10-31,tesla,Focus,HYBRID,automatic,Coupe,NaN,awd,luxury,used,EURO 4,B-Supermini,FLEET,39,IN-WARRANTY,us,£15666,6019,"16,075",9836,13523,£10532,6429,6231,NaN,18681
"Dec 04, 2023",honda,NaN,HYBRID,automatic,Suv, Red ,,base,new,ulez,b-supermini,FLEET,,out-Of-Warranty,apac,"11,032",17067,£6887,11125,18433,£7483,15024,1159,17306,£14782
2021-10-26,bmw,Model 3,hydrogen,Cvt,saloon, white ,fwd, SPORT ,new,euro 6,A-City,private,-999,in-Warranty,uk,6177,-999,£1764,£6908,£3750,NA,16191,£166,£2313,3266
13/08/2023,missing,FOCUS,petrol,dual-Clutch,missing,red,awd,-999, imported ,NaN,B-Supermini,DEMO,18,IN-WARRANTY,NaN,7547,17037,   889,16316,10231,1028,1557,£11328,,19738
18/11/2022,volvo,320i,Petrol,manual,saloon,RED, awd , base ,used,euro_6,b-supermini,Demo,40,NaN,APAC,£15908,8795,-999,£25,NA,NA,13361,14921,15838,
28/01/2022,NA,Civic,ELECTRIC,Manual,Estate,silver,4wd,NaN,IMPORTED,EURO 4,A-CITY,Private,32,OUT-OF-WARRANTY,US,   113,2694,18528," 6,899",9645,"16,204",8379,16494," 2,158",6876
27/06/2021, volvo ,missing,hydrogen,DUAL-CLUTCH,NA,silver,FWD,Performance,-999, euro 6 ,c-compact,fleet, 17 ,out-of-warranty,EU,£15359,£7846,,19450,   462,12833,19193,£16833,18289,18119
24/09/2022,honda,320I,petrol,dual-clutch,Estate,grey,4wd,luxury,ex-lease,euro_5,e-Exec,hire,13,in-warranty,missing,£15886,£15104,4817,NaN,NaN,15728,"16,542",£9121,2901,"16,981"
25/06/2024, HONDA ,320i,DIESEL,cvt,,silver,RWD,Luxury,ex-lease,euro4,NaN,private,40, extended ,Eu,13820,19722,6220,£6672,"13,632",£16541,£8577,18785,10953,13158
2021-12-31,Bmw,NaN,NaN,cvt,NaN, black ,RWD,Luxury,imported,euro 4,b-supermini,hire,44,NaN,eu,17673,NaN,17619,3782,527,"10,949",NA," 3,787"," 6,613",NA
"Apr 27, 2021",toyota,GOLF,diesel,Automatic,Estate,-999,4wd,premium, new ,EURO 6,B-Supermini,Demo,11,,Mea,850,£14681,"14,171",17674,4139,£9568,5857,missing,18580,9590
2023-04-10,-999,s60, diesel ,Manual,coupe,silver,Fwd,premium,Used,euro 5,a-city,NA, 1 ,Out-Of-Warranty,apac,1123," 7,418",£17389,£11611,,£16988,7679," 9,697",2048,NA
2022-12-06,ford,model 3,ELECTRIC,Dual-Clutch,SALOON,SILVER,4WD,luxury, new ,Euro 4,d-mid-size,demo,21,IN-WARRANTY,Uk,7695,"18,610",600,£12735,1433,NA,6616,17316,£8461,11760
2021-04-27,TESLA,320I,electric,NA,suv,BLACK,fwd,base, new ,euro6,C-COMPACT,private,34,Extended,UK," 2,827",3132,12454,,2492,4887,14255,£894,17543,£8360
"Jan 21, 2022",NaN,civic,petrol,manual,saloon,grey, fwd ,BASE,EX-LEASE, euro 6 ,a-city,NA,19,IN-WARRANTY,Uk,18388,4595," 4,626","13,561",1710,48,10876,£13802,10188,18307
2022-05-19,toyota,golf,, dual-clutch ,Estate,blue,rwd,sport,used,EURO 6,e-exec,,34,in-warranty,eu,1523,"17,293",NaN,," 5,857",,£18486,-999,7558,-999
2021-11-28,Ford,MODEL 3,Petrol,manual,SUV,grey,4WD,base,new,Euro 4,b-supermini,DEMO,27,extended,Apac,8940,missing," 5,572",14163,missing,£16919,NaN,7781,NA,2847
10/07/2022,audi,golf,electric,DUAL-CLUTCH,Suv,grey,4wd,performance,used,euro4,d-mid-size, DEMO ,NA,extended,US,4381,11846,3695,19175,-999,NA,3080,14171," 6,850",£6619
2024-12-31,TOYOTA,Model 3,diesel,automatic,coupe,,-999,Performance,Imported,ULEZ,b-Supermini,demo,32,EXTENDED,NA,6545,1266,£6418,£14703,18007,missing,,349,-999,5016
NaN,BMW, GOLF ,petrol,CVT,saloon,white,rwd,,imported,euro5,b-Supermini,Demo,3,In-Warranty,uk,5031,8999,28,19288,4532,£490,12048,9123,missing,4312
"Jan 31, 2024",toyota,model 3,hybrid,cvt,saloon,blue,NA,Base,Ex-Lease,EURO 4,d-mid-size,hire, 30 ,,-999,13975,£12508,4474,£15462,£17555,15667,NA,£4383,3992,"15,717"
20/08/2022,VOLVO,NA,Electric,Manual,NA, blue ,fwd,premium,used, Euro 4 ,c-compact,private,28,extended,apac,15556,2115,10676,£9761,missing,"10,346",£15424,18980,11107,£18284
24/06/2024,ford,focus,Diesel,automatic,saloon,black,RWD,luxury,ex-lease, euro 4 ,D-MID-SIZE,fleet,17,In-Warranty,us,NA,15438,,16839,16397,16450,12109,17756,,18881
2024-02-17,audi,FOCUS,Diesel,cvt,suv,grey,4wd,premium,imported,ulez,c-compact,DEMO,14,out-Of-Warranty,NA,6170,NA,964,3104,9705,missing,"13,790",NA,£13634,2285
2022-09-26,Audi,NA,hydrogen, automatic ,Suv,silver,4WD,NaN,imported,Ulez,A-City,missing,39,NaN,us," 7,769",1831,15364,3765,7161,10266,£17100,"17,201",18898,£2191
12/05/2022,TESLA,A4,Hybrid,automatic,estate,BLACK,NaN,-999, new , Ulez ,d-Mid-Size,hire,14,Extended,NaN,9457,£15813,10243,2245,4278,"17,422",NA,18250,18681,18303
2024-02-08,Audi,NaN,hybrid,dual-clutch,hatchback,missing,rwd,LUXURY,ex-lease,ulez,D-Mid-Size,DEMO, 9 ,extended,apac,"11,594",8294,£18361,£10721,5598,5692,19001,10596,5365,13253
25/06/2021,Vw,S60,Diesel,missing,SALOON,blue,FWD,Premium,used,Euro 4, a-City ,missing,21,,Apac,14651,16353,265,4888,1609,£13179,729,£18730,15107,
NaN,NaN,a4,Hybrid,cvt,hatchback,white,,BASE,Imported,euro5,NaN,private,NA,OUT-OF-WARRANTY,eu,8135,£5832,16353,£12895,5284,19482,missing,9861," 6,275",£4986
"Jan 26, 2021",NaN,model3, petrol ,Automatic,SALOON,NA,NA,sport,used,euro 5, e-Exec ,hire,31,Out-Of-Warranty,eu,19941,5329,-999,2666,14725,"11,321","19,468",missing,£19475,14269
2021-08-04,NaN,model 3,electric, manual ,Saloon,Red, rwd ,premium, ex-lease ,euro_6,,demo,47, extended ,UK,"13,742",16654,NA,£11110,18793,£2398,14479,7264,17605,"18,817"
15/02/2021,toyota,A4,petrol, MANUAL ,hatchback,black,missing,luxury,imported,Euro 6,A-City,private,24,In-Warranty, eu ,"16,366",17532,£5777,14099,"12,294",£15862,"13,157",2293,"11,270",£10187
16/06/2022, TESLA ,golf,diesel,CVT,SALOON,black,fwd,BASE,NA,,,FLEET,45,-999,uk,£9740,£17539,£4896,9064,9631,£16224,8401,19248,19076,
2022-11-22,bmw,A4,electric,,COUPE, blue ,4wd,sport, IMPORTED ,missing,b-supermini,hire,42,extended,uk,2492,£16901,3015,,£18237,-999,4537,NaN,7317,1668
"Jan 04, 2022",Honda,320i,Hybrid,automatic,Estate,White,rwd,luxury,Imported,ulez,B-Supermini,DEMO,missing,extended,Us,700,1941,-999,£13531,£13487,13757,13286,-999,£4141,£11658
NA,NaN,model_3,electric,CVT, suv ,grey,awd,SPORT,Ex-Lease,Euro 6,C-Compact,PRIVATE,42,extended,mea," 1,734",£19316,12162,10868,14778,19118,-999,,18402,18369
2024-05-17,honda,s60,electric,cvt,SALOON,blue,FWD,Sport,NEW,ulez,D-MID-SIZE,Demo,36,Out-Of-Warranty,apac,"17,673",NaN,16084,1283,missing,6553,£436,18149,5244,"12,846"
2021-04-11,volvo,civic,PETROL,MANUAL,Saloon,white,4wd,base,imported,euro 5,e-Exec,private,49,extended,uk,," 7,981",,1536,8980,£582,"15,038","16,517",5356,5862
12/07/2023,ford,MODEL 3,PETROL,DUAL-CLUTCH,suv,black,missing,premium,imported,euro5,c-Compact,HIRE,29,in-warranty, Apac ,16083," 7,825"," 5,889",14269,"18,361",£19467,"10,743","13,456",7550,missing
2021-06-15,ford,-999,hybrid,automatic,hatchback,White,4wd,NaN,used,euro 5,NaN,Fleet,41,in-warranty,EU,"18,692",1541,£5022,5283,£2484,9323," 2,403",£17674,18257,"11,866"
2023-07-02,ford,S60,Hybrid,Automatic,estate,NaN,FWD,sport,USED,Euro 6,E-Exec,Hire,23,Out-Of-Warranty,APAC,missing,,NA,"19,498",4252,8645,11196,£16172,,19932
2022-03-19,,missing,Diesel,Dual-Clutch,ESTATE, BLACK ,missing,LUXURY,new,Ulez, D-MID-SIZE ,FLEET,16,In-Warranty,Us,10672,missing," 7,017",16089,12355,1422,19789,8217,12084,17856
19/11/2022,volvo,focus,hydrogen,cvt,hatchback,,awd,premium,IMPORTED, euro_5 ,a-city,hire,missing,extended,us,11988,13557,3599,8362,£6090,12341,5193,11537,"17,898","11,741"
2021-06-16,vw,model 3,electric,automatic,-999,Red,rwd,sport, imported ,,NaN, hire ,5,out-of-warranty,us," 9,881",missing,14465,£11260," 2,349",19908,7160,1543,NA,12825
04/02/2023,NA,320i,electric,cvt,hatchback,blue,fwd,base,missing,ulez,D-Mid-Size,private,14,in-Warranty,Apac,10353,5507,10515,12284,NaN,£19805,13739,3676,£6740,NA
04/07/2022,VW,model3,Diesel,,Estate,red,missing,NaN,ex-Lease,euro 5, a-city ,private,22,extended,Eu,8468,£8620,£7717," 9,652",15367,NA,5569,"13,893",9736,   981
NA, volvo ,civic,electric,dual-clutch,NA,-999,4wd,BASE,imported,NA,A-CITY,Private,37,in-warranty,NA,NA,2295,4141,13566," 5,693",9824," 6,427",13519,14098,3177
"May 30, 2022",Audi,-999,electric,AUTOMATIC,COUPE,missing,awd,NA,new, ulez ,c-Compact,,-999,OUT-OF-WARRANTY,uk,4682,18059,4950,£14469,"19,874",18004,-999,3413,,18663
14/12/2023,Vw,COROLLA,hybrid,Manual,suv, silver ,fwd,sport,Used,Euro 6,b-supermini,hire, 27 ,out-of-warranty,NaN,5069,,10859,11977,1634,£4070,   630,19335,"15,060",5742
2024-06-23,audi,320i,,Cvt,suv,blue,awd,sport,missing,euro_4,A-CITY,NaN,32,,UK,£10478,NA,£14023,NaN,9841,10054," 9,512",8715,"18,437",£19037
2021-09-02,audi,golf,NaN,dual-clutch,suv,white,awd,luxury,USED,,b-Supermini,NaN,32,in-warranty,uk,19283,3571,1666,15535,884,"12,228",8010,16557,-999,11686
26/02/2024,tesla,320i, ELECTRIC ,,hatchback,Silver,4wd,sport,imported,euro 4, c-Compact ,PRIVATE,6,out-of-warranty,us,15524,12946,11809,8072,7518,"14,872",,£2546,£8306,£2752
02/08/2023,NA,A4,petrol,cvt,hatchback,blue,Rwd,performance,NEW,Ulez,missing,FLEET,18,missing,US,NaN,17118,7675,8921,NA,11077,15346,£1435,£15622,7251
15/03/2023,tesla,civic,electric,Dual-Clutch,saloon,missing,4wd,BASE,EX-LEASE,ULEZ,D-Mid-Size,fleet,21,EXTENDED,Us,£8796,11201,13583,13135,10717,12030,13490,921,14638,11405
"May 11, 2023",FORD,320I,Petrol,Cvt,NaN,-999,awd,base,,ulez,D-Mid-Size, PRIVATE ,47, Extended ,us,,3468,NA,"12,175",19602,3736,"10,285",4334,12840,17723
01/01/2021,ford,320i,-999,DUAL-CLUTCH,estate,Blue,missing,performance,ex-Lease,ulez,a-city, private ,29,EXTENDED,missing,11821,9026,-999,£11800,15217,NaN,2853,3084,6700,£4403
2022-11-11,AUDI,civic,hydrogen,Cvt,COUPE, Silver ,rwd,Premium,ex-lease,euro 5,b-supermini,NA,,extended,NaN,"11,785",462,8039,missing,10379,5477,-999,£749,£12797,9522
04/04/2024,Ford,Civic,ELECTRIC, Cvt ,Saloon, black , awd ,sport,imported,euro5,B-Supermini, private , 15 , in-warranty ,eu,11942,"18,807",5031,19538,-999,14630,16041,6265,missing," 2,605"
06/02/2024,bmw,missing,ELECTRIC,NA,saloon,white,awd,Premium, ex-lease ,euro4, e-Exec ,HIRE,29,in-warranty,Mea,1525,-999,17027,10624,£15789,16175,19831,NaN,missing,NA
2023-04-06,,FOCUS,Diesel,manual, COUPE ,missing,AWD,base,imported,ULEZ, E-Exec ,demo,4, EXTENDED ,mea,NaN,£17775,3580,NaN,10065,NaN,1587,11659,11969,NA
2024-10-30,Ford,320i,petrol,automatic,COUPE,blue,NA,NaN,NA,EURO 5,C-COMPACT,fleet,34, in-Warranty ,us,13072,10633,3786,10454,8253,5968,16749,NA," 4,362",missing
20/09/2021,,320i,electric,Cvt,coupe,grey,NaN,luxury,-999,ulez,e-Exec,fleet,,NA,MEA,18721," 2,717",£2004," 1,729",3407,,NA," 6,323",145,1528
01/03/2021,honda,MODEL 3,diesel,manual,coupe,silver,Rwd,base,imported,euro5,,Hire,13,Out-Of-Warranty,missing,10170,10522,1950,13901,£11157,missing,3338," 4,897",5385,12300
09/03/2024, vw ,civic,hybrid,cvt,NaN,NaN, rwd ,performance,Ex-Lease,EURO 6,e-exec,Fleet,10,Out-Of-Warranty,APAC,-999,14951,7006,2275,689,14178,13774,4181,19046,16531
"Dec 21, 2024",Tesla,CIVIC,Hydrogen,missing,suv, SILVER ,rwd,premium,new,EURO 6,e-exec,fleet,9,OUT-OF-WARRANTY,uk,-999,£17706,£15305," 2,601",£12567,6877,18464,18346,"11,176",2578
"Apr 05, 2022",Honda, Civic ,HYDROGEN,manual,suv,Blue,fwd,base,new,euro 6, B-SUPERMINI ,,28,in-Warranty,uk,1926,£2897,missing,7904,£12536,17500,£3631,2996,15959,1794
NaN,bmw, Focus , electric ,,coupe,White, Awd ,base,Ex-Lease,euro 4,a-City,DEMO,38,out-of-warranty,Uk,£11560,18799,5453,-999," 5,297"," 4,715",6233,11299,10717,10059
,VW,320i,hydrogen,manual,-999,NA,awd,performance,missing,EURO 5,E-Exec,PRIVATE,47, Out-Of-Warranty ,apac,2182,£15647,," 6,843","13,307",4613,£5210,14477,2909,2275
2022-03-07,BMW,golf, hybrid ,Manual,hatchback,SILVER,fwd,performance,NEW,NaN,d-mid-size,fleet,32,out-of-warranty,apac,11613,7565,237,19345,10045,12679,17071,16552,15104,13159
17/06/2021,HONDA,Corolla,petrol, Dual-Clutch ,saloon,black,NaN,NaN,new, euro 5 ,D-Mid-Size,Fleet,31,OUT-OF-WARRANTY, us ,£3664,£19103,NA,6342,8749,-999,£2189,"13,149",16807,"14,467"
