DATE, transport mode , purpose , Class ,TICKET TYPE,bookingChannel,airline/Carrier,loyaltyTier, seat_preference ,accom_type,continent,Visa Required,Season,travel insurance,currency,Duration Band,distance_km,co₂_kg, trip cost £ ,DAYS AWAY, stops ,Layover H,bags,Delay Min,travel_speed_km/h,LOYALTY POINTS
13/10/2022,CAR,NA,business,ONE-WAY,agent,EASYJET,platinum,Aisle,hotel,asia,no, LOW ,none, gbp ,>1m,2717,£19158," 1,741",,9374,NaN,14253," 5,771",,8119
2021-09-17,bike,business,first,OPEN,agent,Qatar,GOLD,window,hotel, Oceania ,NaN,HIGH,None, Aud , 3-7d ," 4,734",19680,7858,19975,£4732,-999,£7333,£3586,11395,17307
28/04/2023,PLANE,business,ECONOMY,one-way,agent,emirates,silver, aisle ,hostel,asia,YES,,none,Eur,2-4W,£18664,14676,£17431,£18203,NA,14674,11442,£3786,£2403,1628
2024-11-04,train,RELOCATION,economy,open,AGENT,EMIRATES,BRONZE,bulkhead,airbnb,oceania,-999,SHOULDER,Basic,Aud,2-4W,4234,6181,5961,£7035,4967,19633,£14971,missing,2843,
18/05/2022,NA, Backpacking ,NA,one-way,Walk-In,QATAR,silver,Aisle,Hotel,EUROPE,no,low,-999,AUD,1-2w,4272,3601,£3473,1003,8690,3362,,£8784,"19,735",9105
30/03/2022,train,BACKPACKING,first,NaN,walk-In,Qatar,platinum,middle,NA,Europe,NA,shoulder,comprehensive,usd,1-2w,11800,NA,11612,£9794,17385,£3012,19385,14615,£6545,1787
08/03/2024,,event,NaN,OPEN,agent,qatar,bronze,aisle,resort,Africa,Yes,SHOULDER,Basic,AUD,1-2w,19885,9339,1060,-999,£10947,NA,£13660,£9756,9525,£14595
2024-11-08,CAR,relocation,premium,return,app,lufthansa, Silver , AISLE ,-999,S. AMERICA,yes,high,basic,eur, 3-7d ,"15,100",,3739,2656,9830,£4089,,1267,10060,17231
2022-02-21,bike, Business ,FIRST,one-Way,app,lufthansa,bronze,aisle,couchsurf,africa,NO,high,none,Usd,<3d,1911,18520,£9964,7182,£13232,17394,£19523,missing,"19,469",3159
2021-10-09,NaN,HOLIDAY,business,missing,online,emirates,silver,Window,hostel,AFRICA,yes,-999,Basic,Usd,1-2W,3661,13529,,13727,16943,£5682,£18302,3628,13086,18989
2023-08-11, train ,BACKPACKING,missing,return,app,easyjet,gold,Middle,Airbnb, OCEANIA ,NA,Low,missing,aud,3-7d,,17745,3382,9952,4737,11050,£12993,NA,961,18546
30/03/2021,bike,EVENT,first, return ,APP,Ba,Silver,missing, Hostel ,N. AMERICA,YES,high,comprehensive,jpy,missing," 1,606",4266,-999,£11328,4768,,19206,"17,873",-999,£18366
2023-07-07,plane,business,premium,one-Way, Walk-In ,Ba,platinum,window,airbnb,n. america,NaN,NaN,NONE,eur,>1m,10552,14176,£7788,NaN,£16414,17366," 4,479","16,541",£6885,8403
2021-12-16,plane,backpacking,economy,OPEN,app,Ba, bronze ,middle,couchsurf,asia,no,shoulder,COMPREHENSIVE,aud,3-7d,14195,,8575,£11138,6627,6995,"12,340",15281,14013,£5707
16/06/2022,plane,relocation,premium,,agent,lufthansa,Bronze,aisle,Airbnb,S. AMERICA,yes,High,none,gbp,2-4W," 4,156",NaN,£2870,1873,9107," 5,505",12487,£12464,NA,16493
17/06/2022,plane,STUDY,ECONOMY,open,walk-in,easyjet,silver,bulkhead,hotel,s.America,no,shoulder,basic,NA,2-4w,9744,£6251,12451,15169,8125,18979,733,missing,16250,3764
"Sep 24, 2021",train,HOLIDAY,first,return,online,QATAR,gold,aisle,, europe ,no,SHOULDER,basic,aud,3-7D,NaN,NaN,"18,766",£10400,£857,£18886," 2,012",10621,18151,
2022-06-18, car ,Relocation,PREMIUM,one-Way,app,easyjet,platinum,-999,Hotel,Oceania,No,SHOULDER,comprehensive,EUR,3-7D,£14785,£3303,6652,9208,12583,2520,11687,NA,10899,£6849
18/07/2021,Car,relocation,premium,open,Online,emirates,gold,aisle,NaN,africa,yes,shoulder,NONE,JPY,2-4W,2628,£18709,NaN,1897,£11593,£3114,12611,"11,730",141,£4050
29/07/2024,CAR,business,First,one-way,APP,BA,NA,window,HOTEL, Asia ,no,High,none,Usd,missing,6537,14415,£3880,missing,"19,170",£19547,12842,missing,NA,£19398
21/10/2024,plane,relocation,Economy,open,,ba,missing,Bulkhead,HOTEL,n.America,yes, high ,BASIC,usd,3-7D,-999,missing," 2,423",10695,3013,19845,£13349,13105,1266,11056
07/03/2022,train,event,economy,one-Way,online,ba,GOLD,aisle,airbnb,ASIA,yes,shoulder,NONE, jpy , 1-2w ," 7,702",3737,15544,NA,18304,8054,14773,12435,19124," 6,015"
30/01/2021,boat,backpacking,FIRST,ONE-WAY,Agent,missing,Bronze,window,hotel,asia,Yes,NA,comprehensive, USD ,3-7d,6537,2023,8218," 9,820",-999,"10,922",13669,NA,3298,£1364
2022-02-12,car,holiday,Economy, RETURN ,walk-in,lufthansa,silver,Bulkhead,hostel,N. AMERICA,no,Shoulder,None,usd,,NaN,10268," 2,680",£19139,"17,512",£1330,5447,£15739,15590,14330
"Aug 23, 2024",plane,RELOCATION,first,open,app,EMIRATES,bronze,AISLE,resort,S. America,yes,high,NONE,usd,2-4w,1879,,8783,"11,547",£4098,13819,1361,missing,,14411
"May 23, 2022",BOAT,Event,PREMIUM,open,walk-In,BA,gold,-999,COUCHSURF,oceania,Yes,-999,BASIC,gbp,2-4w,4838,2923,9075,11491,3097,missing,missing,5030,16370,
02/05/2022,bus, relocation ,economy,return, ONLINE ,Easyjet,Platinum,aisle,COUCHSURF,oceania,No,shoulder,COMPREHENSIVE,NA,3-7d," 9,893",3743,4726,6467,-999,5495,"18,703",7883,,5055
26/07/2024,TRAIN,Event,premium,return,agent,EMIRATES,platinum,Aisle,HOTEL,asia,no,shoulder,BASIC,eur,>1m,6823,2514,£18812,16243,7487,3310,£5444,3822,2864,missing
2021-04-30,car,Backpacking,first,one-way,NaN, Lufthansa ,gold,aisle,hostel,asia,no,Shoulder,comprehensive,EUR,1-2w,6441," 8,424",235,6099,382,19996,7193,7150,£17742,7959
2021-05-24,train,NaN,business,return,Walk-In, LUFTHANSA ,PLATINUM,window,HOTEL,oceania,YES,Shoulder,-999,Usd,<3d,"16,804"," 4,846",-999,5861,10405,15368,19430," 3,792",NA,£6595
26/08/2024, BIKE , backpacking ,Business,one-way,Walk-In,-999,silver,Middle,resort,EUROPE,yes,low,Comprehensive,,>1m,17599,9503,11602,18697,£14195,16650,£2720,"18,796",-999,14732
2022-06-09,NA,business,business,return,Online,Easyjet,gold, Middle ,resort,europe,yes,missing,None,EUR,2-4w,12580,17799,1381,,10783," 5,315",13998,,£1796,8667
2021-11-10,BIKE,Backpacking,business,one-way,ONLINE,LUFTHANSA,silver,missing,AIRBNB,N. America,Yes,NA,none, gbp ,>1M,NA,4107,£19351,£11539,15039," 1,492",654,18038,missing,£4289
15/10/2023,missing,Business,first,one-way,WALK-IN,easyjet,gold,Window,RESORT,NA,yes,shoulder,missing,jpy,missing,2930,12711,2036,3479,16237,4737,-999,"17,828",4119,18650
"Nov 24, 2021",-999,missing,economy,ONE-WAY,AGENT,EASYJET,gold,Window,hostel,S. America,Yes,high,none,jpy,3-7d,18874,3235,,5021,17626,9153,6790,11092,18899,1571
2022-11-16,BIKE,STUDY,premium,return,app,easyjet, platinum ,aisle,HOSTEL,S. America,yes,Shoulder,COMPREHENSIVE, jpy , 2-4W ,16396,3344,1241,14529,"15,792",NA,816,205,"13,075",£1178
05/11/2021,-999,BUSINESS,Economy,One-Way,app,Lufthansa,silver,Bulkhead,hotel,oceania,Yes,high,basic,missing,>1m,   966,"19,637",16982,missing,17708,5987," 6,628",14834,NA,£1731
2021-01-15,bus,NA,PREMIUM,ONE-WAY,agent,easyjet, bronze ,,airbnb,ASIA,-999,Shoulder,none,jpy,3-7d,NA,10899,97,17845,6083,886,NA,3692,16331,5243
29/11/2022,train,Event,premium,Return,NA,easyjet,bronze,bulkhead,NaN,oceania,Yes,shoulder,Basic,eur, 3-7d ,11566,19373,£16485,11315,11316,13750,330,15017,13924,2510
missing,boat,holiday,premium,one-way,Agent,easyjet,Platinum,bulkhead,resort,s. america,no,high,none,EUR,1-2w,-999,16240,£8741," 3,254",£12653,"19,480",NA,2611,7786,12010
22/01/2021,Boat,HOLIDAY,premium, open ,Walk-In,qatar,bronze,bulkhead,hostel,Africa, yes ,shoulder,None,gbp,<3d,18207,,,,8275,5165,11897," 6,011",£13270,£1074
"Aug 27, 2023",car,event,first, open ,walk-In,ba,,missing,hostel, europe ,Yes, SHOULDER ,comprehensive,gbp,2-4w,16020,£12191,£11943,£3444,1957,3931,12739,1133,18855,£10767
2021-04-09,BIKE,NA, FIRST ,missing,Online,Lufthansa, PLATINUM ,aisle,hotel,s._america,no,shoulder,Basic,EUR,missing,"10,401",3812,   310,NA,15077,£13516,12114,£13408," 7,862",12517
02/05/2022,train,Holiday,economy,NaN,online,QATAR,NA,,HOTEL,S. AMERICA,yes,low,,jpy,>1m,£10220,15539,14596,2874," 1,611",9163,4734,2538,7712," 4,255"
18/05/2022,car,holiday,premium,open,AGENT,qatar,-999,NaN,HOSTEL,asia,yes,low,Comprehensive,NaN,>1M,,3742,£12677," 3,430",3578,7092,743," 4,303",-999,5685
2024-09-27,Bike,business,economy,return,agent,emirates,GOLD,window,resort,EUROPE,No,low,none,NaN,>1m,14168,"14,255",16361,4121,19313,3298,6773,8140,NA,£17007
"Jun 03, 2022",bike,backpacking,business,return,agent,qatar, platinum ,Aisle,Hostel,oceania, YES ,High,basic,USD,>1m,-999,,19020,18814,£1233,2568," 1,865","11,925",2509," 9,332"
23/02/2021,car,event, economy ,Return,WALK-IN,Qatar, BRONZE ,Window,Airbnb,N. AMERICA,-999,Shoulder,NONE,Usd,<3d," 6,317",8083,£10349,6451,"16,262","13,015",,12016,12158,3157
13/04/2022,Boat,study,-999,Open, walk-in ,qatar,gold,-999,airbnb,africa,YES,HIGH,comprehensive,aud,NA,£11439,4950," 5,848",684,-999,£5396,£1198,17266,£16341," 2,717"
,plane,business,Economy,NA,Online,NaN,platinum,-999,hotel,n._america, no ,Low,basic,aud,1-2w,8212,5173,17525,2512,£4418,"17,389",5054,6327,NaN,3500
"Jul 14, 2022",Train,business,FIRST,Open,walk-in,easyjet,NA, bulkhead ,RESORT,europe,NA,High,Comprehensive,Usd, 1-2w ," 4,079",6196,4233," 4,403","12,719","14,923",13384,£12182,missing,11478
2022-09-05,train,NA,first,ONE-WAY,online,ba,silver,NaN,hotel,S. AMERICA,no,high,basic,aud,<3D,"16,836",,3008,15948,,NaN,12647,-999,375,17489
07/03/2021,-999, RELOCATION ,Business,NaN,App, EASYJET ,NaN,AISLE,HOSTEL,-999,NO,high,comprehensive,usd,<3d,1400,5852,16557,£1762,1591,13200,9198,19020,£8719,14629
"Apr 15, 2023",car, holiday ,ECONOMY,one-Way,app,Qatar,GOLD,bulkhead,missing,Europe,yes,low,basic,eur,1-2w," 3,182",17055," 3,273"," 4,059",£19281,,10288,£4502,missing,15244
"Oct 09, 2024",train,event,-999,open, ONLINE ,emirates,GOLD,window,hostel,asia,NaN,shoulder,NONE,usd,3-7D,19599,10073,£17610,5280,13505,8047,18558,"17,266",,12615
24/06/2021,car,Business,business,ONE-WAY, app ,qatar,BRONZE,AISLE,airbnb,N. AMERICA,NO,low,basic,jpy,<3d,2342," 5,550",1296," 9,502",9592,3322,3508," 6,930",8696,"10,900"
17/02/2024,bus,backpacking,BUSINESS,open,agent,easyjet,bronze,bulkhead,hotel,oceania,NA,Low,,Gbp,2-4W,12147,11849,13035,16922,NA,18329,17616,15609,£4207,£12507
2024-12-12,plane,Event, premium ,one-way,WALK-IN,lufthansa,BRONZE,Bulkhead,,s._america,-999,High,comprehensive,JPY,3-7d," 3,193","10,330",-999,-999,2577,18119,8922,2892,6392,11779
2024-01-07,missing,backpacking,missing,ONE-WAY,ONLINE, Easyjet ,Gold,Middle,hotel,oceania,missing,Low,none, jpy ,>1m,£16425,15970,£18975,19525,12790,2912,,£7719,7477,364
2023-06-02,BOAT,business,premium,open,Online,,Gold,window,NaN,NaN,no,NA,comprehensive,aud,1-2w,1880,11520," 9,023"," 5,348",19019,16452,9613,3138,10686,-999
22/06/2022,bus,study,missing,Return,online,lufthansa, gold ,WINDOW,airbnb,ASIA,yes,Low,basic,JPY,>1m,13215,"13,544",6754,18217,14174,NaN," 9,489","19,214",9517,missing
2021-01-14,car,backpacking, premium ,Return,Online,emirates,gold,NaN,couchsurf,s.America,NO, shoulder ,basic,NA,3-7d,17995,925," 6,723",12125,15899,19262,£7616,8898,£8308,14198
2024-08-27,car,backpacking,first, open ,WALK-IN,Easyjet,GOLD,Middle,RESORT,oceania,Yes,HIGH,basic,usd,>1m,2514,10403,1578,£14335,4272,7423,£6783,16228,"17,176",14191
15/11/2022, Bike ,BACKPACKING,NaN,one-Way,ONLINE,BA,silver,bulkhead,resort,S. America,yes,HIGH,basic,usd,2-4w,missing,£16865,3709,NaN,£2301,," 8,737",2635,£19909,£10138
2022-09-02,Boat,backpacking, premium ,RETURN,online,QATAR,Silver,Window,NaN,s._america, Yes ,high,Basic, eur ,1-2W,9633,£17667,194,10475,"18,930",£12657,6120,£1928,12590,799
"Jan 13, 2024",BUS,HOLIDAY,premium,RETURN,walk-In,QATAR,platinum, MIDDLE ,hostel, asia ,Yes,Low, BASIC ,USD,3-7d,NaN,NaN,£16092,8537,"18,961",£6761,£9057,17173,£19141,10358
2022-12-17,TRAIN, study , first ,-999,Walk-In,EMIRATES,silver,aisle,resort,n. america,YES,HIGH,NONE,aud,2-4w,2407,17851,"10,005",832,11165,10831,missing,12146,"10,181",missing
05/03/2024,CAR,Relocation,first,one-way,-999,BA,NA,aisle,Airbnb,africa,No,Shoulder,none,AUD,NaN,-999,6455,£792,£12155,£9189,11979,11905,5744,£121,£6481
08/09/2021,car,business,ECONOMY,Open,app,lufthansa,silver,window,COUCHSURF,Oceania,yes, low ,Comprehensive,aud,3-7d,3329,19241,NA,16994," 8,866",17652,9473,1679,"17,568",11772
"May 17, 2021",BUS,missing,business,open,App,Easyjet, silver , window ,-999, europe ,yes,shoulder,comprehensive,jpy,2-4W,£8821,8909," 8,762",£8414,£7994,7518,11586,NaN,,8678
"Feb 23, 2022",plane,Backpacking,FIRST,return,ONLINE,emirates,GOLD, middle ,NA,s._america,yes,low,basic,jpy,>1m,£3720," 9,400",16079,£19153,-999,,10377,10377,"14,104",7017
2021-08-27,boat,BUSINESS,Business,One-Way,App,NA,bronze,aisle, airbnb , OCEANIA ,Yes,low,basic,gbp,>1m,906,16907,9145,833,17818,NaN,13913,5272,18996,14377
05/07/2024,-999, EVENT ,missing,,app,qatar,platinum,missing,Resort,s. america, no ,low,comprehensive,eur,>1M,7267,19771,NaN,7308,10144,19411,"17,437",7205,17412,
2023-07-23,PLANE,Backpacking, premium ,open, agent , LUFTHANSA ,BRONZE,bulkhead,Resort, europe ,yes,missing, none ,usd,<3d,NaN,,8985,6638,3409,,6296,NA,£7982," 2,539"
21/08/2023,PLANE,holiday,First,open,,BA,gold,BULKHEAD,Couchsurf,S. America,No,low,none,gbp,2-4W,4655,"18,285",13142,NA,£3729,14974,£13199,NaN,10340,£6047
11/03/2023,BIKE, relocation , premium ,return,AGENT,Easyjet,,bulkhead,Hostel,africa, NO ,SHOULDER,Basic,Eur,<3d,,19573,14285,£9063,£19716,10119,-999,£17966," 3,282",8779
11/05/2024,bus,backpacking,missing,open,missing,NA,Platinum,window,resort,-999,No,High,NONE,usd,<3d,61,NaN,5617,5713,"16,075",1145,17733,missing,2137,8590
2023-08-03, BUS ,backpacking,economy,missing, app ,ba,missing,missing,hostel,asia,,low,none,EUR,>1m,15593,4961,"19,599",missing," 4,340",14559,NA,1221,2841,NA
02/11/2022,train,Holiday, economy ,Open,NA,lufthansa,PLATINUM,window,HOSTEL,s. america,no,High,Comprehensive,Gbp,<3d,19136,9709,13107,13858,5973,11904,10801,11288,1448,3553
25/12/2024,Boat,NaN,business,-999,Online, LUFTHANSA ,platinum,Bulkhead,Hostel,n. america,YES,shoulder,COMPREHENSIVE,Aud,2-4w,18888,15842,£8021,15986,16031,£12887,£4123,17540,695,6798
2024-05-04,Bus,HOLIDAY,first,open,Agent,Lufthansa,silver,aisle,Couchsurf,n.America,No,low,comprehensive,Usd,<3D,9241,2788,NA,£1414,13259,8401,£1614,£3013,15401,£4564
25/12/2021,-999,relocation,Business,,app,Ba,gold,WINDOW,HOSTEL,-999,yes,high,Basic,Usd,>1M,4641,£4969,"17,378",NaN,NaN,£11290,19755," 3,995",-999,18111
2023-03-18,,relocation,economy,open,WALK-IN,qatar,bronze,NaN,missing,S. AMERICA,yes,shoulder,Comprehensive,jpy,>1M,£805,16989,£6789,£17196,NA,9013,£9310,,£15360," 3,208"
18/12/2024,missing,study,premium,return,APP,Emirates,bronze,window,Hostel,oceania, Yes ,high,None,aud,2-4w,7070," 7,867",12481,missing,£2151,2017,£10939,4460,4987,11558
12/05/2021,car,missing,missing,Return,app,Easyjet,bronze,window,hostel,ASIA,yes,low,BASIC,-999,2-4w,11562,£9131,7647,17610,"18,455",1233,3586,£2066,3764,16057
2021-08-30,BOAT, business ,economy,return,agent,NaN,missing,window,Hotel,europe,No,low,comprehensive, Aud ,missing,18811,£14183,£18825,17660,£13439,3404,12479,12953,10126,16293
2021-02-06,boat,study,premium,one-way,Online,EASYJET,Silver,BULKHEAD,Couchsurf,missing,NO, shoulder ,NA,gbp,2-4w,18145,17990,"12,950",£14131,£9523,"12,617",£13315,£5117," 4,358",
29/02/2024,bus, holiday ,Economy,ONE-WAY,APP,lufthansa,GOLD,Middle, resort ,EUROPE,yes,, Comprehensive ,eur,>1M,missing,4954,£3214,5603,,missing," 4,368",1520," 7,776",1723
2021-09-25,bus,holiday,NaN,return,agent,Easyjet,silver,Middle,airbnb,Asia, yes ,,basic,USD,1-2w,£12530,18663,NaN,£19986,"16,094",£2715,15238,-999,19418,10055
27/07/2021,train, event ,Premium,one-Way,online,emirates,SILVER,Middle,Airbnb,s._america,yes,high,missing,,1-2W,£2868,£9473,"16,996",6960,,15125,19680,19373,9023,£2207
2024-01-02,car,backpacking,BUSINESS,OPEN, AGENT ,ba, silver ,bulkhead,resort,africa,No,LOW,Basic,usd,2-4w,missing,14222,missing,12912,£6336,15846,1997,-999,19992,13594
2022-02-21, car ,missing,first,open,agent,ba,silver,NA,resort,S. AMERICA,yes,,none,aud,2-4w,11124,"10,300","10,531",7358,16506,-999,10997,13259,4825,£17283
2021-01-25,bike,Event,first,,agent,emirates,bronze,aisle,resort,missing,no, SHOULDER ,NONE,jpy,,NaN,612,£3006,£7488,11398,missing,£17493,3813,10910,£4696
13/06/2023,boat,Relocation,-999,open,Online,lufthansa,missing,middle,resort,,No,Low,Basic,missing,3-7D,£2790,10058,1914,£8325,16755,11961,5530,6585,12545,2304
missing,BIKE,RELOCATION,BUSINESS,return,online,lufthansa,GOLD,window,RESORT,N. America, NO ,SHOULDER,none,gbp,2-4w,466,4429," 5,685"," 8,731",£14489,16570,£9119,4882,5671,13303
12/01/2021,bus, holiday ,-999, one-way ,online,NA,Platinum,window,airbnb,N. AMERICA,No,Low,none,JPY,>1m,14668,7810,8028,£14884,15003,£18507,6718,-999,12996,15283
2023-08-25,train,BUSINESS,first,open,APP,qatar,Gold,WINDOW,Airbnb,europe,YES,low,COMPREHENSIVE,Eur,3-7d,13662,£7520,-999,14789,7693,£12837,£7497,5092," 2,376",8244
2023-10-14,boat,event,FIRST,RETURN,online,easyjet,-999,NaN,Hostel,AFRICA,yes,low,comprehensive,aud,>1m,£3365,2506,14529,5235,16895,£15321,missing,19510,9844,
30/11/2021,car,backpacking,NaN,one-Way,AGENT,emirates,Platinum,BULKHEAD,resort,oceania,yes,missing, none ,-999,-999,missing,"18,961",360,£1280,16070,12987,17964,8266,-999,£17580
2021-02-01,car,EVENT,business,return,walk-In,NaN, silver ,window,airbnb,N. AMERICA, no ,SHOULDER,none,EUR,2-4W,15387,7907,NaN,12321,£2763,5320,"15,740",missing,6525,4599
NaN,train,Relocation,business,,Online,Emirates,Gold, MIDDLE ,RESORT,missing,NO,-999,comprehensive,jpy,1-2w,£4796,16333,12670,9014,16000,missing,,£19766,13404,2151
2022-06-21,plane,Study,Premium,open,online,lufthansa,silver,bulkhead,NaN,N. AMERICA,,low,Comprehensive,gbp,,£19092,9208,17170,9252,£19506,9929,£16984,9980,5922,16643
"Feb 08, 2023",boat,event,business,one-way,APP,EASYJET, Platinum ,bulkhead,Couchsurf,s._america,yes, HIGH ,comprehensive,GBP,2-4w,18052,19575,1862,11036,missing,15351," 5,658",9252,11299,14545
09/08/2024,bike,Holiday,first, return ,online,Qatar,Bronze,bulkhead,hostel,,no,,NaN,EUR,3-7d,10553,£4147,"16,083",£3055,3932,"13,876",   515,£2065,14541,18938
24/08/2021,train,HOLIDAY,business,Open,Online,NA,NA,bulkhead,RESORT, oceania ,yes,NA,None,jpy,3-7D,18681,1519," 1,488",6459," 8,589",10070,£16605,missing,10123,missing
2024-12-19,Plane,Holiday,business,ONE-WAY, Walk-In ,easyjet,GOLD,aisle, RESORT ,oceania,Yes,high,basic,usd,3-7d,7967,,£14964,3421,3736,15110," 6,253",5204,5427,£19933
2022-12-02,bike,business,first,one-Way,online,ba,bronze,window,resort,OCEANIA,yes,shoulder,comprehensive, eur ,3-7d,466,2983,3130,13485,159,£7874,£17388,11439,6538,14117
2024-10-14,bike,holiday,PREMIUM, one-Way ,NaN,EASYJET,NaN,aisle,resort,s. america,YES,shoulder,None,,3-7d,NA,£11116,7348,17625,"19,660",-999,2051,11698,NaN,18135
16/12/2022,plane,event, premium ,return,App,-999,NA,missing, resort ,oceania,no,Low,basic,aud,-999,-999,NaN,-999,NA,17781," 1,035",10457,9089,3745,8390
03/11/2023,train,HOLIDAY,economy,one-Way,online,Ba,Platinum, AISLE ,couchsurf,europe,No,Low,None,jpy,>1m," 9,236",13572,NA,18889,NA,,-999,£13930,-999,missing
02/09/2022,bike,-999,first,RETURN,ONLINE,lufthansa,bronze,middle,airbnb,-999,no,shoulder,comprehensive, Aud ,-999,6221,NA," 8,365","10,107",15719,,7164,£7050,17328," 2,745"
19/02/2024,-999,study,premium,return,ONLINE,QATAR,BRONZE,,Hotel,oceania,No,shoulder, none ,USD,1-2w,NA,"17,075","17,801",11103,£4448,15530,8922,8909,2815,2844
18/05/2023,Boat,business,first,ONE-WAY,WALK-IN,-999,bronze, aisle ,HOSTEL, asia ,no,LOW,None,usd,3-7D,£7120,5635,14674,19528," 6,346",£15792,9808,17474,"12,883",£15673
2023-09-01,car,holiday,business, One-Way ,WALK-IN,EMIRATES,PLATINUM,BULKHEAD,hotel,n.America,no,high,basic,jpy,1-2w,,£10243,9831,"17,864",£16931,,-999,£8971,3283,17871
2022-09-04,plane,backpacking,economy,open,App,qatar,missing,WINDOW,airbnb,oceania,yes,Low,comprehensive,aud,2-4w,£2921,6805,8133,missing,14277,missing,NA,19694,," 5,219"
2021-12-01,bus, event ,first,open,Online,ba,NaN,middle,AIRBNB,s. america,yes,low,None,usd,2-4W,10939,£5985,15864,438," 9,324",8104,£9911,£12522,19115,8786
05/05/2021,bike,HOLIDAY, economy ,return,Walk-In,Qatar,missing,middle,Couchsurf,africa,YES,High,BASIC,usd,1-2w,699,14869,13695,6252,11646,16880,10164,NA," 9,449",18618
15/12/2023,train,holiday,business,One-Way,online,LUFTHANSA,silver,aisle,airbnb,oceania,yes,SHOULDER, COMPREHENSIVE ,usd,>1m,15729,1022,17560,8947,"17,441",8437,,19691,11865,14800
09/06/2022,plane,holiday, economy ,One-Way,Agent,emirates,GOLD,MIDDLE,NA,europe,no,HIGH,comprehensive,jpy,1-2w,11244,17182,15772,   889,13586,£681," 6,788",960,6613,NaN
2021-09-26,boat,backpacking,economy,ONE-WAY,WALK-IN,NaN,gold,aisle, hotel , Africa ,no,shoulder,Comprehensive,JPY,>1m," 5,454",833,12527," 5,313",19405,3616,"12,053",1924,-999,NA
24/10/2024,Bike,NaN,PREMIUM,OPEN,app, LUFTHANSA ,silver,window,Airbnb,africa,YES,NaN,none,aud,3-7d,5213,13040,missing,18745,£9398,11348,11489,£17318,£6502,10840
2024-03-17,BUS,study,ECONOMY,return,-999,easyjet,platinum,NaN,hostel,n.America,no,SHOULDER,BASIC,aud,3-7d,missing,15749,£8415,3286,10419,7310," 9,680"," 2,113",£15755,3960
2023-03-26,bus,event,economy,open,AGENT,Ba,missing,window,couchsurf,oceania,NaN,high,Comprehensive,gbp,2-4w,9648,8625,£6658,17901,-999,19056,16805,missing,838,17104
, Plane ,BACKPACKING,first,Open,App,easyjet,Silver,Middle,resort,asia,yes,LOW, comprehensive ,Usd,2-4w,"17,342",missing,£9649,1059,17164,14842,17459,12441,9085,£3128
2021-04-30,Car,relocation,missing, return ,APP,emirates,gold,aisle,hotel,africa,no,shoulder,basic,aud,2-4w,55,,"10,602",11689,6338,£3163,9771,15159,"11,324",10495
NaN,train,Event,NaN,one-way, WALK-IN ,BA,Platinum,Window,couchsurf,Asia,no,SHOULDER,basic,Aud,<3d,4200," 4,858",NaN,18852,2935,"10,945",NA,199,12983,-999
28/02/2023,boat,Relocation,missing,open,APP,ba, bronze ,window,AIRBNB,NaN,no,NA, comprehensive ,usd,>1m,13280,10414,£469,missing,12924,£8690," 7,771",£2735,347,8791
"Oct 14, 2024",plane,business,First,Return,Walk-In,lufthansa,platinum,bulkhead,couchsurf,oceania,no,shoulder,none,EUR,3-7D,£8592,£12763,NaN,NaN,5232,5527,,NA,16165,£14459
NA,Boat,missing,NaN,one-Way,app,Lufthansa,Bronze,Middle,couchsurf,asia,No,SHOULDER,NONE,EUR,1-2w,"13,179",4506,3419,NA,3854,£13008,£1462,17682," 3,200",1678
13/11/2022,bus,event,economy,OPEN,walk-in,emirates,NaN,middle,NaN,europe, yes ,-999,-999,usd,<3D,3332,9077,missing,,NA,6471,6865,9278,£75,9679
01/01/2023,car,Holiday,business,-999,Online,easyjet,PLATINUM,Aisle,Airbnb,N. America,NA,shoulder,none,eur,>1m,16379,19920,9312,4149,"19,835",2338,"12,486",£9570,5842," 9,886"
2021-10-30,boat,Event,economy,return,app,LUFTHANSA,gold,bulkhead,airbnb,s.America,no,high,,Aud,3-7d,missing,"13,588",4240,9923,missing,"14,501"," 4,078",16655,1331,   887
2022-02-04,Boat,backpacking,premium,Open,online,EMIRATES,gold,window,airbnb, n._america ,yes,shoulder,NaN,NA,1-2W,£13474,£5084,15727,£17504,6244,missing,8291,5810,10652,523
"Jul 25, 2022",NaN,holiday,ECONOMY, open , AGENT ,EMIRATES,NA,NA,AIRBNB,Africa, yes ,NA,NaN,aud,2-4w,8702,9170,930,12694,10350,17510,16451,missing,2865,13928
2023-02-02,NaN, Business ,premium,return,walk-In,BA,platinum,Middle,couchsurf,n.America,,Shoulder,,eur,NaN,,18110,17667,7122,13360,12511,£758,£9349,12351,16157
2021-08-02,bike,business,NA,one-Way,Walk-In,EASYJET,gold,missing,Resort,n.America,No,SHOULDER,none,aud,2-4w,5824,£15580,1504," 4,463","16,216",£18191,"10,373"," 3,118","12,098"," 7,042"
2024-03-29,bike,backpacking,economy,open,ONLINE,BA,SILVER,aisle,hostel,europe,YES,low,COMPREHENSIVE, AUD , 1-2w ,£11444,-999,19066,10449,3607,"17,482"," 1,840",4150,4860,3454
2024-01-14,PLANE,NaN,first, One-Way ,Walk-In,EMIRATES,platinum,BULKHEAD,Hostel,ASIA,yes,Low,Basic,gbp,3-7d,"15,685",-999,8808,NA,18091,3606,5145,13255,NaN,19393
