 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
"May 11, 2022",NaN,linux, intel ,ULTRABOOK,2021-23,missing,apple,bluetooth,oled,c,3y,,premium,student,yes,14770,16182,£6858,15636,808,£13814,5738,12389," 2,448",NaN
31/01/2024,Smartphone,CHROMEOS,NaN,desktop, 2018-20 , Gaming ,HP,bluetooth,oled,missing,NO WARRANTY,GREY,budget,student,no,2755,,£19643,   997,17352," 9,503",1444,16873,1881,"14,204"
27/02/2022,laptop, windows ,Qualcomm,ULTRABOOK,2024+,ENTERPRISE, lenovo , bluetooth ,missing,B,5Y,silver,NA,student,yes,missing,-999,£17055,£18082," 3,568",£4197,8967,£19718,7153,15842
"Oct 04, 2022",TABLET,Chromeos,QUALCOMM,2-In-1,2018-20,Enterprise,acer,5g,E-Ink,A,No Warranty,,FLAGSHIP,student,YES,1577,13963," 9,592","18,141",,8629,2765,£16359,£5255," 7,091"
18/12/2022,tablet,macos,apple,desktop,2021-23,Gaming,missing, BLUETOOTH ,mini-Led,c,3y, grey ,mid-range,professional,yes,NaN,£18212,7991,missing,1858,"11,406",,10625,,18994
2022-04-06,drone,ios,Amd,missing,<2015,Education,Asus,bluetooth,oled,C,3y,GREY,Flagship,professional,no,2852,"10,060",missing,9957,6992,-999,8315,"12,407",NaN,1021
27/10/2022,Laptop, windows ,qualcomm,MINI PC,NaN,education,apple,ethernet,E-Ink,missing,missing,-999,mid-Range,gamer,Yes,NA,£6696,18002,9528,"10,791",10540,   186,10851,"18,419",9951
04/02/2024,drone,macos,Intel,ultrabook,<2015,EDUCATION,APPLE, 5g ,mini-led,c,5y,black,budget,-999,no,-999,"13,175",15084," 5,513",£6715,£13340,"10,999",-999,£10230,13986
"Sep 27, 2022",server,Android,AMD,Ultrabook,<2015,enterprise,lenovo,wi-Fi,,A,1y,BLUE,Budget,-999,No,10528,£16384,14401,£3310,£5423,6712," 2,854",NA,£6563," 5,474"
18/05/2023,ROBOT,linux,QUALCOMM,2-In-1,2015-17,missing,APPLE,5g,e-ink,b,no_warranty,,premium,creator,Yes,8039,5698,£15161,8474,£1132,2162,£834,,3876,6886
2024-12-30,drone,chromeos,Qualcomm,2-In-1,2018-20,enterprise,acer, bluetooth ,OLED,c,NaN,GREY,premium,GAMER,no,£19559,19768,14790,"18,629",,-999,,    84,961,-999
04/06/2022,SERVER,chromeos,APPLE,Mini Pc,NA,enterprise,Dell,Wi-Fi, oled ,b,missing,Black,Mid-Range,Student,no,13597,17520," 1,423"," 8,690","16,783",5796,19890,£11696,8511,-999
NaN,LAPTOP,MACOS,qualcomm,missing,2018-20,gaming, Lenovo ,bluetooth,oled,B,5y,Grey, budget ,student,YES,4226,15732,14359,9842,12174,5179,6261,18670,"12,492",-999
22/11/2022,smartphone,CHROMEOS,NA,ultrabook, 2015-17 ,missing,-999,ETHERNET,lcd,a,1Y,Silver,premium,Creator,no,£7423,12948,"16,035",£12308,,NA,15911,9098,10251,
2023-02-01,smartphone,-999,intel,2-IN-1,2021-23,enterprise,asus,BLUETOOTH,E-INK,C,NO WARRANTY,grey, FLAGSHIP ,gamer,yes,13629,902,7615,15084," 4,132",NA,£7069,14243,£16058," 1,918"
02/04/2022,SERVER,,NaN,desktop,<2015,, hp ,Wi-Fi, mini-Led ,d, No Warranty ,SILVER,mid-range,gamer,yes,15539,7516,11737,£1131,13293,13524,7698,6883,,12711
2022-12-29,ROBOT,WINDOWS,apple,desktop,2021-23,NA,NaN, wi-fi ,oled,a,5y,silver,mid-Range,student,NO,£8808,13393,NaN,5197,"17,940",-999,-999,466,15157,£17932
2024-02-16,Robot,android,amd, 2-IN-1 ,2015-17,consumer,apple,bluetooth,E-INK,a,NA,BLUE,Premium,,-999,19746," 6,775"," 8,944",1799,missing,1584,19484,-999,19504,2066
NaN, Laptop , windows ,amd,2-In-1,2018-20,enterprise,,5g,OLED,c,5y,white,budget,professional,NA,9670,2222,5026,13416,5437,2062,8533,£1492,15509,"14,403"
08/03/2023,tablet,ios,AMD,Desktop,2024+,,dell,WI-FI,lcd,c,missing,-999,Premium,Professional,no,19021,NaN,17481,,1922,"18,390",12703,951,17413,£15567
2023-01-18,Laptop,linux,missing,desktop,2024+,Enterprise,asus,5g,OLED,d,NA,blue,premium,student,NA,-999,14307,5635,£9414,NA,NA,3205,9687,2878,"15,650"
2023-05-07,drone,Windows,missing,2-in-1,2018-20,consumer,hp,5g,mini-led,A,1Y,black,Flagship,professional,no,41,NaN,5749," 1,508",£13257,-999,13474,,11620,missing
NaN,DRONE,-999,NaN,missing,NaN,enterprise, acer ,5g,NaN,A,1y,grey,MID-RANGE,STUDENT, yes ,13947,£4900,NaN,"17,020",£4529,833,8317,6114," 3,102",17234
27/04/2021,laptop, CHROMEOS ,AMD, ultrabook ,-999,Enterprise,acer,NaN,E-Ink,a,5y,grey,Flagship,GAMER,No,17427,3452,262,5762," 2,868",19758,missing,14356,1707,
,tablet,macos,amd,DESKTOP,2021-23,ENTERPRISE, DELL ,5G,e-Ink,c,NO WARRANTY,Black,BUDGET,student,yes,15710,15973,7668,1594,13050,16436,14100,4149,14737,
,tablet,android,amd,miniPc,<2015,enterprise,acer,ethernet,-999,a,2y,grey, mid-range ,Student,NO,9049,13237,,836," 9,026"," 2,796",9872,16029,2129,19146
2022-01-03,robot,NA,INTEL,Mini Pc,missing,Consumer,acer,bluetooth,OLED,D,2y,-999,Budget,Student, NO ,-999," 4,167","10,433",404,19240,17019,£11131,4631,14868,13025
2023-07-23,smartphone, chromeos ,apple,2-in-1,<2015,education,hp,Wi-Fi,LCD,d,2y,silver,PREMIUM,Student,yes,£8171,3930,3546,7410,7313,8740,16792,£14456,3588,9951
16/08/2021, laptop ,LINUX,Apple,ULTRABOOK,missing, enterprise ,Apple,WI-FI,mini-Led,d,5y,SILVER,Budget,gamer,missing,7979,"10,155","11,468",£13724,16360,£375,NaN,5191,£17415,19192
06/10/2021,SMARTPHONE,Linux,intel,desktop,2018-20,CONSUMER,APPLE,5g,mini-led,a,-999, silver ,flagship,Student,yes,3814,1553,£15363,-999,£6293,£19783,17783,14070,£3154,6668
2024-07-19,NaN,linux,APPLE,ultrabook, 2015-17 ,enterprise,Hp,Wi-Fi, E-INK ,a,3y,WHITE,FLAGSHIP,creator,NaN,593,£1487,14284,-999,10656,£2178,5334,missing,"10,583",18272
2021-06-03,-999,macos,apple,desktop,2024+,consumer,DELL,5g,mini-led,,2y,White,mid-Range,,yes,2977,18628,12511," 3,417",9858,,14044,7274,18514,1918
03/05/2023,laptop,Windows,intel,desktop,2015-17,consumer,apple,5G,E-INK,NaN,3y,Silver,premium,student,yes," 9,842",1285," 5,986",11908,2622,2068,missing,,15796,4985
09/04/2023,Robot,Windows,apple,mini pc,2021-23,education,Dell,wi-fi,e-ink,a,1y,white,premium,student,no,-999,17482,10446,17129,£3936,   638,£2334,18363,£13488,missing
26/09/2023,Drone,macos,apple,-999, 2021-23 ,,dell,Ethernet,Mini-Led,a,3y,NA,budget, Gamer ,no,£19225,18433,6062,5663,-999,-999,12512,5625,1535,   888
"Jan 31, 2024",server,Android,intel,ultrabook,2018-20,,Dell, Wi-Fi , mini-led ,-999,2y,,budget,professional,no,"17,196",£8704,15292,3528,NA,NaN,-999,9644," 2,931",£4904
2022-03-19,tablet,Windows,intel,MINI PC,2018-20,enterprise,ASUS,5g,Lcd,B,NaN, silver ,Budget,student,Yes,£11294,19323,"19,276",17016,19210,£19293,14790,18699,"11,390",£14295
25/03/2022,,CHROMEOS,qualcomm,Mini Pc,<2015,education,,ethernet,e-Ink,a,,grey,mid-range,gamer, No ,NaN,NA,5883,13018,-999,NaN,11186,9219,11846," 4,986"
2022-01-02,smartphone,IOS,Apple,miniPc,2024+,ENTERPRISE,lenovo,5g,mini-led,c,2Y,blue,PREMIUM,gamer,no,missing,13907,"18,985",10931,£7195,13918,-999,£13096," 2,418",13128
2021-10-03,tablet,Windows,,desktop,2021-23,NaN,dell,NaN,MINI-LED, b ,5y,silver,flagship,creator,No,537,18436,5095,,7942,7044,194,4796,4158,£12541
15/03/2023,NaN,linux,intel,ultrabook,missing, enterprise ,hp,5g,mini-Led,-999,2y,white,NaN,GAMER,NO,missing,-999,18251,£15359,"17,633",5287,£11899,8127,3481," 9,017"
06/09/2024,Tablet, ios ,intel, 2-in-1 ,2021-23,consumer,missing,wi-fi,lcd,b,no_warranty,,NA,creator,no,7029,6020,8532,NaN,10654,8336,19551,,"13,113",2487
2024-12-27,drone,CHROMEOS,intel,mini pc,2015-17,ENTERPRISE, dell ,bluetooth,e-Ink,D,missing,SILVER,mid-Range,professional,no,£4532,NaN,-999," 4,264",9787,NaN," 3,771",9463,11645,635
26/02/2023,server,missing,Amd,2-In-1,2015-17,NaN,dell,BLUETOOTH,LCD,A,2y,black,MID-RANGE,,NO,,19710,£5310,11889,16647,£8726,-999,8245,1898,NA
2022-04-18,tablet,NA,AMD,Mini Pc,2018-20,education,hp,bluetooth,Mini-Led,A,2Y,blue,flagship,student,no,1848,NaN,12373,670,9609,12528,-999,-999,£5583,13960
2021-08-25, tablet ,android,apple,desktop,2015-17,consumer,APPLE,WI-FI,lcd,c,No Warranty,black,Mid-Range,-999,Yes,£7319,8852,6256,15890,2276,923,£6509," 8,578",17039,18932
NaN,drone,Linux,QUALCOMM,MINI PC,2024+,missing,DELL,5g,missing,B,1Y,blue,budget,professional,missing," 4,891",18756,£8294,13107,£15969,£12086,13482,"19,765",NaN,NaN
"Dec 24, 2024",Laptop,Ios,QUALCOMM,Mini Pc,2015-17,Enterprise,HP,wi-Fi,MINI-LED,c,5y,blue, flagship ,NaN,NO,,13540,7773,missing,"16,559"," 1,952",£3410,6523,-999,7928
02/04/2022,Robot,LINUX,APPLE,desktop,2018-20,consumer,dell,5G,Mini-Led,d,2y,SILVER,PREMIUM,GAMER,NO,1648,1345,£7472,5711,14006,£5046,-999,10164,17923,£3144
28/04/2022,laptop,Chromeos, QUALCOMM ,2-IN-1,2015-17,Consumer,dell,NA,mini-led,A,3y,silver,budget,Professional,Yes,10335," 7,585",3816,1743,"16,006",3137,NA,4557,9363,13138
18/10/2023,NaN,Windows,-999, desktop ,2018-20,Consumer,hp, ethernet ,NaN, d ,NO WARRANTY,SILVER,missing,student,no,,missing,5615,12975," 6,044",13910,19773,303," 4,968",£3264
"Nov 02, 2023",ROBOT,windows,Apple,ultrabook,2018-20,gaming,dell,missing, E-Ink ,B,5Y,BLACK,BUDGET,creator,no,10894,£18935,£18423,£13440,NaN,NA,564,661,14011," 7,399"
2021-10-25,,chromeos,amd,mini_pc,2015-17,consumer,HP,Wi-Fi,E-INK,C,noWarranty,WHITE,BUDGET,-999,no,-999,6072,£16560,12964,15855,10011,"18,938",2148,1397,£5981
NaN,smartphone,chromeos,amd,NaN,2015-17,gaming,acer,Bluetooth,lcd,D,3y,silver,mid-range,gamer, yes ,"18,749",-999,4472,£6660,13186,"15,929",16681,10773,-999,£7743
2021-11-26,smartphone,Macos,apple,desktop,2021-23,consumer,hp,,lcd,b,1y,White,NaN,gamer,yes,£6923,19837,195,14595,7757,-999,3453,12906,19749,17760
2022-02-06, Smartphone ,ios,apple,desktop,2018-20,Education,asus,Wi-Fi,-999,C,2y,Silver,flagship,CREATOR,no,4335,18178,13750,NaN,19793,missing,,6331,12068,11012
15/06/2021,tablet,ANDROID,qualcomm,2-In-1,2018-20,consumer,ASUS,BLUETOOTH,Lcd,missing,3y,white,Flagship, CREATOR ,no,17827,   181,,NA,10634,14476,"10,066",10450,£19582,7795
2024-12-20,robot,macos,,Ultrabook,2024+,gaming,asus,5g,e-ink,d,3Y,SILVER,NA,Creator,yes,5576,14457,19761," 4,766",16795,4650,-999,3673,NaN,3683
30/06/2024,ROBOT,WINDOWS,Amd,2-in-1,<2015,,acer,WI-FI,OLED,d,2y,grey, premium ,missing,yes,697,16456,14641,£293,7352,8696," 3,129",12402,11849,13540
27/11/2024,DRONE, ANDROID ,intel,desktop,<2015,ENTERPRISE,Hp,ethernet,E-INK,a,2Y,grey,,Gamer,No,16813,£7246,-999,17838,£19205,2533,"15,496",18994,-999," 5,707"
"Aug 17, 2022",DRONE,Android,NA,2-in-1,2021-23,gaming,apple,wi-fi,oled,C,1y,black,BUDGET,,no,-999,NaN,13540,16287,NA,11130,"15,933",7724,19319,
2024-12-24,laptop,Windows,-999,2-In-1,2018-20,Education,apple,Wi-Fi, LCD ,c,2y,BLACK,flagship,gamer,Yes,6924,NaN,NaN,17014,6875,8517,£7456,14040,9040,-999
19/11/2022,robot,android, amd ,2-in-1,2015-17,gaming,Dell,, mini-led ,D,5y,NaN,-999,student,yes,NA,£9788,13719,14422,13339,NA,3594,18103,-999,2697
2022-08-06,tablet,ANDROID,Amd,NA,<2015,Gaming,lenovo,Ethernet,LCD,d, No Warranty ,blue, premium ,Professional, no ," 8,746"," 5,127",18911,9024,,"13,311",2492,15285,19950,16802
"Mar 19, 2024",Drone,WINDOWS,apple,NaN,2018-20,Consumer,hp,bluetooth,E-INK,d,1y,white,Budget, Professional ,NA,13491,13098,"18,107"," 3,114",12283,"18,502",£15948,11840,NaN,£2584
2022-02-03,SMARTPHONE,ios, qualcomm ,ultrabook,2024+,Education,hp, 5G ,mini-led,a,NA,NaN,mid-range,professional,YES,7665,NA,6347,15722," 1,006",£12454," 3,318",8224,£16091,"18,153"
10/08/2022,server,-999,-999,ultrabook,2015-17,ENTERPRISE,dell,-999,lcd,a,-999,blue,mid-range, CREATOR ,NaN,10971,11414,"14,996",16930,6588,NaN,122,£3590,£12311,
NaN,tablet,-999,amd, desktop ,<2015,consumer,-999,wi-Fi,OLED,b,NaN,WHITE,flagship,PROFESSIONAL,no,"17,024",4119,"11,861",13328,5472,"14,374",11126,1278,13644,£12929
NA,tablet,linux,qualcomm,mini_pc,2018-20,EDUCATION,acer,5g,e-ink,a,5Y,Blue, premium , gamer ,yes,16911,"19,455",,4775,"12,864",10547,£2541,19478,NA,missing
07/07/2024,LAPTOP,android,intel,,2021-23,enterprise,acer,ETHERNET,oled,A, 3y ,blue,Premium,Creator,no,2365,2253,14858,3840,-999,£18912," 6,300",16612,4117,10054
17/06/2024,tablet,Android,intel,ULTRABOOK, <2015 ,gaming,Acer,bluetooth,Mini-Led,d, 1y , black ,Premium,CREATOR,YES,-999," 9,321",NA,"19,828",13292,7838,,NA," 5,118",12092
2023-07-24,drone,NaN,intel,miniPc,2015-17,gaming,DELL, 5g ,e-Ink,C, 2y ,white,MID-RANGE,NA,No,-999,£5135,9129,£1449,1834,11163,£15077,6719,3275,10053
17/04/2024,drone,Android,intel, 2-in-1 ,2015-17,gaming,acer,5g,e-ink,b,3y,White,,missing,YES,17538,"10,368",4714,£4702,£15098,,missing,19062,-999,5406
05/11/2021,SMARTPHONE,linux,missing,Desktop,2015-17,gaming,dell,missing,lcd,c,2y,white,Premium,missing,NO,6378,NaN,7507,12108,"12,702",£5819," 2,240",11255,107,4127
2022-09-08,smartphone,windows,NaN,desktop,2018-20,GAMING,apple,Wi-Fi,e-Ink,C,1y,grey,Flagship,gamer,no,"19,448",£19308,"11,387",16442,13679,2926,10268,£15632,573,£4076
24/04/2024,-999,ios,Qualcomm,desktop,2024+,Consumer,Acer,ethernet,e-Ink,D,NA,white,premium,gamer,yes,,12576,17384,17092,£19151,-999,,-999,NA,19352
"Jan 18, 2023", drone ,Linux,Qualcomm,Desktop,2024+,Enterprise,Apple,ethernet,lcd, B ,missing,-999,Flagship,professional,NO,£9198,£12847,18290,6647," 6,540",6703,£5949," 2,097",16107,17328
2024-11-05,server,ANDROID,Qualcomm,Ultrabook,2015-17,enterprise,apple,5G,lcd,d,3y,GREY,-999,student,Yes,12265,"14,022","18,920",10159,£578,"18,249",11822," 3,228",10287,£16883
2024-10-26,drone,LINUX,INTEL,2-In-1,NaN, CONSUMER ,lenovo,Wi-Fi,lcd,D,-999,blue,premium,PROFESSIONAL,no,1737,9831,619,missing,8906,11288,7279,18174,£18130,missing
2023-12-13,Laptop,ios,APPLE,NaN,<2015,CONSUMER,lenovo,BLUETOOTH,mini-led,d,5Y,silver,FLAGSHIP,PROFESSIONAL,YES,6075,£16998,8208,missing,£8748,19021,7303,10732,£10516,£16336
15/11/2023,drone,LINUX,Intel,Mini Pc,2015-17,GAMING,Lenovo,ethernet,Oled,c,1Y,SILVER,NA,student,no,"13,788",5099," 3,927",9598,"12,692",£12206,8933,-999,," 7,746"
,laptop,missing,NA,ultrabook,<2015,Education,lenovo,WI-FI,e-ink,A,no_warranty,silver,FLAGSHIP,professional,No,15992,6591,£10613,11174,missing,12972,6127,"18,092",13250,17279
, server ,, Amd ,2-in-1,2018-20,consumer,NA,,Lcd,a,3y,NaN,PREMIUM,Creator,missing,,missing,"15,237",£15480,"19,690",£10624,19218,£6245,£19477,£3962
25/02/2023,NaN,macos,qualcomm,desktop,<2015,Education, lenovo ,5g, lcd ,D,no_warranty,BLUE, Mid-Range ,Gamer,yes,,11151,4402,16009,15839,£2686,10588,18260,£16382,-999
2024-04-30,smartphone,CHROMEOS,Apple,desktop,2015-17,education,ASUS,ETHERNET,oled,b,2y,Silver,flagship,Creator,no,15329,   829,16589,"18,781",15460,1764,£3729,12840,2975,NA
"Nov 04, 2024",-999,linux,apple,Mini Pc, 2024+ ,Consumer, ASUS ,wi-Fi,e-Ink,NaN,NO WARRANTY,Black,Premium,professional,yes,NA,13237,2760,£7819,10330,£5296,£12179,NaN,NaN,£6463
2021-06-27,ROBOT,ios,apple,NA,-999,enterprise,lenovo,Ethernet,MINI-LED,C,NA,Grey,FLAGSHIP,-999,no,14179,£13695,19875,12644,14144,8151,15606,"19,562",£2394,NA
2023-03-10,smartphone,Ios,qualcomm,2-in-1,<2015,missing,LENOVO,ethernet,NA,B,missing,blue, MID-RANGE ,gamer,no,9644,"16,396","15,694",8996,11815,,1375,18229,6016,NaN
03/06/2022,Laptop, LINUX ,AMD, ultrabook ,2015-17,consumer,APPLE,NA,e-ink,c,3y,Blue,flagship,student,yes,7348," 1,327",14604,missing,£16194,£10755,£17014,16398,NA,3946
"Dec 29, 2022",SMARTPHONE,ios,apple,2-In-1,<2015,education,NA,5G,mini-led,B,3y,Grey,MID-RANGE,professional,yes,NA,13479,missing,17006,9283,13644,14877,1031,£1889,
2024-09-03, ROBOT ,ios,qualcomm,desktop,2024+,NaN,ASUS,NaN,E-Ink,c,1y,white,Mid-Range,-999,yes,missing,"13,191",,"14,623",missing,"11,451",NaN,£11487,,8685
13/04/2024, laptop ,Macos,qualcomm,Mini Pc,<2015,enterprise,asus,bluetooth, lcd ,,NA,white,mid-range,PROFESSIONAL,no,12264," 7,101",£3576,6295,15860,13414,£17131,missing,£3013,
2022-09-14,smartphone,windows,Intel,2-in-1,2021-23,ENTERPRISE,dell,NaN,E-INK,d,2y,WHITE,Flagship,,no,9539,missing,"19,388","16,017",9924,7484,£7217,£9796,NaN,11465
2021-04-27,Server,linux,Qualcomm,-999,,GAMING,hp,ETHERNET, lcd ,c,2y,-999,Mid-Range,Professional,yes,NaN,3127,6076,£8528,15342,"19,737",18492,6037,19208,19580
missing,SERVER,macos,qualcomm,desktop,2021-23,consumer,hp,Bluetooth,LCD, b ,no warranty,Blue,missing,creator,-999,10834,19546,£14496,9041," 2,147",£19260,8689,4385,3859,-999
2021-02-28,DRONE,macos,QUALCOMM,Ultrabook, 2021-23 ,gaming,Apple,Wi-Fi,e-ink,d,2y,,flagship,Gamer,missing,12187,"13,789",13154,12586,14475,18528,£14054," 3,333",£2835,"18,890"
"Mar 03, 2024",SERVER,windows,qualcomm,ultrabook,2015-17,education,ACER,NA,OLED,b,1y,White, premium ,STUDENT,yes,£16306,£4612,11051,7323,2552,9421,3343,-999,1620,£7091
2023-05-02,Smartphone,android, QUALCOMM ,Ultrabook,-999,NA,hp,bluetooth,Mini-Led,NA,1Y,white,NaN,professional,yes,£4558,13223,"19,086",12345,8133,10420,£16391,£279,16641,16406
2023-07-11,Drone,windows,amd,desktop,2024+,gaming,ACER,bluetooth,lcd,c,1Y,white,mid-Range,Student,no,13677,"13,599",-999,£10647,"17,029",19115,5241,£5429,missing,19152
23/08/2024,server,android,QUALCOMM,MINI PC,2015-17,consumer,ACER,Wi-Fi,lcd,d,no warranty, silver , Mid-Range ,NaN,NO," 7,068",14599,12937,14339,,£11743,7229,3807,10073,£16230
"Mar 07, 2021",NaN,android,qualcomm,miniPc, 2024+ ,CONSUMER,hp,5G,mini-led,D,3y,silver,FLAGSHIP,-999,,18216,"14,089",£6276,"16,969",13170,4227,"10,830",4084,12456,4839
29/12/2022,robot,windows,APPLE,desktop,2024+,ENTERPRISE,Dell,Wi-Fi,Mini-Led,B,3y,white, flagship ,gamer, yes ,15372," 9,132",   205,15083,NaN,16609,£5823,14822,3675," 3,424"
2021-07-19,laptop,ios,intel,desktop,2018-20,gaming,acer,bluetooth,lcd,A,3y,black, BUDGET ,professional,no,19946,16957,11788,"13,964",8020,10199,NaN,5811,16582,9413
21/04/2022, smartphone ,android,intel,NaN,2024+,-999,-999,missing,e-ink,B,5y, black ,FLAGSHIP,professional,no,2117,14901,15655,19165,£6470,16321,2107,£17177,4714,4021
"Jul 10, 2023",missing,LINUX, apple ,ultrabook,2018-20,enterprise,Hp, BLUETOOTH ,NA,D,2y,White,FLAGSHIP,professional, yes ,NaN,17369,£59,4769,442,18602,NaN,NA," 1,053",£626
2021-10-04,Drone,,intel,mini_pc,2015-17,enterprise,hp, ETHERNET ,MINI-LED,D,5Y,SILVER,Mid-Range,professional,YES,-999,4210,9417,16374,9878,15031,£11616,"15,315",7877,"15,342"
01/08/2023,laptop,Chromeos,APPLE,missing,2018-20,Gaming,hp,BLUETOOTH, e-ink ,D,2y, GREY ,budget,GAMER,yes,-999,6526,£7548,12577,6623,"13,803",4340,4484,19226,4426
21/08/2021,Tablet,windows,intel,ultrabook,2018-20,Gaming,HP, ETHERNET ,e-ink,B,no warranty,silver,MID-RANGE,gamer,yes,£14474,missing,£12789,12519,2350,13253,missing," 4,647",4478,£12806
26/02/2022,laptop,android,amd,ultrabook,2021-23,enterprise,LENOVO,ethernet,LCD,c,5Y,NA,Premium,gamer,yes,16929,11894,10297,10648," 3,835",9640,9242,16277,14188,13580
"Nov 23, 2024",-999,ios,apple,mini_pc,<2015,ENTERPRISE,lenovo,wi-fi,mini-Led, A ,2y, Grey ,budget,Student, YES ,16537,8746,14963,4712," 4,486",19490,675,£1907,17435,294
27/07/2023,Robot,linux,apple,Desktop,2015-17,GAMING,Asus,Ethernet,oled, c ,1y,BLUE,BUDGET,-999, yes ,1807,17378,9133,7823,11105," 3,798",15393,11295,£12657,7131
13/10/2023,NA,chromeos,intel,Ultrabook,2018-20,enterprise, asus ,bluetooth,OLED,d,3Y,silver,budget,gamer,No,9375,missing,,18988,NA,"18,880","19,762",£16799,9771,1012
06/07/2024,drone,macos,QUALCOMM,ultrabook,2015-17,enterprise,apple,missing,lcd,missing,3y,,premium,missing,yes," 1,124",7008,6349,1903,£4113,11414,£19711,"10,113",1140,667
2023-05-06, robot ,ANDROID,qualcomm, 2-In-1 ,<2015,gaming,apple,wi-Fi,mini-led,d, 5y ,grey,mid-range,gamer,no,6616,6727,£6281,8098,137,3759,-999,14476,,15344
2021-06-19,,-999,Apple,mini pc,2018-20,NaN,hp,NaN,e-ink,d,1y,WHITE,premium,CREATOR,no,   647,"10,564",15058,£663,11143,£11043,10637,15206,8538,3002
19/02/2022,drone,WINDOWS,AMD,2-In-1,2015-17,enterprise,apple,,oled,NA,2y,White,budget,gamer, No ,17558,11152," 8,037",4966,NaN,£17173,£1433,3771,2901,4102
20/12/2024,smartphone,IOS,,Desktop,,Gaming,asus,5g,NaN,D,noWarranty,GREY,BUDGET, Creator ,YES,NA,£5117,13106,£1106,18783,,," 6,250",16892,"15,034"
2024-07-20,smartphone,WINDOWS,QUALCOMM,desktop,2018-20,Gaming,Hp,ethernet,mini-led,d,3y,Black,Premium,student,Yes," 7,835",19816,6399,7966," 7,967",4724,NaN,2753,"13,177",3
01/11/2022,server,Chromeos,intel,desktop,<2015,education,lenovo,NA,,C,No Warranty,white,Flagship, CREATOR ,missing,"18,075"," 9,606",£13239,£14850,8793,8229,£1383,10931," 3,026"," 7,705"
23/03/2022,smartphone,Ios,Apple,2-In-1,2015-17,education,,ethernet,lcd,D,2y,blue,Mid-Range,creator, YES ,15475," 2,808",10852,12344,£5634,7986,10706,2305,17027,£875
02/03/2021,TABLET,LINUX,qualcomm,mini pc,<2015,consumer,APPLE,ETHERNET,mini-led,a,no warranty,white,mid-range,professional,no,1698,4862,11879,£14642,4323,"10,198",12593,4567,£8493,£15615
2021-07-09,laptop,chromeos,intel,desktop,2018-20,ENTERPRISE,DELL,Ethernet,Lcd,c,5y,Blue,mid-range,professional,yes,16711,17482," 1,210","16,364",£9253,-999,£18897,£18027,£4993,16021
missing,smartphone,linux,Qualcomm,mini pc,2024+, consumer ,apple,wi-Fi,NaN,,3y,black,PREMIUM,professional,No,12718,12845,"16,028",9242,-999,16800,16635,£2220," 7,698",1915
2021-08-23,server,-999,Amd,DESKTOP,2024+,enterprise,dell,wi-fi,lcd,a,5y,BLUE,flagship,GAMER,NO,NaN,10944,11405,11570,"13,722",6700," 2,387","10,046",£19205,   487
24/09/2023,laptop,android,,2-in-1,<2015, enterprise ,Hp,5G,Lcd,D,noWarranty,BLUE,BUDGET,gamer,no,3727,missing,£4111,18683,17968,14977,5648,5128,"14,236",NA
10/12/2021,drone,ios,Intel,2-in-1,<2015,gaming,dell,missing,OLED,d,2Y,black,budget,creator,yes,missing,12344,1083,-999,NaN,7774,"18,202",11155,missing,£18418
2024-08-31,missing,Macos,APPLE,-999,2018-20,gaming,ASUS,BLUETOOTH,mini-Led,B,NA,missing,budget,student,yes,5363,10926,1200,15950,18916,13707,5947,£376," 3,846",13581
2021-12-01,smartphone, windows ,AMD, miniPc ,<2015,missing,lenovo,NaN,e-ink,b,noWarranty,black,premium,creator,NO,14158," 8,237",17022,missing,12119,"11,053",17158,,18319,19809
2021-07-20,ROBOT,linux,QUALCOMM,2-IN-1,2015-17,Enterprise,-999,wi-Fi,mini-Led,a,1Y,SILVER,Flagship,NA,yes,,19522,£1293,NaN,12199,£1270,17650,14236,8692,"14,387"
18/03/2021,tablet,android,apple,2-In-1,2024+,Education,asus,,lcd,NaN,noWarranty,NA,missing,Student,no,5693,5219,17162,£13237,£16625,19141,£7975,missing,£9483,£6779
2021-04-12,tablet,Linux,qualcomm,Ultrabook,2015-17,enterprise,acer,Bluetooth,Lcd,C,5Y,grey,-999,creator,NO,13829,18496,6482,17126,£11798,7845,-999,14705,9141,missing
2021-11-26,TABLET,WINDOWS,Qualcomm,DESKTOP,<2015,NA,Dell,ethernet,missing,C,1y,Silver,flagship,CREATOR, no ,-999,£13256,2863,£5531,8109,£6239,5703,"17,609"," 2,551",7001
20/10/2024,drone,Windows,amd,2-in-1, <2015 ,consumer,Hp,bluetooth,oled,d,2Y,grey,PREMIUM,Student,Yes,NaN,,"18,872",18214,,15145,8413,£6239,18364,17672
20/08/2021, TABLET ,Ios,INTEL,ultrabook,2018-20,GAMING,LENOVO,wi-fi,mini-Led,missing,-999,Grey,premium,Creator,NaN,,19872,11400,£9856,6110,£17544,17965,7794,4409,"11,891"
2022-09-18,ROBOT,,amd,DESKTOP,NA,Enterprise,Acer,5g,NaN,,no_warranty,missing,BUDGET,creator,NO,15279,12339,15840,£18413,missing,5728,£15148,2747,missing,"17,198"
