 date , Breed ,colour,COAT LENGTH,pattern,eye_colour, vaccination_status ,microchipped?,age band?,indoor/Outdoor, favouriteToy ,temperament,food preference?,Litter Type/,Adoption Source,health issue,weight kg,age_months,LENGTH CM, height_cm ,daily calories,vet visits/,litterUsedKg,Play Sessions/Week, NAPS/DAY ,cost_£/month
"Feb 23, 2023",tabby,ORANGE,MEDIUM, spotted ,blue,OVERDUE,YES,senior,indoor,string,Friendly,wet,silica,ONLINE,dental,10990,,12811,18102," 7,646",NA,15585,"17,893",16714,19749
02/08/2023,maine_coon,,short,bi-colour,blue,UP-TO-DATE,no,geriatric,outdoor,STRING,LAZY, raw ,clumping,STRAY,dental,"13,084",NaN,5969,6312,,-999,9292,"18,435",£11022,5774
"May 25, 2023",siamese,tortoiseshell,long,SPOTTED,gold,overdue,Yes,Mature,outdoor,LASER POINTER, PLAYFUL ,mixed,recycled_paper,Stray,NaN,15797," 9,217",12800,-999,8377,"14,365",10703,"13,176",536,4747
2021-03-15,siamese,grey,short,tabby,NaN,overdue,no,Kitten,outdoor,String,lazy,WET,SILICA,STRAY,Arthritis,£17659,"15,161",1787,   432,8178,15372,7970,"17,723",1524,£6281
NA,tabby,NA,NaN,bi-colour,copper, up-to-date ,Yes,MATURE,outdoor, Feather Wand ,Lazy,mixed,SILICA,online,dental,17824," 3,808","19,338",2793,2896,"11,318",£17424,3130,5482,18718
11/06/2022,BRITISH SHORTHAIR,White,HAIRLESS,NA,green,UNKNOWN,YES,senior,NaN,string,lazy,NA,non-Clumping,breeder,allergy,£12765,6889,£8485,11217,missing,4825,£18213,18356,,11406
"Aug 01, 2022",tabby,brown, medium ,pointed,blue,up-to-date,no,NaN,OUTDOOR,feather wand,shy,,NA,friend,arthritis,"10,560",12092,18785,10511,-999,10399,11255,13764,4199,17709
2024-05-16,tabby,White, long ,pointed,Gold,NOT REQUIRED,no,Prime,indoor,CATNIP MOUSE,Playful,raw,clumping,missing, allergy ,13436,£19617,13944,8415,," 6,374",8765," 4,755",7326,15427
2021-05-16,persian,cream,missing,spotted,odd-Eyed,, No ,senior,Indoor,string,Friendly,-999,Silica,SHELTER,-999,15607,£9449,£14666,11716,£3692,743,missing,10655,18520,452
NA, sphynx ,calico,medium,missing,Odd-Eyed,unknown,yes,mature,both,NaN,PLAYFUL,wet,recycledPaper,shelter,arthritis,15589,16615,,6094,8236,3285,£1443,£3308,"16,822",14806
18/07/2023,british shorthair,white,medium,pointed,GREEN,missing,no,geriatric,indoor,string,NA,raw,recycledPaper,NA,none,NaN,7633,NA,9380,16117,17380,11630,1787,10978," 6,979"
2023-02-05,Ragdoll,WHITE,short,tabby,GOLD,up-To-Date,no,JUNIOR,indoor,laser pointer,AGGRESSIVE,dry,missing,FRIEND,OBESITY,1398,4958,NA,5077,£10615,£16645,802,19973,2622,5245
2021-12-13,siamese,BLACK,hairless,solid,GOLD,NA,no,NA,outdoor,-999,shy,Raw,silica,Shelter,dental,6525,3258,15171,"10,815","16,933",1282,£4274,NA,£11172,797
2024-07-30,TABBY,cream, hairless ,TABBY,odd-eyed,NaN, Yes ,Prime, Indoor ,CATNIP MOUSE,lazy,dry,NaN, breeder ,Obesity,10373,9227," 8,262",2900,NaN," 2,092","11,550"," 6,600",,1857
23/10/2024,-999,CALICO,short,spotted,blue,up-To-Date,NaN,Mature,BOTH,catnip_mouse,NaN,MIXED,non-Clumping,stray,obesity,19154,4307,11296,5987,missing,8716,6745,9281,7259," 7,355"
2023-01-26,NaN,NaN,medium,Spotted,,Unknown,no,PRIME, both ,NA,shy,MIXED,clumping,stray,arthritis,missing,3131,£5350,10710,,"11,476",£10054,11739,9990,£6326
2023-07-20,maine_coon,ORANGE,medium,pointed,Blue,Overdue,yes,kitten,-999,ball,Aggressive,dry,Non-Clumping,shelter,missing,15673,NA,973,7629,6947,14468,8340,13494,18403,missing
04/09/2024,bengal,white,long,spotted,COPPER, overdue ,no,prime, INDOOR ,FEATHER WAND,friendly,Raw,non-Clumping,NaN,arthritis,NaN,19013,£13858,15905,4997,764,4285,£17078,5957,NA
2022-06-25,maine coon,NaN,HAIRLESS,NA,gold,not required,Yes,junior,indoor,featherWand,SHY,raw,silica,friend,Dental,£9497,10599,12243,£17294,17781,£19976,£18783,£4164,1085," 1,192"
2021-06-27,Ragdoll,CREAM,short,Pointed, green ,up-To-Date,no,NaN,INDOOR,Feather Wand,lazy,DRY,-999,stray,Allergy,15191,NaN,"15,718",816,£8205,13809,NaN,"16,979",3784,4819
2024-12-02,persian,cream,SHORT,NaN, green , unknown ,yes,-999,both, laserPointer ,shy,Dry,clumping,shelter,dental,,17448,17062,1004,£19296," 4,637"," 5,193",-999,£9995,£13811
11/01/2023,bengal,orange,medium,solid, GOLD ,UNKNOWN,YES,mature,both,NA,-999,raw,Silica,friend,,7431,2416,18610,6934,16435,missing,15829,£2570,1340,NaN
08/02/2024,tabby,NA,,,NaN,OVERDUE,Yes,Senior,OUTDOOR,BALL,aggressive,wet,SILICA,friend,NONE,1457,£2549," 6,825","14,901",244,8227,399,missing,9501,£2034
29/01/2022,tabby,Grey, medium ,Bi-Colour,gold,unknown,yes,NA,both,LASER POINTER,aggressive,MIXED,silica,online,none,2452,134,£8345,1922,9969,£14832,11854,8252,NA,£7242
19/11/2024,Sphynx,NaN,-999,solid,blue,,YES,geriatric,outdoor,string,missing,wet,Clumping,online,missing,-999,3673," 5,220",3572,,19638,6891,"12,756",8463,13017
2021-09-23,Persian,BROWN, long ,-999,Gold,Not Required,no,SENIOR,indoor,Catnip Mouse,aggressive,raw,SILICA,NA,none,17075,597,8655,961,£13971,£2630,9496,£14839,"12,701",18407
27/12/2022,sphynx,missing, Short ,pointed,BLUE,Not Required, YES ,senior,both,Feather Wand,LAZY,MIXED,missing,FRIEND,obesity,   468,11656,11629,NaN,missing,10716,10312,£7937,2468," 6,577"
12/04/2022,MAINE COON,white,hairless,Spotted,gold, unknown ,no,NA, INDOOR ,string,aggressive,wet,recycled_paper,missing,Dental,1409,7938,12991,1972,8580,NaN,1937,5961,missing,955
21/08/2024,Bengal, calico , MEDIUM , pointed ,Odd-Eyed, Overdue ,no,junior,indoor,Ball,lazy, dry ,Silica,friend,NONE,6074,4781,£16291,-999,missing,11237,19175,£9817,768,19095
20/04/2024,tabby,Calico,long,pointed, copper ,UP-TO-DATE,yes,Junior,INDOOR,string,aggressive,wet,silica,NA,allergy,-999,7769,-999,8600,NaN,3960,£10202,£8157,2607,17380
NaN,sphynx,CALICO,SHORT,pointed,Copper,OVERDUE,Yes,mature,both,feather wand,NaN,Mixed,SILICA,Shelter,obesity,9844,£5337,"19,965",16788,8707,"12,242",15784,12217,£7558,13402
missing,persian,brown,long,pointed,odd-Eyed,up-to-date,Yes,Kitten,BOTH,ball,Aggressive,Wet,clumping,Online,none,£2438,18095,-999,18353,£6680,5187,NA,£4485,1255,16147
2024-10-02,Bengal,BROWN,medium,tabby,odd-Eyed, not_required ,NO,senior,BOTH,FEATHER WAND,Friendly,raw,,breeder,allergy,£2982,,6941,17269,£5797,14523,8069,NaN,7386,£11905
27/11/2021,sphynx,orange,medium,pointed,blue,missing,YES,senior,Outdoor,string,Friendly, RAW ,SILICA,Online,NONE,£666,1741,6720,-999,-999,5885,£2155,12175,3815,missing
2021-06-03,sphynx,White,short,pointed,Blue,Overdue,missing,PRIME,both,missing,Shy,raw,recycled paper,NA,OBESITY,-999,3276,NaN,3583,£12175,3336,11522,   181,17264,"19,520"
missing,Sphynx,white,Hairless,bi-colour,NaN,UNKNOWN, yes ,junior,NaN,FEATHER WAND,Aggressive,DRY,silica,shelter,obesity,7605,6102,1218,1046,£937,"13,295",10479,14941,11298,3765
"May 26, 2023",BENGAL,grey,hairless,tabby,green,overdue,Yes,Mature,Outdoor,featherWand,Lazy,missing,NA,friend,arthritis,13900,11119,13889,"18,970"," 9,925","10,862",£14446,£2879,4919,4493
NA, British Shorthair ,black,long,tabby, BLUE ,up-to-date,yes,NA,BOTH,featherWand,shy,wet,RECYCLED PAPER,Breeder,none,"10,306",-999,7139," 4,414","12,792",NaN," 3,820","13,554",155,£6581
18/06/2023,maine_coon,cream,MEDIUM,POINTED,odd-eyed,UNKNOWN,YES,geriatric, Indoor ,laserPointer,lazy,WET,silica,online,dental,£15306,15489,1982,15517,15156,9185,18846,7485," 8,281",£12150
"Mar 06, 2024",britishShorthair,Grey,LONG,spotted,missing,Unknown,no,NA,outdoor,FEATHER WAND,AGGRESSIVE,raw,silica,Friend,dental,12099,9398,6467,8720," 2,955","18,790",9130,£8574,5284,3208
2021-01-13,missing,cream,short,tabby,NA,NaN,yes,prime,indoor,Ball,Lazy,raw,,Stray,obesity,NA,£16751," 9,214",NA,6012,14152,,"14,813",10131,£14214
15/06/2023,tabby,calico,Medium,spotted,Odd-Eyed,Not Required,no,kitten,outdoor,catnip_mouse,missing,NA,clumping,shelter,none,12272,,NA,9609,£2584,3478,,2045,£10109,4594
20/12/2023,bengal,brown,long,TABBY,Odd-Eyed,up-To-Date,Yes,prime,missing,featherWand,SHY,Dry,clumping,Shelter,Arthritis," 1,388",£15795,14998,"19,684",£10701,8042,8309,13561,16551,17313
13/05/2021,,calico,hairless,Bi-Colour,blue,-999,yes,KITTEN,BOTH,BALL,NaN,Mixed,missing,Stray,ARTHRITIS,16759,£2039,17747,14283,13875,3982,1117,11410,NA,£12213
28/11/2023,Persian,black,medium,bi-Colour,ODD-EYED,not_required,no,MATURE,OUTDOOR,-999,FRIENDLY,Wet,Clumping,stray,none,1387,16123,16938,"17,523",6567,4914,3366,£3579," 5,379",4323
12/03/2024, BRITISH SHORTHAIR ,black,Medium,tabby,gold,up-to-date,yes,PRIME,both,,shy,dry,Clumping,Breeder,none,"13,600",missing,820,8472,-999,16873,missing,16111,17343,£12140
16/07/2022,NaN,brown, Hairless ,Spotted,GOLD,NaN,yes,geriatric,outdoor,laserPointer,SHY,WET,non-clumping, friend ,obesity,2378,12962,missing,2370,£8161," 6,339"," 7,887",7999,NaN,   940
2021-08-18,Maine Coon,Cream,hairless,pointed,COPPER,not_required,yes,junior,indoor,Laser Pointer,playful,mixed,CLUMPING,Stray, Dental ,£665,17181,£9734,4123,14703,11460,,£5526,11557,   949
09/01/2023,BRITISH SHORTHAIR,CREAM,NaN,pointed,copper,missing,no,senior,both,catnipMouse,Aggressive,Mixed,silica,SHELTER,Dental,"17,575",£4786,"11,775","15,504",14313,£18677,£17166,2977,£3303,6211
,SPHYNX,CREAM,short,NA,Blue,,NaN,mature,both,string,Friendly,RAW,silica,STRAY,DENTAL,6413,2953,£1632," 2,139",   580,£1259,5591,2826,14553,10158
27/11/2024,Tabby,calico, long ,pointed,-999,not required,Yes,prime,both,string,PLAYFUL,DRY,recycled paper,ONLINE,obesity,£19829," 9,729",£8185,missing,7244,"12,489",£3694,7523,16873,£11861
20/04/2024,bengal, Grey , long ,POINTED,Odd-Eyed,Unknown,YES,geriatric,Outdoor,featherWand,friendly,Mixed,silica,online,NONE,5741,£7983,4782,"17,476",£12834,12020,4934,11694,"13,794",13935
NA,Sphynx,Tortoiseshell,long, solid ,-999,Unknown,missing,NaN,Both,FEATHER WAND,LAZY,NaN,silica,stray,arthritis,13032,6039,13998,£12644,6200,4524,£13279,1642,16916,10828
2023-02-26,tabby,calico,short,Solid,-999,unknown,no,junior,outdoor,Laser Pointer,playful,Dry,Recycled Paper, breeder ,,NA,10999,,4614," 4,357",13980,"19,449",9165,3828," 4,103"
NA,sphynx, white , hairless ,pointed,green,notRequired, no ,mature,outdoor, ball ,shy,Dry,silica,Shelter,none,2510,NA,19883,17344,13396,8216,£1140,NaN,missing,£1560
21/04/2021,tabby,Calico,long,tabby,NaN,Up-To-Date,YES,Senior,outdoor,feather_wand, aggressive , Dry ,Recycled Paper,stray,Arthritis,15405,19616,-999," 6,081",£9568,7576,,£5281,14515,£6111
18/12/2023,Sphynx,black,hairless,solid,COPPER, up-To-Date ,NaN,mature,both,String, playful ,MIXED, silica ,online,dental,10319,£2746,4874,3204,missing,£19006,13222,-999,"12,707",16749
19/09/2022,britishShorthair,,medium,Solid,odd-Eyed,OVERDUE,yes,GERIATRIC,indoor,string,playful,dry,non-clumping,breeder,arthritis,NA,£15027,"19,572",8569,8198,17635,1076,missing,15594,"15,224"
2023-07-26,persian,white,hairless,BI-COLOUR,copper,UP-TO-DATE,no, prime ,BOTH,catnip_mouse,Playful,Raw,recycled_paper,Friend,none,2701,17801,-999,1879,12869,6888,11866,"17,163",-999," 9,870"
2022-10-29,ragdoll,ORANGE,hairless,solid,GOLD,Up-To-Date,no,senior,BOTH,FEATHER WAND,playful,mixed,Clumping, breeder ,allergy,18790,£17762,NaN,10453,NA,,£7067,2350,£653,NA
08/10/2022,sphynx,ORANGE,HAIRLESS, POINTED ,NA,missing,missing,Mature,both, LASER POINTER ,shy,dry,NA,stray,arthritis," 5,092",NA,£18472,£16045," 3,865",6462,£3695,missing,699,£8506
2024-04-27,siamese,orange,long,SPOTTED,missing,up-To-Date,yes,KITTEN, both ,Laser Pointer,aggressive,raw,silica,NA,arthritis,14739,15220,2549,17221,7792,7291,17475,2616,"15,454",£15834
05/04/2024,MAINE COON,NA,short,solid,gold,unknown,yes,junior,outdoor,Catnip Mouse,AGGRESSIVE,missing,CLUMPING,breeder,allergy,15017,570,6603," 2,565",15147,7891,"19,490",-999,£18006,£16448
NaN,BENGAL,cream,hairless,Solid,ODD-EYED,OVERDUE,no,kitten,both,FEATHER WAND,shy,dry,SILICA,, NONE ,missing,   939,11640,10893,18539,17522,£14661,7399,19150,11705
2022-01-30, RAGDOLL ,orange,short,bi-colour, GOLD , overdue ,yes, mature ,outdoor, feather wand ,aggressive,wet,silica,Online,obesity,1993,9394,missing,9555,4469,4968,19370,544,10145,7695
18/07/2023,siamese, grey ,MEDIUM,spotted,gold, up-To-Date ,no,senior,both,Laser Pointer,playful,Dry,clumping,online,Dental,6685,19701,£8471,454,NA,NA,6480,8770,"15,103",5051
2021-08-02,siamese,cream,short,Spotted,odd-eyed,not required,no,,Indoor,laser pointer, lazy ,Wet,clumping,NA,Allergy,NaN,8648,,1316,   189,13439,"19,369"," 3,842",19881,9505
missing,persian,orange,Medium,tabby,Blue,Up-To-Date,NaN, senior ,outdoor,feather wand,Playful,missing,Non-Clumping,breeder, NONE ,15323,1306,    25,5303,£6928,19409,13084,1725,9779,missing
2021-11-04,maineCoon,CALICO, LONG ,tabby,NA,unknown,yes,GERIATRIC,-999,catnip_mouse,playful,Raw,silica,FRIEND,allergy,"19,938",17333,10894,10112," 4,656",736,£18040,16925,18238,2626
02/03/2022,tabby,white,SHORT,missing,blue,unknown,NA,prime,Outdoor,catnip_mouse, shy ,missing,clumping,online,allergy,   985,"19,255",19854,£19997,5228,£15325,13067,12292," 9,706","18,099"
06/11/2024,ragdoll,black, hairless , spotted ,copper,up-to-date,yes,missing,outdoor,BALL,aggressive,Raw,,BREEDER,DENTAL,4692,6100,2602,NA,8212,14364," 9,396",8630,19469,19329
20/01/2023,sphynx,Orange, LONG ,missing,NA,up-to-date,No,geriatric, outdoor ,missing,Friendly,raw,CLUMPING,Breeder,OBESITY,"16,188",12044,£4292,"14,323",14786,NA,13446,10537,1126,10026
2021-12-26,NA,orange,hairless,SOLID,Gold,unknown,no,geriatric, indoor ,string,playful,DRY,recycled paper,stray,Arthritis,-999," 8,582",19620,733,-999,£12102,7120,£1849,10106,"16,265"
-999,ragdoll,cream,Short,solid,Copper,up-to-date,NO,GERIATRIC,indoor,BALL,playful,wet,recycledPaper,STRAY,none,NaN,9699,18255,19578,14157,7290,£14651,£3393,£6621,"11,831"
2023-12-15,tabby, BROWN ,HAIRLESS,Tabby,Green,up-to-date, no ,KITTEN,both,NaN,friendly,wet,clumping,breeder,Dental,18699,£13631,3795,£9346,3978,16612," 6,839",11168,£10929,12311
09/02/2024,tabby,black,LONG, solid ,gold,UNKNOWN,No,Prime,outdoor,String,NaN,Dry,clumping,friend,allergy,5539,"16,782",1219,12401,8008,11969,2312,NA,12174,13406
"Sep 02, 2022",MAINE COON,tortoiseshell,Long,bi-colour,Odd-Eyed,overdue,No,junior,INDOOR,BALL,missing,-999,recycledPaper,BREEDER,allergy,13617,16665,15197,£3210,£193,£989,£19033,16486,-999,19796
2024-08-11,Bengal,brown,,solid,GREEN,Overdue,no,NaN,both,string,lazy,wet,missing,NaN,none,NaN,17783,16178,£17987,-999,7485,missing,missing,17009,"16,329"
2024-05-16,sphynx,black,HAIRLESS,bi-Colour,GOLD,unknown,Yes, Junior ,indoor,String,aggressive,MIXED,Silica,ONLINE,allergy," 3,517",-999,18652,19224,9391,£4071,15446,7717,8340,8809
30/04/2023,persian,calico,Short,POINTED,gold,unknown, yes ,Geriatric,OUTDOOR,string,Lazy,wet,non-clumping,missing,dental,19896,NaN,,6673,"19,096",1257," 1,327",16962,15247,
16/12/2024,British Shorthair,Black,medium,Pointed,blue,not required,no,junior,outdoor,catnip_mouse,lazy,Wet,-999,shelter,allergy,£5796,£2522,"17,203",NA,7903,£2711,14343,14435,18334,14870
20/11/2024,maineCoon,Orange,Short,Pointed,Gold, overdue ,no,NA, indoor ,NaN,friendly, RAW ,silica,FRIEND,Arthritis,6895,,2796,359,5992,-999,NA,-999,17511,7980
"Oct 22, 2021",SIAMESE,black, HAIRLESS ,BI-COLOUR,ODD-EYED,unknown,No,JUNIOR,both,ball,playful,raw,NaN,shelter,NONE,1448,"16,395",-999,NA,missing," 9,817",£15220,4064,5128,17231
13/05/2021,siamese, grey ,long,spotted,blue,NA,no,GERIATRIC,outdoor,laserPointer,friendly,WET,SILICA,SHELTER,none,"14,883",15246,2652,18162,"17,590",17778,"11,656","13,357",9342,NaN
15/06/2022,maine_coon,orange,long,-999,Gold,up-to-date,YES,JUNIOR, both ,missing,playful,Dry,clumping,ONLINE,Arthritis,£760,17079," 4,352"," 6,211",NaN,13732,£10518,14185," 9,853",16460
2024-02-14,siamese,ORANGE,Medium,Spotted,COPPER,not required,No,JUNIOR,outdoor,Laser Pointer,friendly,dry,recycled_paper,shelter,arthritis,10892,£11167,NaN,£13033,"10,293",missing,£1591,"18,211",NA,4582
2023-07-13,BRITISH SHORTHAIR,Tortoiseshell,long, bi-colour ,, overdue ,yes,junior,BOTH,LASER POINTER,AGGRESSIVE,Wet,RECYCLED PAPER,,None,13089,15678,NA,7091,8098,10812," 3,849",£630,233,10222
15/04/2021,RAGDOLL,orange,short,POINTED,gold,Not Required,yes,geriatric,outdoor,Feather Wand,shy,wet,non-clumping,online,arthritis,£10807," 1,799","14,017",15219,6520,£8062,5723,£11031,NA,£3711
08/06/2023,sphynx, Grey ,NA, pointed ,ODD-EYED,Unknown,yes,junior,INDOOR,ball, LAZY ,dry, silica ,breeder,Obesity,9592,"17,930",£4899,2676,6372,£3984,£7961,16157,NaN,10297
2022-01-12,MAINE COON,orange,Long,spotted,green,Overdue,yes,NaN,Indoor,Ball,PLAYFUL,raw,Silica,online,obesity,7111," 9,382",£17815,£2788,   887,,17917,£7850,NaN,3692
24/02/2022,tabby,GREY,hairless,bi-Colour,odd-Eyed,not required,-999,junior,indoor,string,AGGRESSIVE,dry,recycledPaper,online,Dental,17510,NA,18222,£1114,3631,£7229,8349,£5589," 1,405",13733
08/06/2024,maine_coon,CREAM,Short,solid,odd-eyed,UP-TO-DATE,NO,prime, both ,Ball,friendly,Mixed,non-clumping,friend, dental ,"19,946"," 7,641",,9702,9198,19573,£4438,£18054,10194,8329
"Feb 01, 2024",tabby,Cream,Long,bi-colour,copper,NaN,no,geriatric,INDOOR, ball ,,-999,recycledPaper,online,obesity,£19102,,19784,15094,£9108,NA,557,4781,3038,"13,657"
25/04/2023,Ragdoll,calico,medium,solid, odd-Eyed , up-to-date ,-999,JUNIOR,,Feather Wand,friendly,wet,silica,NaN,missing,£3094,5041,18037,£4722,£13544,12478,8730,"14,690",16063,17177
18/01/2024,NaN,brown, LONG ,Spotted,blue,NA,yes,prime,outdoor, catnip_mouse ,friendly,Wet,non-Clumping,Online,dental,-999,,964,2102,10145,"16,191",14378,-999,18589,391
15/11/2024,maine coon,grey, long ,TABBY,copper,unknown,NO,Senior,OUTDOOR,laserPointer,SHY,raw,,ONLINE,None,"14,330",£14796,-999,4864,1332,18746,2058,"12,765","15,046",13087
2022-10-27,bengal,missing,HAIRLESS,BI-COLOUR,odd-Eyed,notRequired,NO,kitten,indoor,ball,aggressive,raw,,STRAY,ALLERGY,NA,10869,1091,£6303,£5098,19735,12243,17607,18109,17480
26/04/2021,-999,Grey,Long,tabby,gold,Unknown,no,prime,both,laserPointer,LAZY,dry,NaN,FRIEND,Obesity,10555,4669,10464,5983,missing,15003,,"16,122",15311,10312
2021-01-21,Sphynx,black,NA,tabby,gold,overdue,Yes,Senior,BOTH,STRING,shy,Mixed, non-clumping , breeder ,arthritis,6011,64,£1383,13625,6312,£282,-999," 2,901",9319," 5,103"
08/06/2023,SIAMESE,Brown,missing, tabby ,GREEN, notRequired ,NO,kitten, both ,String,FRIENDLY,raw,,friend,none,NA,"17,543",4690,1357,"14,867",2363," 7,531",8207,NA,9359
28/07/2023,ragdoll,white,short,solid,gold,NaN,no, kitten ,NA,string,Aggressive,raw,recycled_paper,shelter,-999,£14623,16181,"19,428",12364,£5953,missing,14441,NaN," 4,080",7023
02/03/2023,BENGAL,cream,MEDIUM,Spotted,Blue,up-To-Date,No,KITTEN,both,catnip mouse,friendly,RAW,Recycled Paper,friend,dental,17631,£14621,14248,12815,"18,570",-999,NaN,892,   935,3658
2021-10-06,Tabby,brown,hairless,solid,blue,NOT REQUIRED,Yes,senior, Indoor ,String,shy,WET,non-clumping,Shelter,ALLERGY,"18,352",10792,4870,3617,£15265,NA,10852,£7707,"19,742",NaN
,siamese,white,LONG,TABBY,blue,Unknown,yes,Mature,outdoor,laserPointer,playful,Raw,Clumping,SHELTER,obesity,1057,9139,£12415,16655,NaN,£1271,NA," 6,752",£15145,7279
09/10/2024,bengal, Orange ,medium,POINTED,Blue, overdue , YES ,mature, indoor ,string, playful ,,NA,friend,-999," 5,895",5789,4153,missing,6290," 7,800"," 2,393",£19503,,11145
29/11/2021,RAGDOLL,tortoiseshell,Long,missing,copper,missing,YES,mature,Outdoor,FEATHER WAND,friendly, dry ,recycled_paper,STRAY,none,13380,12162,19053,1769," 8,865",13053,£6004,£7996,9569,18715
2024-08-20,maine_coon,WHITE,SHORT, bi-Colour ,BLUE,up-To-Date,no,Geriatric, Indoor ,Laser Pointer,aggressive,dry,non-clumping,Friend,obesity,missing,10768,"17,162",7833,£15845,13646,13265,"14,394",16246,19646
2024-10-09,BRITISH SHORTHAIR,Tortoiseshell,Medium,pointed,blue,up-To-Date,YES,mature,indoor,feather_wand,aggressive,mixed,recycledPaper,shelter,NaN,,,14274,£8853,78,£8623,7454,-999,786,12216
2023-04-16,SPHYNX,brown,long,Spotted,blue,notRequired,no,geriatric,INDOOR,string,NA,dry,Clumping,online,Allergy,£16544,5263,£9977,42,5391,NA,£18057,£17312,£12661,2041
,TABBY,calico,MEDIUM,pointed,GOLD,Overdue, yes ,NA,Indoor,LASER POINTER,playful,dry,NaN,online,allergy,9934,,"14,374",4235,8749,3429,£19561,11075," 3,326",3390
2023-05-28,persian,NaN,,Pointed,COPPER,NA,YES,SENIOR,INDOOR,Laser Pointer,SHY,mixed,recycledPaper,friend,,£12234,£11441,6949,"11,414",£3490,19861,"16,664",NaN,"19,712",£6872
2021-04-21,bengal,CREAM,LONG,bi-Colour,copper,missing,no,NaN,indoor,laser pointer,friendly,wet,silica,,dental,665,11108,8099,5952,19067,4236,"18,766",   314,17341,1350
18/04/2021,Bengal,WHITE,hairless,bi-colour,NaN,Unknown,YES,-999,both,catnip mouse,shy,mixed,silica,Friend,allergy,"13,558",£2911,16922,10150,15504,8086,1242,10892,£16085,12515
2024-04-12,,TORTOISESHELL,Long,pointed,ODD-EYED,unknown,Yes,prime,indoor,ball,Friendly,wet,SILICA,online,arthritis,£2601,1550,£5851,19300,1359,8520,18264,NaN,14341,2267
,ragdoll,white, short ,Solid,blue,up-To-Date,-999,NA,both,ball,Aggressive,raw,missing,online,None,"17,880",NaN,9160,19983,15620,£11061,1873,9235,2291,3408
08/02/2022,sphynx,grey,MEDIUM,pointed,copper,up-To-Date,no,junior,INDOOR,string,playful,-999,recycled paper,online,missing,13400,"17,640",12781,"11,048",£14633,5538,7845,11154,NaN,6689
2024-08-07,maine_coon,CALICO, MEDIUM ,solid,Gold,not_required,Yes,junior,both,CATNIP MOUSE,Playful,wet, non-clumping ,Shelter,Obesity,NaN,2529,9310,"16,722",1833,4108,8768,13209,,"17,672"
10/11/2024,maine coon,cream,NA,TABBY,green,overdue,no,Geriatric,both,Ball,friendly,WET,Non-Clumping,shelter,obesity,£8215,,17729,15112,NA,12026,3044,5639,£6830,"17,267"
2021-05-17,siamese,Orange,,spotted,gold,up-To-Date,no,Junior,outdoor,-999, Aggressive ,dry,NaN,stray,obesity,   415,missing,£2201,3538,10262,12088,12047,13819,1912,12090
"Sep 17, 2024",Siamese,ORANGE,Medium,,Green,Overdue,NO,SENIOR,,FEATHER WAND,Aggressive,raw,non-clumping,friend,Dental,5431,15711,NA,"12,283"," 5,164",-999,£13325,19945,9669,   172
13/06/2022,SPHYNX,black,hairless,bi-colour,-999,up-to-date,no,geriatric,missing,String,playful, dry ,Clumping, stray ,obesity,£18309," 9,445",9868,11579,£12649,16333,£8539,6295,£19296,8200
