DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
20/10/2023,Basketball,clay,-999,WOMEN,pre-season,-999,outdoor,Lions,Veteran,,Adidas,Sets,Night,5, sky ,12164,19161,8588,£14633,12262,5345,6263,,5450,7314
2021-11-08,basketball,NaN,Pro,Mixed,REGULAR,Wet,outdoor,NaN,veteran,,nike,sets,missing,2,SKY,7409,NaN,3323,4324,"15,163"," 7,773",658,missing,13179,£9190
,-999,INDOOR,AMATEUR,Mixed, Regular ,Dry,indoor, eagles ,veteran,b-League,adidas,points,-999,4,NBC,13975,,2185,15313,NA,10560,-999,6339,£19280,
12/08/2023,football,HARDCOURT,PRO,women,playoffs,Snowy,outdoor,eagles,ROOKIE,-999,ADIDAS,Goals,-999,3,Nbc,16513,5060,17916," 6,457",9185,4189,16721,5163,8783,missing
2023-06-29,FOOTBALL,NaN,semi-pro,MEN, playoffs ,DRY,missing,lions,rookie,a-league,wilson,SETS,EVENING,3,nbc,16869,-999,17641,"16,850",£6780,4075,"14,749"," 5,166"," 2,627",missing
05/10/2023,football,grass,International,MEN,playoffs,dry,Outdoor,BEARS,interim,A-LEAGUE,wilson,,evening,NA,NBC,NaN,2075,6231,NA,17515,missing,18526,1779,3297,2629
17/10/2022,basketball,Synthetic,semi-Pro,Men,regular,wet,outdoor,bears,rookie,C-LEAGUE,nike,points,EVENING,NaN,Sky,8102,missing," 3,359",8736,16720,4364,"17,866"," 6,102",16909,8838
07/09/2023,rugby,NaN,, women ,playoffs, Hot ,outdoor,sharks,Rookie,NaN,nike,runs,Night,1,sky,5883,£11818,-999,10721,150,8750,2255,2415,14708,£18302
16/04/2021, running ,indoor,international,mixed,Pre-Season,wet,NaN,tigers,rookie,a-league,Nike,sets,NIGHT,1, bbc ,"18,680",7088,missing,2701,19161,£6884," 2,334"," 7,099",missing," 2,634"
24/02/2023,football, Hardcourt ,pro, Men ,Playoffs,Windy,missing,eagles,rookie,A-LEAGUE,NIKE,Sets,evening,2,nbc,4301,£9689,NA,10294,13453," 9,632","10,027",11898,4347,2812
29/11/2021,Tennis,hardcourt,international,women,pre-season,DRY,indoor,,rookie,c-league,missing,POINTS,afternoon,3,espn,478,missing,17428,missing,NA," 6,408","13,764",1470,NA,£13109
"Jul 13, 2022",running,grass,PRO,MEN,pre-season,wet,outdoor,wolves,rookie, a-League ,NIKE, points ,afternoon,5,bbc,-999,"10,674",NA,12982," 5,697",£9118,15382," 1,885",17460,10738
07/05/2021,tennis,Synthetic,semi-Pro,MEN,pre-Season,hot,Indoor,sharks,Interim,b-league,NaN,-999,night,4,sky,76,14377,10174,6794,8422,8641,17670,10472,14536,12736
02/01/2021, TENNIS ,hardcourt,amateur,Women,regular,WINDY,outdoor,,Veteran,a-League,nike, runs ,evening,missing,SKY,7899,£15445,£8562,4984,818,3423,4356,7855,2088,6305
31/12/2021,tennis, Road ,amateur,women,PRE-SEASON, WET ,INDOOR, tigers ,NA,missing,PUMA,sets, morning ,2,SKY,13879,£5445,£10028,13258,16662,12244,11387,2567,5400,12668
"Nov 10, 2023",Cricket,synthetic,amateur, WOMEN ,pre-Season,dry,outdoor,Wolves,-999,a-league,Adidas,SETS,AFTERNOON,1,Bbc,"18,779",,3753,NA,£770,11581,5399,£7709," 7,915",6139
2024-01-03,NA,road,,women,REGULAR,dry,Indoor,Lions,veteran,C-League,Adidas,sets,missing,3,espn,"18,502",10827," 3,016",1333,11920,8735,,3220,-999,211
09/11/2022,cricket,NaN,amateur,women,Regular,snowy,outdoor,lions,interim,NA,puma,GOALS,morning,1,espn,4293,10333,"14,089",-999,£17127,   799,1494,missing,13183,18722
2021-09-02,Cricket,Indoor,amateur,MEN,playoffs,wet,Outdoor,eagles,Rookie,B-LEAGUE,wilson,points, afternoon ,3,nbc,£16316,19439,£7846,18514,17990,4662,£18389,439,4779,-999
17/03/2023,cricket,indoor,missing,women,Pre-Season,wet,indoor,Lions,ROOKIE,b-league,wilson,POINTS,EVENING,3,espn,12452," 9,654",13384,9043,18126,10291,14896,3151,3147,8892
NaN,Cricket,indoor,semi-pro, women , regular , snowy ,,TIGERS,Rookie,c-League,adidas,NaN,afternoon,4,BBC,6989,£8199,£11548,5187,18977,690,NA,,13820,14182
12/01/2021,Tennis,GRASS,NaN,women,regular,hot,outdoor,eagles,veteran,C-LEAGUE,nike,runs,afternoon,4,BBC,4258," 6,871",£3073,NA,£12348,11676,"10,586",334,-999,£9526
"May 30, 2023",basketball,SYNTHETIC,semi-Pro,missing,regular,wet,indoor,wolves,rookie,NA,Puma,Sets,morning,1,bbc,£14188,3459,£16298,17876,5830,17886,9096,7843,4083,"14,070"
2024-09-15,cricket,INDOOR,pro,mixed,regular,Wet,indoor,sharks,interim,B-LEAGUE,,SETS,MORNING,2,Espn,6793,19120,£6865,6074,£5609,9964,16870,"15,979",3517,9311
2021-03-18,tennis,INDOOR, pro ,men,Playoffs,wet,NA,-999,Veteran,B-League,nike,runs,Night,3,sky,6759,NaN,14685,14516,3422," 4,094",19217,8783,,8711
06/08/2023,running,indoor,-999,women,missing,windy,indoor,sharks,Veteran, c-league ,nike,runs,evening,2,bbc,8181,365,1602," 6,840",3806,NA,NA,19527,14354,70
26/11/2023,,hardcourt,-999,mixed,-999,dry,INDOOR,eagles,rookie,C-LEAGUE,nike,sets,afternoon,1,sky,£12228,£8251,NaN,9230,£13902,NaN,NA,8966,£5109,£10845
09/12/2023,Tennis,clay,amateur,Men,regular,NaN,INDOOR,lions, Rookie ,b-league,NA,GOALS,NA,2,Espn,NA,NaN,-999,14840," 6,381","12,827",£14104,"17,217",3695,
"Dec 12, 2021",cricket,Synthetic,amateur,mixed,Playoffs,windy,outdoor,BEARS,rookie,a-league,adidas,RUNS,Afternoon,1,-999,missing,,16610,308,8203,NaN,£14462,16096,£1791,
2022-03-14,rugby,Hardcourt,NaN,women, regular ,NaN,NaN,eagles,veteran,b-League,Wilson,sets,night,3,bbc,19253,7007,9522,missing,2551,17223,1780,£19269,missing,9750
2022-03-28,Rugby,grass,pro,men,NaN,missing,missing, wolves ,Interim,C-League,nike,sets,morning,3, Espn ,"13,955",19236,-999,£13001,13485,12574,missing,7911,"11,806",15815
18/12/2024,CRICKET,Clay,pro, mixed ,PLAYOFFS,hot,INDOOR,wolves,rookie,b-league,nike,runs,Night,2,Bbc,NaN," 6,983",£12812,-999,17634,NaN,£2197,3305,15422,2335
27/10/2021,running, clay ,amateur,Men, playoffs ,Wet,Indoor,bears,veteran,missing,wilson,goals,Night,,bbc,£5661,£7777," 1,711",1261,"17,904","14,693"," 4,731",£12113,8386,"18,599"
2022-04-08,football,CLAY,semi-Pro,MEN,regular,NA,indoor, LIONS , veteran , A-LEAGUE ,WILSON,SETS,MORNING,NA,nbc,2185,-999,15950,4610,2347,12682,14675,19777,3324,11949
28/05/2022, Basketball ,Synthetic,international,-999,playoffs,HOT,indoor,bears,interim,B-League, Wilson ,GOALS,Evening,3,espn,NaN,2370,2154,18166,11932,7163,16526,5512,"13,811",18390
"Feb 08, 2024",tennis, hardcourt ,Semi-Pro,,missing,dry,outdoor,-999, veteran ,a-league,Wilson,-999,AFTERNOON,3,bbc," 7,395",£11569,missing,6996,NA,12939,," 7,992",3965,19908
08/03/2024,CRICKET,GRASS,semi-pro,women,Pre-Season,,indoor,sharks,rookie,a-league,nike,missing,MORNING,3,NBC,£5352,£9185," 5,402",16501,1065,"18,434",£7010,4884,£11538,10257
"Mar 26, 2021",basketball,,PRO,Mixed,playoffs,snowy,indoor,bears,INTERIM,b-league, Wilson ,runs,,2, Bbc ,-999,9735,1773,3521,11840,£8767,2351,,£4304,14496
2021-05-02,Football,HARDCOURT,semi-pro,women,playoffs,wet, outdoor , Tigers ,interim, b-league ,WILSON,sets,afternoon,1,missing,19845,,6438,£2275,NaN,16800,£481,5307,9960,10836
01/01/2023,,indoor,amateur,WOMEN,pre-season,dry,missing,lions,Veteran,missing,wilson, runs ,Afternoon,3,nbc,-999,2070,17626,2971,£2737,2284,13321," 8,600",15188,10691
11/01/2022,cricket,road,semi-Pro,Mixed,pre-Season,wet,outdoor,NaN,Rookie, B-LEAGUE ,puma,points,morning,5,sky,10545,"13,612",4260,£9193,£10628,8178,5705,"18,464",16221,missing
19/04/2024,football,Synthetic,missing,mixed,pre-Season,DRY,outdoor,-999,rookie,a-League,nike,missing,evening,3,NA,8044,8281,£569,missing,£10612,£5472,12440,£13934,17050,19643
14/05/2024,RUNNING,Grass,amateur,women,REGULAR,hot,outdoor,bears,veteran,a-league,wilson,Sets,night,5,sky,44,7977,11192,£18516,£5250,13558,18,4107,8885,missing
2023-05-06, basketball ,NaN,INTERNATIONAL,women,NaN,Hot,INDOOR,-999,veteran,a-league,adidas,GOALS,morning,1,sky,£11116,NA,7146,1846,5266,£13834,15177,"13,491",9495,2445
,cricket,clay,amateur, women ,regular,Hot,-999,sharks,NA,c-league,nike,points,Evening, 4 ,bbc,NaN,19697,,£18085,13061,£16350,£12304,5536,11137,17984
2024-02-03,RUNNING,ROAD,Pro,mixed,regular,Hot,OUTDOOR,lions,ROOKIE,A-LEAGUE,adidas,,Night,4,espn,3245,missing," 4,641",1706,missing,9488,7662,2802,7915,17784
"Aug 18, 2024",running,HARDCOURT,pro,,PRE-SEASON,Windy,indoor,wolves,INTERIM,B-LEAGUE,Adidas,points,missing, 2 ,Espn,241,£11115," 4,079"," 3,570",18426,3636,£10132,3532,£8101,10265
24/11/2023,NA,Hardcourt,amateur,men,pre-season, WINDY ,indoor,LIONS,-999,B-LEAGUE,nike,runs,EVENING,4,sky,£4434,15830,18850,3747," 6,828",9525,"18,896",5567,13515,10810
2024-06-24,rugby,Clay,NA,women,NaN,WINDY,indoor,SHARKS, rookie ,-999,ADIDAS,POINTS,EVENING,1,sky,17759,13139,11810,5406,10657," 2,265","18,649"," 5,838",NaN,-999
"May 13, 2021",Cricket, indoor ,international,NA,Regular,wet,INDOOR,Wolves,rookie,-999,puma,runs,afternoon,4,Espn,," 7,195",8754,7741,£8188,17338,11624,missing,19769,10239
14/01/2024,football,grass,INTERNATIONAL,mixed,regular,hot,Indoor,sharks,NaN,C-League,PUMA,sets,Evening,2,sky,-999,-999,3268,4368,4148,10431,11650,18410," 1,392",9544
26/01/2024,running,hardcourt,PRO,WOMEN,-999,windy,INDOOR,lions,VETERAN,c-league,nike,Points,night,3,Sky,2018,19369,"19,330",,4542,NA,£7325," 2,438",10914,missing
30/10/2024,basketball,indoor,,Women,playoffs, SNOWY ,outdoor,missing,interim,C-LEAGUE,adidas,Goals,evening,4,sky,15353,2323,10322,4801," 5,444",NA,5055,19403,19154,NaN
2024-12-12,Cricket,road,pro,missing,playoffs,-999, outdoor ,LIONS,NaN,NaN,puma,sets,afternoon, 3 ,sky,11279,18286,8313,3575,£14219,5867,NA,NaN,5950,£13168
09/04/2022,football,HARDCOURT,Amateur,women,,Hot,outdoor,lions,interim,B-League,WILSON,Goals,afternoon,1,NA,15161,5130,-999,NaN,£9265,NA,12300,NaN,6991,-999
24/11/2023,CRICKET,INDOOR,International, Women ,PRE-SEASON,windy,outdoor,EAGLES,rookie,C-LEAGUE,PUMA,POINTS,night,NaN,missing," 5,911","10,612",1854," 1,709",£4110," 5,571"," 3,226",5593,310,"18,757"
01/06/2022,Tennis,indoor,NaN,mixed,Pre-Season, Hot ,outdoor,eagles,veteran, B-League ,adidas,points,missing,missing,Bbc,£4101,£342,10797,10313,17453,19428,-999,19337,336,£3144
26/06/2024,football,road,amateur,men,playoffs,hot,Outdoor,SHARKS,rookie,A-League,Wilson,points,AFTERNOON,missing,nbc,1806,8699,-999,119,"19,089",7849,£14011,12263,11303,8717
03/09/2022,rugby,SYNTHETIC,Pro,mixed,PRE-SEASON,-999,outdoor,lions,veteran,a-League, puma ,NaN,night,3,Bbc,15279,8183,6328,1907,NA,18062,,NA,-999,11337
09/04/2023,tennis,NA,missing,MIXED,pre-season,hot,indoor,lions,rookie,A-League,,sets,night, 5 ,espn,11524,£15538,10268,6719,17410,,,19590,£5857,7110
missing,basketball,INDOOR,pro,mixed,NA,snowy,outdoor,eagles,interim,c-league,Wilson,points, morning ,5,bbc,11568,4872,6164,£19423,6836,15884,6640,£4728,15280,8247
,tennis,ROAD, Amateur ,MIXED,Pre-Season,snowy,indoor,eagles,INTERIM,c-league, Wilson ,Sets,evening, 3 ,Bbc,19660,"19,196",£6608,"16,324",16442," 4,628",£8334,17606,13487,12642
2023-05-07,TENNIS,Hardcourt, amateur ,MEN,pre-season,,indoor,TIGERS,Interim,c-league,PUMA,points,AFTERNOON,1,BBC,£8486,14107,7661," 1,809",11463,19963,14711,17392,777,836
2021-06-03,football,HARDCOURT,amateur,Mixed,Pre-Season,dry,outdoor,tigers,rookie,b-League,nike,points,evening,3, Espn ,"18,230",NA," 1,855",3835,3046," 7,936"," 2,460",7951,NA,£18286
2021-10-25,,HARDCOURT,Pro,women,Playoffs,Dry,outdoor,eagles,rookie,c-league,nike,Sets,AFTERNOON,2,BBC,NA,10231,18433,17740,12165,11448,5225,7819,6531,"19,064"
"Aug 11, 2022",cricket,Road,Pro,Women,missing,-999,outdoor,wolves,interim,c-League,nike,Runs,Evening,NaN,espn,3533,209,£7719,9701,£17336,£2568,8049,18290,NaN,16983
2021-04-23,NaN,Indoor,semi-pro,men,REGULAR,SNOWY,outdoor,BEARS,VETERAN,NaN,nike,points,night,2,espn,NaN,£16882,5822,17869,£9940,19957,NaN,2279," 2,640",1795
09/01/2023,tennis,road,amateur,NaN,regular,Hot,outdoor,Lions,ROOKIE,a-League, PUMA , POINTS ,afternoon,5,BBC,3287,£2074,19112,£7989,,£7263,488,£19296,16416," 5,013"
2024-08-26,FOOTBALL,CLAY,Semi-Pro,women,pre-Season,snowy,outdoor,wolves,Veteran, c-league ,Puma,Sets, Night ,3,sky," 9,684",13030,£14891,5893,11960," 1,212"," 5,060"," 9,709",19211,5446
NA,Basketball,INDOOR,pro,MIXED,playoffs,dry,indoor,Bears,INTERIM,b-league,nike,goals,missing,3,nbc,"12,073"," 8,446",1914,13667,15805,3282,4851,14207,13463,8836
missing,,SYNTHETIC,semi-pro,Mixed,Pre-Season,wet,indoor,BEARS, rookie ,b-league,Wilson,runs,EVENING,2,sky,NaN,£13836,£12346,NaN,12080,6826,£2630,£156,missing,£5266
02/09/2021, FOOTBALL , SYNTHETIC ,amateur,MIXED,Regular,Hot,indoor,tigers, veteran ,A-League,puma,runs,NIGHT,1,Sky,NaN,9334,11609,12133,£2686,£5475,missing,2329,4015,15149
2023-05-25, BASKETBALL , hardcourt ,international,men,playoffs,WINDY,indoor,tigers,veteran,C-League,Puma,runs,night,1,sky,13176,-999,867," 1,388",£3659,98," 9,917",5379,841,7215
14/01/2022,BASKETBALL,indoor,international,Mixed,pre-season,Snowy,Indoor,tigers,INTERIM,B-League,adidas,NA,MORNING,3,sky,12171,-999,19463,16442,2825,13780,207,£15503,,16240
2024-07-30,running, grass ,missing,men,Regular,snowy,indoor,sharks,NaN,a-league,adidas,missing,evening,4,nbc,19223," 1,122",£8127,19962,,9734," 6,019",£162,6043,12443
2023-08-19,TENNIS,Indoor,semi-Pro,WOMEN,pre-season,NaN,INDOOR,sharks,veteran,c-league,wilson, sets ,Morning,1,sky," 6,761",4583,   563,14536,4752," 3,043",   281,538,NaN,
21/07/2022,basketball,clay,missing,men,regular,windy,missing,,interim,a-league,ADIDAS,GOALS,night,5,sky,"16,248",£6000,12722,2974," 8,981",missing,3716,£12457,11301,NaN
13/02/2021,NaN,clay, international ,mixed,REGULAR,dry,indoor,lions,ROOKIE,missing,nike,,evening,3,NaN,£18593,11410,6582,£8326,£12381,16772,16564,16059,£3121,2500
13/02/2022,,Synthetic,semi-Pro,missing,playoffs,Snowy,Indoor, lions ,INTERIM,C-LEAGUE,adidas,runs,night,2,sky,£11258,"14,444",,6182," 7,939",£5675,NaN,5616," 3,346",4370
01/05/2024,football,GRASS,pro,women,Playoffs,snowy,INDOOR,wolves,interim,A-LEAGUE,WILSON,goals,night,1, sky ,1153,1699,-999,"12,551"," 2,535",15496,£8671,4815,-999,19541
29/11/2022,cricket,,SEMI-PRO,Men,pre-Season,Dry,Outdoor, wolves ,ROOKIE,A-League,Wilson,NaN,evening,3,Nbc,17417,4946,3173,2115,10325,3370," 7,090",3155,£17412,NA
2023-04-27,Tennis,SYNTHETIC,SEMI-PRO,WOMEN,REGULAR,SNOWY,indoor,BEARS,interim,a-league,NIKE,points,morning,NA,Nbc,"16,172",4738,NaN,£7306,19237,3825,£19390,8913,£10346,13769
2022-11-07,CRICKET,SYNTHETIC,international,men,Pre-Season,wet,outdoor,sharks,Rookie,NaN,nike,SETS,night,1,NBC,3604,NaN,NA,19526,16436,-999,17641,-999,NaN," 5,073"
2021-02-03,rugby,Indoor,pro,missing,NaN,windy,indoor,SHARKS,VETERAN,B-League,adidas,sets,,4,nbc,19200,16499," 5,854",17073," 2,368",16768," 6,115",4744,9372,121
30/12/2024,Football,Grass,INTERNATIONAL,men,-999,snowy,outdoor,sharks,Interim,A-LEAGUE, adidas ,GOALS,NIGHT,2,sky,13334,74,15124,1608,"12,417",18827,£1485,£7847,18344,7444
2021-09-21,rugby,INDOOR,AMATEUR,women,REGULAR,WET,NA,sharks,rookie,A-LEAGUE,nike,runs,,3,espn,£1811,£19954,,NaN,£3200,18335,18836,NA,19514,NaN
08/11/2024,RUGBY,synthetic,AMATEUR, MIXED , PRE-SEASON ,snowy, Indoor ,LIONS,rookie,b-league,ADIDAS, points ,afternoon,5,BBC,£11555,16296,19861,1997,£7719,," 2,974",£7657,6719,£15987
2021-04-26,running,clay, international ,,regular,snowy,indoor,SHARKS,veteran,B-LEAGUE,adidas,sets,MORNING,4,NA,11855,NA,5325,11125,14350,NA,13092,8471,£16623,£19599
20/05/2021, basketball ,INDOOR,international,mixed,playoffs,snowy,outdoor,SHARKS,veteran,a-League,adidas,goals,night, 1 ,NA,12248,1607,£14133,14360,£11432," 8,982",3313,9348,18652,£4796
01/12/2024,cricket,Road,AMATEUR,Mixed,playoffs,SNOWY,indoor,lions,interim,C-League,Adidas, POINTS ,EVENING,4,BBC,4685,NA,1556,"14,980"," 5,566",NA,£18737," 1,519",6456,"18,775"
2021-10-11,Running,Synthetic, pro ,women,regular,wet,INDOOR,Sharks,,a-league, NIKE ,points,evening, 1 ,Espn,"13,730",4060,-999,missing,7562,£3486,4918,missing,4003,5966
09/07/2023,tennis,INDOOR, amateur ,Women, playoffs ,dry,-999,missing,ROOKIE,NaN,Nike, runs ,Morning,3,NBC,£11985,7388,"15,853",,6389,14869,9636,-999,9132," 4,512"
2021-10-16,cricket,indoor,amateur,men,playoffs,HOT,OUTDOOR,Bears,veteran,,adidas, Runs ,morning,2,nbc,17923,6808,6414,17366," 4,590",6884,623,10781,18260,£10904
NA,Tennis,road,pro,men,playoffs,WINDY,outdoor,EAGLES,VETERAN,,Puma,sets,Evening,1,espn,-999,14242,-999,-999,5950,19792,£13018,2367,11484," 4,871"
"Oct 24, 2021",basketball,hardcourt,SEMI-PRO,missing, Regular ,windy,Outdoor,lions,interim,C-LEAGUE,puma,runs,NA,5,espn,"11,221",missing,"17,609",14045,NaN,16015,8007,£2310,19566,4275
2022-06-20,basketball,hardcourt,PRO,mixed, regular ,hot,Indoor,lions,veteran,c-League,nike,-999,Afternoon,4,sky,£4800,"11,871",missing," 5,472",3555,14355," 6,505",£6010,NA,£4930
"Feb 14, 2024",cricket,Grass,NaN,NA,missing,Hot,INDOOR,sharks,Veteran,A-LEAGUE,adidas,NA, EVENING ,2,bbc,11103,missing,16856,19980,4975,£10394,£12194,19658,1441,£9951
03/06/2024,CRICKET,road,missing,Men,Pre-Season,windy,outdoor,Eagles,NA,b-league,PUMA,POINTS, evening ,5,sky,-999,14564,3448,17218,"16,859",NA," 7,992",8626,£12839,16263
25/02/2022,running,INDOOR,missing,women,NA,Windy,OUTDOOR,Eagles,Interim, b-league ,ADIDAS,runs,-999,5,nbc,424,"18,451",2994,18223,12206,2752,11435,226,£6199,19361
2021-01-14,TENNIS,GRASS,INTERNATIONAL,women,pre-Season,-999,Outdoor,missing,Interim,b-league,Nike,SETS,AFTERNOON,1,bbc," 6,423",5872,£15338," 5,551",12485,19236,14160,missing,9859,"12,505"
10/01/2022,-999,Grass,pro,women,pre-Season,dry,Outdoor,BEARS,VETERAN,C-LEAGUE, puma ,sets,morning,2,sky,218,NA,795,£17446,£10113,14707,£12547,NA,11011," 1,252"
08/04/2024,cricket,ROAD,amateur,MEN,missing,-999,indoor, Lions ,veteran,a-League,NIKE,Points,afternoon,4,SKY,4847,15636,missing,NA,£19942,,,10826,NaN,12476
2023-11-15,rugby,hardcourt,semi-pro,mixed,pre-season,HOT,outdoor,wolves,rookie,c-league,puma,SETS,morning,5,bbc,18243,3846,-999,19302,8251,2263,73,£7384,£7071,14474
2021-09-30,cricket,indoor,pro,mixed,,hot,outdoor,,VETERAN,b-League,WILSON,goals,MORNING,4,BBC,11443,6179,8638,missing,18877,£11403,NaN,-999,NaN,4047
03/10/2024, running ,CLAY,amateur,men,PRE-SEASON,dry,OUTDOOR,wolves,veteran,B-LEAGUE,Puma,Points,NIGHT,3,BBC," 9,705"," 4,309",6716,5288,"12,044",£670,1589,19700,14675,18448
2024-08-13,Rugby,CLAY,PRO, MIXED ,pre-season,snowy, indoor ,Sharks,NA,b-league,Adidas,runs,evening,2,missing,12560,   367,£9670,10817,4517,3390,6435,3876,,-999
2021-07-16,football,clay,SEMI-PRO,men,pre-season, windy ,outdoor,sharks,interim,b-league,Adidas,Runs,Night,3,Bbc,£3186,£17607,," 7,922",8721,9540,£13529,7853,4605,1036
21/03/2024,Tennis,Indoor,international,men,NA,snowy,missing,lions,Interim,B-League,-999,POINTS,morning,4,bbc,15795,7607,9729,10432,3906,12281," 9,440","19,866",10697,£7767
"Mar 02, 2021",cricket,grass,NaN,mixed,regular,windy,Indoor,BEARS,rookie,c-league,Nike,RUNS,evening,4,bbc,-999,19332,2277,£3264,£17402,-999,14978,1386,9442,16799
2024-11-14,Cricket,grass,semi-pro,mixed,Pre-Season,NA,INDOOR,Tigers,rookie,C-LEAGUE,nike,points,AFTERNOON,4,bbc,11018,"10,453",£16775,£9862,£14315,," 3,700",3269,3021,13540
-999,rugby,NA,amateur,women,pre-season,Snowy,outdoor,wolves, Veteran ,a-league,Puma,missing,afternoon,2,missing,3127,9128,missing,£15742,missing," 9,925",£3240,11823,16007,1198
2022-12-24,RUGBY,NaN,amateur,Mixed,PLAYOFFS,NA,OUTDOOR,BEARS,interim,c-league,nike,points,evening,1,Bbc,£10652,1578,19303,18039,14890,4936,,9701,9457,"17,864"
"Jun 24, 2023",football,Road,INTERNATIONAL,men,pre-season,DRY,indoor,TIGERS, Veteran ,c-league,Adidas,,evening,1,Sky,15656,15585,14286,£6522,£2269,18927,3423,£61,15568,5329
24/05/2022,FOOTBALL,Indoor,,women, regular ,snowy,outdoor,bears, interim ,-999,nike,sets,night,NA,espn,7358,8962,1400,3448," 5,477",15344,missing," 8,668",NaN,11762
2023-03-30,running,grass,semi-Pro,Men,pre-season,WET,indoor, bears ,interim,c-League,WILSON,runs,afternoon,2,sky,16425,14272,NaN,"13,782",16299,£11017,5590,£12904,£19868,5660
2024-11-17,running,Grass,pro,men, regular ,HOT,NaN,bears,ROOKIE,A-League,Wilson,POINTS,Evening,2,espn,£10434,4977,15997,,"10,959",-999,£17405,-999,£10351,£19527
27/02/2022,missing,CLAY, Pro ,men,PRE-SEASON,wet,NaN,sharks,Interim,a-league,puma,Goals,missing,-999,sky,£3983," 5,068",,7851,17021,£16656,NA,NA,7117,14557
2022-01-08,CRICKET,grass,Pro,women,regular,dry,INDOOR,eagles,rookie,a-league,Nike,runs,night,1,sky,£5700,8656,18309,"16,612",19654,NaN,10484,£8770,5819,
2021-04-29,basketball,INDOOR,amateur,,,hot,OUTDOOR,wolves,NaN,a-league,Puma,sets,evening,1,SKY," 7,002",18850," 9,169",£1193,5723,£7029,"18,566",1983,missing,14306
29/06/2024,missing,Grass,Amateur,Women,Pre-Season,,missing,eagles,veteran,b-league,wilson,Goals,evening,5,Sky,17754,12764,£15540,£15262,312,missing,1625," 6,780","18,701",538
09/08/2021,Football,Grass,Pro, mixed ,PRE-SEASON, Hot ,outdoor,sharks,interim,NaN,-999,points,Afternoon,2,,17422,11008,£17615,17355,15500,£2372,11980,£14028," 7,281"," 7,696"
24/12/2023,basketball,NaN,semi-pro,missing,pre-season,snowy,Indoor,Wolves,interim,a-League,adidas,runs,evening,,bbc,1686,8695,£2028,£17207,-999,5118,2209,£5692,1870,12624
2023-01-19,running,SYNTHETIC,,Mixed,PRE-SEASON,SNOWY,indoor, wolves ,veteran,,puma, sets ,morning,5, bbc ,528,8161,£9131,12871,   268,£2954,15797,150," 7,510",6316
16/12/2021,rugby,clay,semi-pro,mixed,Playoffs,wet,indoor,eagles,interim,b-league,Adidas,sets,Night,missing,Nbc,15428,"10,287",6451,," 5,714",11459,498,722,"18,677",£13548
13/11/2022,rugby,NaN,Pro,men,REGULAR,Wet,missing,NA,veteran,C-League,nike, sets ,evening,4,SKY,10761,-999,14090," 9,938",9149,missing,,13197,-999,2088
"Jul 06, 2022",Cricket,road,international,mixed,regular,WET,outdoor,eagles,rookie,c-League,PUMA,goals,morning,4,nbc,2116,-999,5747,-999,2858,£19833,19024,"13,574",3566,£12655
19/08/2023,tennis,Hardcourt,international,missing,REGULAR,,Outdoor,lions,VETERAN,A-League,Puma,points,morning,3,sky,4110,"16,982",12669,£1398,6234,£16037,NaN,5295,£4883,1556
missing,rugby,Hardcourt,amateur,mixed,PLAYOFFS,Wet,OUTDOOR,Wolves,Interim, B-League ,wilson,goals,morning,NA,espn,16897," 8,714",NA,9994,£16049,19275,17338," 3,942",8065,4778
"Oct 31, 2024",rugby,Road,PRO,NaN,playoffs, windy ,OUTDOOR,sharks,Veteran,b-League,,runs,Afternoon,1,Espn,7463,13114,NaN,-999,£15,9602,6413,£3284,17129,"14,139"
21/12/2024,cricket,Clay,semi-Pro,NA,REGULAR,Windy,INDOOR,,NaN,B-League,adidas,Sets,NaN,4,NBC,6061,£14742,322,16970,14248,NaN,£14998,£18752,£18870,6388
"Jan 27, 2021",missing,hardcourt, Amateur ,women,playoffs,Dry,OUTDOOR,bears,veteran,a-league, ADIDAS , points ,MORNING, 4 ,nbc,£11805,4060,18745,missing,4065,8718,5249,11113,£6811,7613
01/07/2022,cricket,synthetic,PRO,Men,pre-season,wet,outdoor,EAGLES,interim,c-League,Adidas, runs ,MORNING,5,SKY,10016,,NA,4074,missing,   221,4139,£2348,13894,6789
2022-12-25,rugby,missing,INTERNATIONAL,-999,playoffs,dry,-999, lions ,rookie,B-League,wilson,sets,Afternoon,missing,nbc,"12,729",£15058,7937,13982,13365,3103,9842,15905," 6,574"," 4,979"
2022-12-27,RUNNING,-999,international,women, playoffs ,dry,OUTDOOR,EAGLES,interim,,Nike,points,Afternoon,2,bbc,16656,£9238,8970,£10635,£14443,£15945,4816,£5106,£14803,£10432
2021-01-14,,CLAY,INTERNATIONAL, men ,regular,dry,indoor,Bears,Rookie,b-league,puma,points,NIGHT,3,sky,NA,"14,001",   746,8795," 8,622",£12181,13595,9705,," 2,311"
2023-04-02,tennis,-999,AMATEUR,men,pre-Season,windy,OUTDOOR,BEARS,veteran,NaN,NIKE,Points,AFTERNOON,2,ESPN,"18,910"," 9,627",14253,7740,NA,11030,19828,3216,12587,NA
